date,Battery (Charging) -  MW,Pumps -  MW,Exports -  MW,Imports -  MW,Coal (Black) -  MW,Bioenergy (Biomass) -  MW,Distillate -  MW,Gas (CCGT) -  MW,Gas (OCGT) -  MW,Gas (Waste Coal Mine) -  MW,Battery (Discharging) -  MW,Hydro -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2025-07-02 08:15,-14.66,0.00,-587.75,0.00,5106.03,55.00,0.00,186.35,37.61,34.44,28.27,110.79,975.03,1864.08,1078.21,11.80,27.56,0.00,383.43,0.12,0.00,6.75,1.82,1.75,0.00,72.75
2025-07-02 08:20,-12.42,0.00,-637.30,0.00,4975.36,46.90,0.00,179.81,0.10,32.44,5.62,110.89,983.99,2006.80,1178.34,11.90,29.13,0.00,373.13,0.11,0.00,6.52,0.00,1.64,0.00,45.67
2025-07-02 08:25,-13.58,0.00,-626.95,0.00,4782.38,51.00,0.00,173.93,0.10,17.50,24.76,110.61,977.01,2092.44,1278.47,12.00,27.88,0.00,358.59,0.11,0.00,6.30,0.00,0.93,0.00,44.94
2025-07-02 08:30,-9.74,0.00,-612.35,0.00,4629.19,50.10,0.00,169.55,0.10,33.14,12.00,110.86,971.44,2159.70,1378.60,12.10,26.75,0.00,347.48,0.11,0.00,6.14,0.00,1.68,0.00,44.94
2025-07-02 08:35,-6.36,0.00,-690.80,0.00,4541.48,48.30,0.00,168.16,0.10,33.44,8.89,111.54,965.06,2223.34,1478.24,12.20,29.76,0.00,341.10,0.11,0.00,6.09,0.00,1.69,0.00,34.75
2025-07-02 08:40,-6.74,0.00,-1333.85,0.00,4398.30,50.30,0.00,162.19,0.10,32.71,4.00,134.09,975.52,2295.35,1577.89,12.30,56.03,0.00,330.63,0.11,0.00,5.88,0.00,1.65,0.00,51.74
2025-07-02 08:45,-0.66,-245.84,-1288.70,0.00,4438.60,49.70,0.00,159.50,0.10,18.90,2.38,125.66,962.31,2318.80,1677.54,12.40,52.72,0.00,333.56,0.11,0.00,5.78,0.00,1.00,0.00,2.58
2025-07-02 08:50,-9.04,-246.92,-1326.85,0.00,4362.28,50.20,0.00,156.49,0.10,17.90,0.00,111.94,964.43,2341.82,1777.18,12.50,53.83,0.00,328.04,0.11,0.00,5.67,0.00,0.95,0.00,3.48
2025-07-02 08:55,-52.61,-245.21,-1281.00,0.00,4266.57,51.00,0.00,152.86,0.10,18.00,0.17,86.66,954.91,2311.20,1876.83,12.60,51.91,0.00,321.11,0.12,0.00,5.54,0.00,0.96,0.00,-10.50
2025-07-02 09:00,-34.51,-244.89,-1260.65,0.00,4210.63,49.90,0.00,149.85,0.10,17.80,0.00,49.14,950.84,2294.43,1976.47,12.70,51.18,0.00,317.00,0.11,0.00,5.43,0.00,0.95,0.00,-9.70
2025-07-02 09:05,-25.43,-245.83,-1319.95,0.00,4125.10,48.00,0.00,146.83,0.10,17.80,5.89,111.82,940.65,2351.69,2068.05,12.77,52.24,0.00,309.98,0.11,0.00,5.32,0.00,0.95,0.00,0.00
2025-07-02 09:10,-0.42,-245.59,-1364.95,0.00,3988.18,53.00,0.00,113.90,0.10,17.80,7.72,124.61,938.65,2410.64,2159.63,12.83,52.57,0.00,299.07,0.12,0.00,4.13,0.00,0.95,0.00,44.94
2025-07-02 09:15,-1.38,-245.20,-1311.60,0.00,3888.17,53.20,0.00,112.06,0.10,32.03,0.00,123.13,923.54,2413.82,2251.21,12.90,50.03,0.00,291.40,0.12,0.00,4.06,0.00,1.62,0.00,34.75
2025-07-02 09:20,-0.42,-245.68,-1304.60,0.00,3757.29,53.90,0.00,111.00,0.10,17.90,0.36,124.13,925.92,2428.41,2342.79,12.97,48.71,0.00,281.05,0.12,0.00,4.02,0.00,0.95,0.00,23.10
2025-07-02 09:25,-0.42,-245.22,-1329.80,0.00,3614.61,52.20,0.00,113.07,0.10,17.90,5.38,124.98,923.70,2450.45,2434.37,13.03,48.48,0.00,269.97,0.12,0.00,4.10,0.00,0.95,0.00,0.00
2025-07-02 09:30,-3.70,-246.00,-1311.05,0.00,3554.69,53.20,0.00,110.43,0.10,19.20,0.00,111.53,926.77,2458.11,2525.95,13.10,47.46,0.00,265.61,0.12,0.00,4.00,0.00,1.02,0.00,-14.33
2025-07-02 09:35,-51.91,-247.10,-1258.90,0.00,3531.85,51.30,0.00,111.27,0.10,19.40,0.00,109.63,921.30,2369.76,2604.13,13.22,46.01,0.00,263.90,0.12,0.00,4.03,0.00,1.03,0.00,0.00
2025-07-02 09:40,-39.68,-244.44,-1251.10,0.00,3475.08,53.10,0.00,111.82,0.10,33.92,0.74,71.71,924.38,2349.67,2682.31,13.33,45.73,0.00,259.67,0.12,0.00,4.05,0.00,1.72,0.00,-12.64
2025-07-02 09:45,-16.31,-244.90,-1264.15,0.00,3456.11,52.70,0.00,112.63,0.10,19.40,1.24,71.96,912.79,2305.82,2760.48,13.45,46.41,0.00,258.29,0.12,0.00,4.08,0.00,1.03,0.00,-12.64
2025-07-02 09:50,-16.64,-246.58,-1247.40,0.00,3422.58,51.30,0.00,111.58,0.10,19.40,0.25,71.84,924.65,2278.83,2838.66,13.57,45.69,0.00,255.88,0.12,0.00,4.04,0.00,1.03,0.00,-14.73
2025-07-02 09:55,-57.71,-245.10,-1255.90,0.00,3407.69,50.70,0.00,111.93,0.10,19.30,12.02,72.06,927.01,2268.37,2916.83,13.68,45.90,0.00,254.80,0.11,0.00,4.06,0.00,1.03,0.00,0.00
2025-07-02 10:00,-0.42,-411.13,-1280.55,0.00,3395.32,47.70,0.00,110.18,0.10,19.30,0.57,71.40,939.86,2355.98,2995.01,13.80,45.12,0.00,253.89,0.11,0.00,3.99,0.00,1.03,0.00,-0.01
2025-07-02 10:05,-9.12,-489.47,-1285.10,0.00,3404.05,48.40,0.00,112.17,0.10,19.30,0.05,71.74,936.48,2358.28,3052.16,13.95,44.86,0.00,254.53,0.11,0.00,4.06,0.00,1.03,0.00,-12.64
2025-07-02 10:10,-75.42,-491.22,-1248.60,0.00,3400.06,50.80,0.00,111.45,0.10,33.99,0.00,71.64,926.65,2337.87,3109.32,14.10,43.75,0.00,254.24,0.12,0.00,4.04,0.00,1.72,0.00,-12.64
2025-07-02 10:15,-74.78,-490.25,-1269.35,0.00,3410.82,49.30,0.00,113.83,0.10,19.30,1.99,71.89,919.87,2305.85,3166.47,14.25,44.75,0.00,255.01,0.11,0.00,4.12,0.00,1.03,0.00,-14.73
2025-07-02 10:20,-126.68,-492.26,-1209.05,0.00,3377.49,49.90,0.00,110.20,0.10,19.30,0.00,71.32,925.26,2283.02,3223.62,14.40,42.52,0.00,252.62,0.11,0.00,3.99,0.00,1.03,0.00,-14.73
2025-07-02 10:25,-221.60,-490.91,-1207.15,0.00,3388.12,47.10,0.00,110.95,0.10,33.72,0.00,71.62,933.23,2300.67,3280.78,14.55,42.43,0.00,253.41,0.11,0.00,4.02,0.00,1.71,0.00,-14.73
2025-07-02 10:30,-196.13,-490.16,-1206.20,0.00,3376.01,56.00,0.00,109.61,0.10,33.45,0.00,71.33,926.17,2280.79,3337.93,14.70,42.43,0.00,252.54,0.13,0.00,3.97,0.00,1.69,0.00,-14.73
2025-07-02 10:35,-263.36,-491.12,-1203.55,0.00,3373.08,51.80,0.00,110.58,0.10,18.90,0.00,71.36,929.95,2297.88,3380.96,14.72,42.19,0.00,252.33,0.12,0.00,4.01,0.00,1.00,0.00,-14.99
2025-07-02 10:40,-240.55,-490.85,-1169.15,0.00,3369.31,50.10,0.00,110.26,0.10,19.00,0.00,71.28,928.45,2265.14,3423.99,14.73,41.16,0.00,252.04,0.12,0.00,4.00,0.00,1.01,0.00,-14.73
2025-07-02 10:45,-191.63,-488.33,-1265.40,0.00,3393.47,51.40,0.00,112.86,0.10,33.15,0.00,71.75,925.88,2221.98,3467.03,14.75,45.02,0.00,253.80,0.12,0.00,4.09,0.00,1.68,0.00,-15.53
2025-07-02 10:50,-243.20,-489.08,-1259.85,0.00,3422.43,50.50,0.00,113.53,0.10,18.70,1.48,22.00,945.01,2162.86,3510.06,14.77,45.53,0.00,255.93,0.12,0.00,4.11,0.00,0.99,0.00,-19.32
2025-07-02 10:55,-254.27,-247.53,-1253.65,0.00,3382.15,50.70,0.00,110.00,0.10,19.30,0.00,59.00,967.52,2066.26,3553.09,14.78,46.88,0.00,252.99,0.12,0.00,3.99,0.00,1.03,0.00,-18.50
2025-07-02 11:00,-270.63,-246.16,-1232.00,0.00,3389.91,49.60,0.00,112.43,0.10,33.40,0.00,32.33,962.42,2023.02,3596.13,14.80,46.66,0.00,253.54,0.11,0.00,4.07,0.00,1.69,0.00,-16.44
2025-07-02 11:05,-279.68,-246.82,-1195.75,0.00,3379.19,42.60,0.00,109.92,0.10,17.30,0.00,71.78,1004.90,1807.74,3624.66,14.94,46.14,0.00,252.76,0.10,0.00,3.98,0.00,0.92,0.00,-16.43
2025-07-02 11:10,-329.53,-245.79,-1198.70,0.00,3400.08,43.90,0.00,112.56,0.10,32.45,0.00,117.47,992.34,1777.99,3653.18,15.08,46.38,0.00,254.30,0.10,0.00,4.08,0.00,1.64,0.00,-16.00
2025-07-02 11:15,-321.53,-245.68,-1226.60,0.00,3392.50,46.10,0.00,112.74,0.10,33.17,0.43,111.04,995.48,1818.51,3681.71,15.22,47.13,0.00,253.72,0.11,0.00,4.09,0.00,1.68,0.00,-16.43
2025-07-02 11:20,-369.40,-244.46,-1283.75,0.00,3394.55,50.80,0.00,111.70,0.10,33.63,0.00,112.58,992.00,1809.20,3710.24,15.37,49.41,0.00,253.87,0.12,0.00,4.05,0.00,1.70,0.00,-16.44
2025-07-02 11:25,-361.85,-243.90,-1155.05,0.00,3396.31,48.60,0.00,112.91,0.10,18.40,0.00,112.44,997.63,1670.00,3738.77,15.51,45.36,0.00,254.01,0.11,0.00,4.09,0.00,0.98,0.00,-16.44
2025-07-02 11:30,-345.90,-245.50,-1209.15,0.00,3395.40,52.00,0.00,110.73,0.10,19.00,0.00,111.47,1002.36,1751.98,3767.30,15.65,46.84,0.00,253.94,0.12,0.00,4.01,0.00,1.01,0.00,-16.44
2025-07-02 11:35,-326.93,-244.15,-1187.40,0.00,3406.20,54.40,0.00,112.58,0.10,17.40,0.00,113.71,998.68,1679.54,3780.18,15.73,46.56,0.00,254.72,0.12,0.00,4.08,0.00,0.92,0.00,-18.42
2025-07-02 11:40,-368.72,-244.60,-1155.35,0.00,3383.03,52.40,0.00,109.89,0.10,31.19,0.00,111.46,1008.50,1646.42,3793.06,15.80,45.38,0.00,253.04,0.12,0.00,3.98,0.00,1.57,0.00,-16.44
2025-07-02 11:45,-375.95,-244.00,-995.75,0.00,3373.70,51.40,0.00,109.67,0.10,31.47,0.00,110.14,997.44,1664.28,3805.94,15.88,39.04,0.00,252.37,0.11,0.00,3.97,0.00,1.59,0.00,-18.42
2025-07-02 11:50,-365.28,-246.17,-940.85,0.00,3376.28,53.20,0.00,109.23,0.10,18.90,0.00,110.81,1002.84,1602.53,3818.82,15.95,37.18,0.00,252.55,0.12,0.00,3.96,0.00,1.00,0.00,-16.44
2025-07-02 11:55,-342.26,-245.13,-1005.95,0.00,3372.08,52.70,0.00,110.47,0.10,18.90,0.00,110.14,1006.63,1700.47,3831.70,16.02,39.13,0.00,252.25,0.12,0.00,4.00,0.00,1.00,0.00,-19.36
2025-07-02 12:00,-348.52,-246.63,-985.55,0.00,3369.17,53.20,0.00,109.62,0.10,32.97,0.00,74.91,1024.38,1593.31,3844.58,16.10,39.06,0.00,252.04,0.12,0.00,3.97,0.00,1.67,0.00,-19.50
2025-07-02 12:05,-339.35,-246.71,-946.20,0.00,3380.24,53.00,0.00,111.57,0.10,32.81,0.00,43.54,1032.95,1529.11,3833.24,16.20,38.06,0.00,252.84,0.12,0.00,4.04,0.00,1.66,0.00,-19.38
2025-07-02 12:10,-324.99,-246.52,-959.60,0.00,3375.28,52.70,0.00,110.31,0.10,32.89,0.00,12.90,1050.05,1571.97,3821.91,16.30,38.40,0.00,252.48,0.12,0.00,4.00,0.00,1.66,0.00,-19.36
2025-07-02 12:15,-323.15,-245.91,-972.75,0.00,3386.43,51.50,0.00,110.43,0.10,18.80,0.00,17.62,1050.89,1574.68,3810.58,16.40,38.93,0.00,253.29,0.12,0.00,4.00,0.00,1.00,0.00,-18.50
2025-07-02 12:20,-335.24,-246.80,-1016.50,0.00,3383.58,49.90,0.00,111.81,0.10,17.00,0.00,71.47,1062.90,1602.57,3799.25,16.50,40.09,0.00,253.17,0.11,0.00,4.05,0.00,0.90,0.00,-18.50
2025-07-02 12:25,-362.28,-244.80,-991.95,0.00,3388.18,50.90,0.00,111.05,0.10,16.90,0.00,72.60,1051.21,1600.94,3787.92,16.60,39.23,0.00,253.52,0.12,0.00,4.02,0.00,0.90,0.00,-19.36
2025-07-02 12:30,-343.56,-246.69,-991.00,0.00,3375.84,50.00,0.00,109.15,0.10,17.00,0.00,33.61,1051.26,1585.77,3776.59,16.70,39.45,0.00,252.61,0.12,0.00,3.96,0.00,0.90,0.00,-21.50
2025-07-02 12:35,-295.67,-245.87,-959.40,0.00,3380.72,50.50,0.00,110.39,0.10,17.00,0.00,4.24,1054.32,1486.29,3751.54,16.88,38.97,0.00,252.96,0.12,0.00,4.00,0.00,0.90,0.00,-21.50
2025-07-02 12:40,-290.08,-245.72,-948.55,0.00,3371.04,47.90,0.00,110.22,0.10,16.90,0.00,4.40,1063.24,1440.55,3726.49,17.05,38.73,0.00,252.26,0.11,0.00,3.99,0.00,0.90,0.00,-19.32
2025-07-02 12:45,-285.26,-452.68,-942.55,0.00,3366.22,45.70,0.00,109.55,0.10,32.56,0.00,64.76,1050.51,1581.90,3701.43,17.23,36.22,0.00,251.91,0.11,0.00,3.97,0.00,1.65,0.00,-19.32
2025-07-02 12:50,-183.58,-489.76,-956.00,0.00,3376.30,46.80,0.00,110.01,0.10,18.50,0.00,66.50,1057.09,1590.52,3676.38,17.40,36.47,0.00,252.67,0.11,0.00,3.99,0.00,0.98,0.00,-19.38
2025-07-02 12:55,-71.93,-488.49,-1034.45,0.00,3394.15,49.40,0.00,112.79,0.10,21.70,0.00,20.55,1057.09,1593.99,3651.33,17.57,39.80,0.00,253.96,0.11,0.00,4.09,0.00,1.15,0.00,-19.34
2025-07-02 13:00,-63.64,-489.67,-975.35,0.00,3363.78,49.60,0.00,109.72,0.10,37.92,0.00,53.10,1046.28,1516.30,3626.28,17.75,37.71,0.00,251.75,0.11,0.00,3.98,0.00,1.93,0.00,-19.50
2025-07-02 13:05,-75.30,-489.20,-966.95,0.00,3387.33,50.90,0.00,110.36,0.10,37.86,0.62,14.37,1047.92,1495.09,3585.58,17.82,37.82,0.00,253.45,0.12,0.00,4.00,0.00,1.93,0.00,-22.00
2025-07-02 13:10,-31.51,-486.78,-973.05,0.00,3398.30,52.10,0.00,113.37,0.10,37.86,4.43,4.62,1050.03,1453.16,3544.89,17.90,38.38,0.00,254.24,0.12,0.00,4.11,0.00,1.93,0.00,-19.50
2025-07-02 13:15,-4.01,-487.88,-987.55,0.00,3402.89,53.30,0.00,113.18,0.10,34.26,4.01,4.70,1055.40,1502.51,3504.19,17.98,38.64,0.00,254.58,0.12,0.00,4.10,0.00,1.74,0.00,-19.36
2025-07-02 13:20,-4.50,-488.87,-982.35,0.00,3387.60,51.60,0.00,111.49,0.10,34.16,0.60,36.07,1076.33,1511.65,3463.49,18.05,38.03,0.00,253.48,0.12,0.00,4.04,0.00,1.73,0.00,-18.50
2025-07-02 13:25,-2.25,-487.33,-990.95,0.00,3397.66,49.30,0.00,112.66,0.10,37.96,4.42,71.81,1065.36,1489.63,3422.79,18.13,38.40,0.00,254.20,0.11,0.00,4.08,0.00,1.93,0.00,-18.42
2025-07-02 13:30,-2.97,-487.25,-1014.85,0.00,3389.82,44.30,0.00,111.00,0.10,37.97,0.77,71.82,1075.45,1604.32,3382.10,18.20,38.62,0.00,253.63,0.11,0.00,4.02,0.00,1.93,0.00,-16.44
2025-07-02 13:35,-4.39,-487.53,-1023.70,0.00,3390.47,46.90,0.00,110.84,0.10,37.81,0.24,71.69,1084.93,1586.19,3329.48,18.28,39.00,0.00,253.69,0.11,0.00,4.02,0.00,1.92,0.00,-18.42
2025-07-02 13:40,-1.70,-486.65,-975.20,0.00,3390.67,48.70,0.00,112.50,0.10,38.23,2.08,71.94,1098.46,1562.18,3276.87,18.37,37.19,0.00,253.68,0.11,0.00,4.08,0.00,1.94,0.00,-19.34
2025-07-02 13:45,-2.70,-487.08,-990.80,0.00,3382.89,48.60,0.00,110.81,0.10,23.70,1.09,58.39,1109.78,1628.81,3224.26,18.45,37.38,0.00,253.12,0.11,0.00,4.02,0.00,1.26,0.00,-21.50
2025-07-02 13:50,-2.69,-487.27,-1000.55,0.00,3384.41,52.00,0.00,110.68,0.10,37.70,1.22,16.15,1091.46,1544.11,3171.64,18.53,38.57,0.00,253.23,0.12,0.00,4.01,0.00,1.92,0.00,-21.50
2025-07-02 13:55,-3.11,-485.74,-982.05,0.00,3415.07,50.00,0.00,113.09,0.10,38.13,4.91,4.70,1091.66,1520.67,3119.03,18.62,38.20,0.00,255.47,0.11,0.00,4.10,0.00,1.94,0.00,-19.50
2025-07-02 14:00,-2.19,-485.84,-974.55,0.00,3378.22,50.60,0.00,110.38,0.10,23.60,1.08,4.33,1109.76,1610.30,3066.42,18.70,37.13,0.00,252.78,0.12,0.00,4.00,0.00,1.25,0.00,-19.34
2025-07-02 14:05,-5.20,-487.22,-999.30,0.00,3382.56,48.00,0.00,110.99,0.10,23.60,0.24,52.58,1116.08,1636.17,2998.86,18.75,37.66,0.00,253.09,0.11,0.00,4.02,0.00,1.25,0.00,-19.36
2025-07-02 14:10,-10.14,-488.68,-966.85,0.00,3381.90,48.90,0.00,110.68,0.10,23.60,0.94,27.14,1111.67,1637.25,2931.30,18.80,36.57,0.00,253.05,0.11,0.00,4.01,0.00,1.25,0.00,-18.50
2025-07-02 14:15,-6.96,-486.92,-988.00,0.00,3382.72,48.00,0.00,112.43,0.10,22.60,0.52,72.03,1113.37,1686.13,2863.74,18.85,36.87,0.00,253.11,0.11,0.00,4.07,0.00,1.20,0.00,-16.43
2025-07-02 14:20,-1.70,-486.39,-1022.90,0.00,3383.40,46.90,0.00,111.28,0.10,22.60,3.68,71.99,1106.30,1828.51,2796.18,18.90,37.44,0.00,253.16,0.11,0.00,4.03,0.00,1.20,0.00,-16.00
2025-07-02 14:25,-2.95,-486.35,-1016.40,0.00,3383.86,47.60,0.00,107.40,0.10,22.60,0.49,71.75,1109.54,1884.39,2728.62,18.95,36.91,0.00,253.20,0.11,0.00,4.07,0.00,1.20,0.00,-15.50
2025-07-02 14:30,-8.33,-485.99,-1026.90,0.00,3381.75,51.80,0.00,105.91,0.10,22.70,0.69,71.83,1129.63,1941.62,2661.07,19.00,36.86,0.00,253.04,0.12,0.00,3.99,0.00,1.21,0.00,-15.50
2025-07-02 14:35,-4.13,-486.23,-1033.55,0.00,3388.32,51.50,0.00,111.77,0.10,36.67,0.04,71.67,1131.73,2023.50,2584.71,18.98,36.73,0.00,253.52,0.12,0.00,4.05,0.00,1.86,0.00,-16.43
2025-07-02 14:40,-1.30,-485.69,-1022.20,0.00,3414.19,51.90,0.00,166.72,0.10,36.71,0.27,76.79,1136.44,1964.96,2508.36,18.97,36.71,0.00,255.49,0.12,0.00,5.96,0.00,1.87,0.00,-16.43
2025-07-02 14:45,-1.26,-485.22,-1027.65,0.00,3479.46,50.60,0.00,174.67,0.10,22.70,8.28,77.95,1138.01,1988.57,2432.01,18.95,37.07,0.00,260.36,0.11,0.00,6.24,0.00,1.21,0.00,-16.44
2025-07-02 14:50,-0.56,-487.79,-1094.40,0.00,3494.46,50.70,0.00,181.87,0.10,36.73,1.92,78.07,1150.33,2029.29,2355.66,18.93,39.32,0.00,261.46,0.11,0.00,6.48,0.00,1.87,0.00,-16.36
2025-07-02 14:55,-1.68,-485.53,-1068.25,0.00,3497.08,52.20,0.00,199.74,0.10,36.63,0.98,77.07,1138.56,2006.45,2279.31,18.92,38.58,0.00,261.61,0.12,0.00,7.13,0.00,1.86,0.00,-16.36
2025-07-02 15:00,-2.27,-486.69,-1029.40,0.00,3501.22,53.30,0.00,240.56,0.10,36.73,0.78,86.69,1135.01,2044.03,2202.96,18.90,36.96,0.00,261.91,0.12,0.00,8.49,0.00,1.87,0.00,-15.16
2025-07-02 15:05,0.00,-486.01,-1093.35,0.00,3555.78,53.30,0.00,248.33,0.10,36.73,1.94,87.79,1127.88,2180.96,2118.15,18.88,38.89,0.00,265.99,0.12,0.00,8.75,0.00,1.87,0.00,-16.00
2025-07-02 15:10,-0.76,-483.63,-1155.75,0.00,3612.12,54.20,0.00,306.07,0.10,36.63,10.35,97.89,1123.93,2129.10,2033.34,18.87,41.64,0.00,270.22,0.12,0.00,10.84,0.00,1.86,0.00,-15.01
2025-07-02 15:15,-1.92,-484.65,-1117.45,0.00,3628.52,54.30,0.00,355.01,0.10,36.63,1.59,97.62,1138.55,2226.23,1948.53,18.85,39.84,0.00,271.52,0.12,0.00,12.61,0.00,1.86,0.00,-14.99
2025-07-02 15:20,-1.98,-484.81,-1113.90,0.00,3649.81,54.60,0.00,406.78,0.10,36.55,0.63,96.94,1128.12,2249.48,1863.71,18.83,39.75,0.00,273.09,0.12,0.00,14.33,0.00,1.86,0.00,-16.44
2025-07-02 15:25,-5.68,-243.60,-1140.20,0.00,3684.44,55.20,0.00,477.65,0.10,36.85,0.80,96.43,1147.56,1956.35,1778.90,18.82,43.58,0.00,275.58,0.12,0.00,16.70,0.00,1.87,0.00,-16.00
