date,Battery (Charging) -  MW,Pumps -  MW,Exports -  MW,Imports -  MW,Coal (Black) -  MW,Bioenergy (Biomass) -  MW,Distillate -  MW,Gas (CCGT) -  MW,Gas (OCGT) -  MW,Battery (Discharging) -  MW,Hydro -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2025-06-25 08:00,-1.20,0.00,0.00,857.72,6314.98,-5.95,0.00,0.00,41.92,80.87,223.45,2325.89,496.92,348.42,13.20,0.00,46.18,476.05,0.05,0.00,0.00,2.10,0.00,76.58
2025-06-25 08:05,-4.85,0.00,0.00,908.74,6212.51,-5.79,0.00,0.00,41.41,15.80,120.27,2308.59,582.82,422.06,13.23,0.00,48.24,468.56,0.05,0.00,0.00,2.08,0.00,61.75
2025-06-25 08:10,-5.19,0.00,0.00,938.42,6080.58,-5.72,0.00,0.00,41.54,13.03,111.33,2319.33,669.91,495.69,13.27,0.00,49.25,458.43,0.05,0.00,0.00,2.08,0.00,57.26
2025-06-25 08:15,-5.27,0.00,0.00,863.97,5941.51,-5.72,0.00,0.00,41.22,54.41,167.78,2293.14,746.65,569.33,13.30,0.00,44.68,447.71,0.05,0.00,0.00,2.07,0.00,54.31
2025-06-25 08:20,-9.07,0.00,0.00,860.00,5776.54,-5.71,0.00,0.00,41.32,36.73,138.14,2299.78,853.30,642.97,13.33,0.00,43.80,435.11,0.05,0.00,0.00,2.07,0.00,-15.00
2025-06-25 08:25,-1.32,0.00,0.00,871.22,5571.02,-5.57,0.00,0.00,40.53,2.23,112.80,2312.94,934.82,716.60,13.37,0.00,44.51,419.45,0.05,0.00,0.00,2.03,0.00,0.00
2025-06-25 08:30,-2.56,0.00,0.00,932.13,5339.64,-5.37,0.00,0.00,38.42,0.09,113.24,2296.25,993.90,790.24,13.40,0.00,47.20,401.91,0.05,0.00,0.00,1.93,0.00,14.15
2025-06-25 08:35,-42.38,0.00,0.00,954.60,5163.45,-5.54,0.00,0.00,37.84,2.02,114.57,2280.27,1054.06,873.91,13.52,0.00,48.15,388.75,0.05,0.00,0.00,1.90,0.00,54.30
2025-06-25 08:40,-9.17,0.00,-132.36,922.45,5059.73,-1.88,0.00,0.00,37.77,0.00,67.03,2236.49,1121.45,957.58,13.63,5.94,41.16,381.13,0.05,0.00,0.00,1.90,0.00,28.32
2025-06-25 08:45,-4.61,-110.40,-97.21,907.75,4922.33,1.21,0.00,0.00,37.80,11.78,32.80,2217.91,1205.23,1041.26,13.75,4.24,38.43,371.00,0.05,0.00,0.00,1.90,0.00,20.06
2025-06-25 08:50,-2.04,-201.60,-50.37,878.45,4754.97,3.37,0.00,0.00,37.79,0.00,32.63,2224.66,1325.76,1124.93,13.87,2.11,37.54,358.70,0.05,0.00,0.00,1.90,0.00,20.07
2025-06-25 08:55,-21.79,-197.70,-81.58,896.00,4611.97,5.60,0.00,0.00,37.73,0.00,33.08,2225.06,1417.63,1208.60,13.98,3.34,38.35,348.16,0.05,0.00,0.00,1.89,0.00,10.91
2025-06-25 09:00,-8.60,-199.30,-54.69,881.85,4457.21,6.38,0.00,0.00,37.81,0.00,32.72,2215.98,1440.17,1292.27,14.10,2.20,37.81,336.75,0.06,0.00,0.00,1.90,0.00,8.89
2025-06-25 09:05,-8.31,-199.00,-68.65,920.05,4326.86,7.87,0.00,0.00,37.80,0.04,32.63,2203.54,1415.54,1373.26,14.15,2.74,38.95,327.08,0.06,0.00,0.00,1.90,0.00,11.04
2025-06-25 09:10,-29.17,-293.80,0.00,1035.92,4222.41,6.46,0.00,0.00,37.66,6.23,33.40,2185.13,1532.55,1454.24,14.20,0.00,44.90,318.89,0.06,0.00,0.00,1.89,0.00,36.50
2025-06-25 09:15,-47.49,-389.43,0.00,1119.59,4105.64,6.59,0.00,0.00,41.25,0.00,32.43,2190.25,1543.63,1535.22,14.25,0.00,47.63,309.83,0.06,0.00,0.00,2.07,0.00,22.14
2025-06-25 09:20,-24.79,-470.93,0.00,1130.05,3994.06,6.79,0.00,0.00,41.98,2.43,33.53,2199.06,1545.51,1616.21,14.30,0.00,48.39,301.06,0.06,0.00,0.00,2.11,0.00,36.50
2025-06-25 09:25,-31.16,-470.93,0.00,1142.64,3914.50,7.02,0.00,0.00,41.70,1.41,32.73,2205.26,1602.85,1697.19,14.35,0.00,48.40,294.68,0.06,0.00,0.00,2.09,0.00,36.79
2025-06-25 09:30,-48.03,-472.64,0.00,1026.82,3910.47,6.77,0.00,0.00,42.11,0.00,32.40,2199.65,1532.24,1778.18,14.40,0.00,43.15,294.26,0.06,0.00,0.00,2.11,0.00,9.58
2025-06-25 09:35,-31.45,-568.33,0.00,1020.99,3817.23,6.75,0.00,0.00,42.29,33.66,33.00,2208.05,1576.45,1852.83,14.45,0.00,42.30,286.98,0.06,0.00,0.00,2.12,0.00,21.82
2025-06-25 09:40,-29.35,-658.53,0.00,1125.05,3733.49,7.43,0.00,0.00,42.39,13.37,33.39,2218.05,1606.98,1927.47,14.50,0.00,47.94,280.54,0.06,0.00,0.00,2.13,0.00,41.49
2025-06-25 09:45,-30.52,-662.44,0.00,1109.36,3716.15,7.61,0.00,0.00,42.08,2.59,33.27,2203.60,1523.19,2002.12,14.55,0.00,48.31,279.18,0.06,0.00,0.00,2.11,0.00,37.26
2025-06-25 09:50,-38.42,-663.64,0.00,1072.05,3662.54,7.62,0.00,0.00,38.80,0.00,32.77,2197.86,1614.57,2076.77,14.60,0.00,45.60,275.20,0.06,0.00,0.00,1.95,0.00,122.01
2025-06-25 09:55,-2.13,-659.03,-4.89,899.15,3796.84,7.35,0.00,0.00,38.70,2.57,33.25,2208.73,1667.92,2151.42,14.65,0.17,37.51,285.15,0.06,0.00,0.00,1.94,0.00,36.50
2025-06-25 10:00,-4.40,-660.04,-5.29,928.80,3729.51,6.90,0.00,0.00,38.67,3.57,33.07,2216.86,1626.74,2226.07,14.70,0.18,39.22,280.29,0.06,0.00,0.00,1.94,0.00,36.50
2025-06-25 10:05,-1.18,-659.03,-36.07,1006.35,3782.58,7.81,0.00,0.00,38.76,93.06,33.86,2226.01,1524.96,2280.89,14.75,1.23,42.82,284.25,0.07,0.00,0.00,1.95,0.00,40.49
2025-06-25 10:10,-5.17,-661.53,-39.49,944.90,3754.75,7.64,0.00,0.00,38.90,7.13,33.43,2203.21,1551.11,2335.71,14.80,1.36,39.88,282.10,0.06,0.00,0.00,1.95,0.00,9.36
2025-06-25 10:15,-33.72,-660.13,-33.52,923.50,3704.24,6.64,0.00,0.00,38.78,0.01,32.89,2205.79,1593.65,2390.53,14.85,1.14,38.84,278.36,0.06,0.00,0.00,1.95,0.00,-8.92
2025-06-25 10:20,-98.30,-660.64,0.00,929.59,3690.81,7.39,0.00,0.00,38.81,0.82,33.31,2203.28,1539.25,2445.35,14.90,0.00,40.53,277.35,0.06,0.00,0.00,1.95,0.00,-18.00
2025-06-25 10:25,-78.16,-660.84,0.00,978.94,3670.23,7.11,0.00,0.00,38.67,1.26,33.42,2202.29,1516.21,2500.17,14.95,0.00,42.91,275.77,0.06,0.00,0.00,1.94,0.00,34.00
2025-06-25 10:30,-165.24,-662.55,0.00,913.03,3608.58,7.60,0.00,0.00,38.65,0.00,33.15,2215.59,1558.35,2554.99,15.00,0.00,39.73,271.20,0.06,0.00,0.00,1.94,0.00,-8.92
2025-06-25 10:35,-75.26,-662.55,-7.32,874.10,3563.51,7.66,0.00,0.00,38.73,0.00,33.10,2203.22,1592.75,2602.16,15.13,0.24,38.41,267.84,0.06,0.00,0.00,1.94,0.00,16.00
2025-06-25 10:40,-179.81,-661.14,0.00,876.59,3564.49,7.85,0.00,0.00,38.84,2.67,33.19,2238.10,1566.33,2649.33,15.27,0.00,39.33,267.93,0.06,0.00,0.00,1.95,0.00,15.43
2025-06-25 10:45,-117.80,-662.55,-66.59,953.15,3478.43,7.45,0.00,0.00,38.57,0.00,32.99,2267.59,1552.55,2696.50,15.40,2.18,41.26,261.54,0.06,0.00,0.00,1.94,0.00,38.46
2025-06-25 10:50,-98.19,-662.25,-111.60,917.90,3409.80,7.31,0.00,0.00,37.76,0.23,33.41,2273.36,1635.91,2743.67,15.53,3.57,40.35,256.46,0.06,0.00,0.00,1.89,0.00,-14.99
2025-06-25 10:55,-58.18,-660.34,-120.49,840.45,3362.39,7.17,0.00,0.00,37.56,0.12,31.30,2288.90,1693.32,2790.84,15.67,3.79,37.51,252.93,0.06,0.00,0.00,1.88,0.00,-20.51
2025-06-25 11:00,-168.94,-658.04,-98.32,915.60,3321.05,7.90,0.00,0.00,37.18,4.04,32.00,2307.49,1652.55,2838.00,15.80,3.08,40.80,249.88,0.07,0.00,0.00,1.87,0.00,0.00
2025-06-25 11:05,-135.90,-660.34,-115.56,893.15,3299.76,7.45,0.00,0.00,37.23,2.49,31.70,2234.31,1703.36,2880.61,15.85,3.62,40.04,248.24,0.06,0.00,0.00,1.87,0.00,56.98
2025-06-25 11:10,-279.95,-656.94,0.00,891.26,3329.53,7.30,0.00,0.00,37.21,7.49,32.10,2314.34,1695.80,2923.22,15.90,0.00,39.73,250.45,0.06,0.00,0.00,1.87,0.00,26.38
2025-06-25 11:15,-67.49,-660.15,-53.40,870.75,3234.51,7.64,0.00,0.00,36.40,0.00,30.70,2314.37,1735.96,2965.83,15.95,1.63,37.73,243.37,0.06,0.00,0.00,1.83,0.00,37.92
2025-06-25 11:20,-66.82,-665.15,-47.52,841.25,3128.91,8.38,0.00,0.00,36.24,0.00,30.40,2307.34,1744.03,3008.44,16.00,1.42,36.85,235.52,0.07,0.00,0.00,1.82,0.00,37.35
2025-06-25 11:25,-67.76,-661.55,-125.84,870.65,3081.45,7.24,0.00,0.00,37.17,0.00,30.40,2299.93,1756.79,3051.05,16.05,3.73,38.00,232.07,0.06,0.00,0.00,1.87,0.00,14.15
2025-06-25 11:30,-149.14,-659.24,-67.10,850.20,3072.93,7.39,0.00,0.00,36.98,0.00,30.70,2293.55,1737.56,3093.66,16.10,1.99,37.36,231.42,0.06,0.00,0.00,1.86,0.00,14.15
2025-06-25 11:35,-300.91,-660.14,-43.51,924.65,3060.06,6.07,0.00,0.00,37.62,3.94,31.70,2217.36,1781.71,3105.97,16.18,1.29,40.87,230.47,0.06,0.00,0.00,1.89,0.00,14.15
2025-06-25 11:40,-249.42,-662.15,0.00,876.10,2995.51,7.27,0.00,0.00,37.31,0.00,30.40,2265.06,1767.52,3118.29,16.27,0.00,38.38,225.66,0.06,0.00,0.00,1.87,0.00,14.15
2025-06-25 11:45,-373.23,-660.14,0.00,1080.01,2996.17,5.93,0.00,0.00,37.13,0.00,31.20,2288.81,1678.48,3130.61,16.35,0.00,47.04,225.55,0.06,0.00,0.00,1.86,0.00,14.15
2025-06-25 11:50,-267.62,-660.14,0.00,973.38,2982.67,6.56,0.00,0.00,37.05,0.00,31.50,2291.64,1596.37,3142.92,16.43,0.00,43.14,224.50,0.06,0.00,0.00,1.86,0.00,14.15
2025-06-25 11:55,-292.70,-660.95,0.00,916.70,2962.94,6.20,0.00,0.00,38.20,0.00,31.00,2267.02,1811.37,3155.24,16.52,0.00,40.28,223.03,0.06,0.00,0.00,1.92,0.00,-17.00
2025-06-25 12:00,-199.43,-661.45,0.00,922.76,2943.56,6.91,0.00,0.00,37.56,0.00,30.70,2262.54,1806.56,3167.55,16.60,0.00,40.80,221.58,0.06,0.00,0.00,1.88,0.00,14.15
2025-06-25 12:05,-301.72,-660.34,0.00,876.60,2980.37,5.61,0.00,0.00,37.89,0.08,31.60,2289.24,1869.07,3161.26,16.65,0.00,39.04,224.34,0.06,0.00,0.00,1.90,0.00,-18.00
2025-06-25 12:10,-233.12,-660.44,0.00,965.49,2969.80,5.66,0.00,0.00,37.64,0.00,31.60,2291.77,1673.87,3154.98,16.70,0.00,42.44,223.57,0.06,0.00,0.00,1.89,0.00,14.15
2025-06-25 12:15,-234.43,-661.45,0.00,896.90,2924.73,5.23,0.00,0.00,37.86,0.00,31.00,2288.95,1788.57,3148.69,16.75,0.00,39.59,220.25,0.06,0.00,0.00,1.90,0.00,14.15
2025-06-25 12:20,-201.41,-658.55,0.00,862.47,2944.31,4.74,0.00,0.00,38.13,0.00,31.10,2264.07,1832.13,3142.40,16.80,0.00,38.37,221.70,0.06,0.00,0.00,1.91,0.00,14.15
2025-06-25 12:25,-168.16,-661.35,0.00,834.80,2953.57,5.52,0.00,0.00,38.05,0.00,30.80,2263.69,1831.09,3136.11,16.85,0.00,37.24,222.35,0.06,0.00,0.00,1.91,0.00,14.15
2025-06-25 12:30,-199.90,-659.94,0.00,874.36,2981.13,5.18,0.00,0.00,38.19,0.15,31.50,2252.73,1779.36,3129.82,16.90,0.00,38.85,224.41,0.06,0.00,0.00,1.92,0.00,14.15
2025-06-25 12:35,-173.19,-662.65,0.00,880.36,2923.88,5.47,0.00,0.00,38.80,0.00,31.20,2249.75,1802.46,3097.35,16.87,0.00,38.95,220.10,0.06,0.00,0.00,1.95,0.00,14.15
2025-06-25 12:40,-252.38,-660.45,0.00,947.58,2972.24,5.50,0.00,0.00,38.50,0.51,31.90,2258.71,1679.10,3064.88,16.83,0.00,42.51,223.73,0.06,0.00,0.00,1.93,0.00,14.15
2025-06-25 12:45,-172.20,-661.15,0.00,935.05,2960.50,6.11,0.00,0.00,38.88,0.00,31.40,2249.73,1685.54,3032.41,16.80,0.00,41.84,222.85,0.06,0.00,0.00,1.95,0.00,50.34
2025-06-25 12:50,-200.60,-657.95,0.00,927.58,3055.79,7.17,0.00,0.00,39.13,0.04,31.10,2263.79,1605.02,2999.93,16.77,0.00,41.81,229.98,0.06,0.00,0.00,1.96,0.00,35.88
2025-06-25 12:55,-98.90,-658.84,0.00,910.05,3007.94,8.20,0.00,0.00,39.59,0.00,30.60,2292.16,1613.15,2967.46,16.73,0.00,40.99,226.40,0.06,0.00,0.00,1.99,0.00,35.88
2025-06-25 13:00,-92.71,-660.94,0.00,964.18,3011.53,7.01,0.00,0.00,39.34,0.00,30.90,2279.71,1514.49,2934.99,16.70,0.00,43.19,226.69,0.06,0.00,0.00,1.97,0.00,38.63
2025-06-25 13:05,-83.40,-658.94,0.00,975.83,3062.60,8.01,0.00,0.00,39.62,0.11,30.60,2245.67,1437.69,2913.44,16.73,0.00,44.55,230.44,0.06,0.00,0.00,1.99,0.00,35.88
2025-06-25 13:10,-76.03,-659.04,0.00,1030.70,3036.85,8.76,0.00,0.00,39.57,0.00,30.60,2251.69,1367.49,2891.89,16.77,0.00,47.22,228.53,0.06,0.00,0.00,1.99,0.00,37.00
2025-06-25 13:15,-52.64,-662.35,0.00,1035.73,3062.26,8.93,0.00,0.00,39.79,0.00,30.60,2217.72,1380.25,2870.34,16.80,0.00,46.70,230.44,0.06,0.00,0.00,2.00,0.00,35.88
2025-06-25 13:20,-39.37,-661.85,0.00,1095.51,3002.30,9.38,0.00,0.00,39.70,0.00,30.30,2209.41,1319.12,2848.80,16.83,0.00,48.88,225.98,0.06,0.00,0.00,1.99,0.00,23.02
2025-06-25 13:25,-69.06,-661.75,0.00,1082.83,2955.81,8.46,0.00,0.00,40.97,0.00,30.50,2209.08,1404.65,2827.25,16.87,0.00,49.05,222.55,0.06,0.00,0.00,2.06,0.00,30.52
2025-06-25 13:30,-29.09,-657.94,0.00,957.83,2984.60,8.82,0.00,0.00,40.30,2.95,31.40,2222.94,1531.32,2805.70,16.90,0.00,44.26,224.71,0.06,0.00,0.00,2.02,0.00,30.55
2025-06-25 13:35,-26.98,-657.94,0.00,955.72,2970.76,9.63,0.00,0.00,40.76,2.55,31.30,2214.79,1563.21,2747.97,16.73,0.00,43.66,223.66,0.06,0.00,0.00,2.05,0.00,35.88
2025-06-25 13:40,-101.39,-656.64,0.00,1013.25,3078.89,8.98,0.00,0.00,40.30,6.09,108.15,2148.07,1458.96,2690.24,16.57,0.00,46.12,231.68,0.06,0.00,0.00,2.02,0.00,96.59
2025-06-25 13:45,-219.97,-658.54,0.00,1022.36,3271.59,8.58,0.00,0.00,40.81,4.95,104.44,2184.63,1319.07,2632.51,16.40,0.00,46.87,246.09,0.06,0.00,0.00,2.05,0.00,76.58
2025-06-25 13:50,-42.27,-659.94,0.00,913.59,3308.16,9.61,0.00,0.00,40.24,0.00,101.46,2186.59,1386.61,2574.78,16.23,0.00,40.88,248.92,0.06,0.00,0.00,2.02,0.00,36.50
2025-06-25 13:55,-27.33,-656.74,0.00,900.91,3410.53,8.42,0.00,0.00,40.42,0.07,103.55,2195.13,1411.82,2517.05,16.07,0.00,41.06,256.46,0.06,0.00,0.00,2.03,0.00,50.04
2025-06-25 14:00,-33.86,-661.05,0.00,829.94,3430.28,8.28,0.00,0.00,40.21,0.00,101.43,2195.67,1426.18,2459.31,15.90,0.00,37.99,257.86,0.06,0.00,0.00,2.02,0.00,36.29
2025-06-25 14:05,-30.98,-659.55,0.00,866.32,3396.84,10.13,0.00,0.00,40.60,0.00,101.19,2210.44,1375.55,2408.62,15.95,0.00,39.13,255.32,0.06,0.00,0.00,2.04,0.00,38.26
2025-06-25 14:10,-26.28,-654.53,0.00,929.22,3518.13,8.92,0.00,0.00,40.10,11.60,104.76,2246.78,1080.62,2357.92,16.00,0.00,42.64,264.32,0.06,0.00,0.00,2.01,0.00,36.50
2025-06-25 14:15,-30.17,-658.05,0.00,985.36,3525.94,9.14,0.00,0.00,39.82,0.00,101.79,2243.82,1046.75,2307.22,16.05,0.00,43.80,264.86,0.06,0.00,0.00,2.00,0.00,36.50
2025-06-25 14:20,-28.50,-660.14,0.00,898.53,3603.82,8.53,0.00,0.00,39.91,0.00,102.66,2263.33,1207.30,2256.52,16.10,0.00,40.20,270.69,0.06,0.00,0.00,2.00,0.00,35.88
2025-06-25 14:25,-26.24,-657.54,0.00,985.92,3536.44,7.82,0.00,0.00,40.09,0.07,102.60,2333.54,1215.69,2205.82,16.15,0.00,43.59,265.67,0.06,0.00,0.00,2.01,0.00,36.50
2025-06-25 14:30,-26.90,-657.14,0.00,1005.15,3643.10,7.62,0.00,0.00,40.05,0.26,102.48,2344.75,1105.30,2155.12,16.20,0.00,44.30,273.62,0.06,0.00,0.00,2.01,0.00,36.50
2025-06-25 14:35,-35.40,-658.85,0.00,927.81,3655.21,7.79,0.00,0.00,40.55,0.00,102.42,2331.44,1335.37,2067.41,16.18,0.00,40.55,274.53,0.06,0.00,0.00,2.03,0.00,36.50
2025-06-25 14:40,-66.86,-657.13,0.00,893.44,3770.60,7.79,0.00,6.00,40.56,2.53,103.63,2337.87,1336.27,1979.71,16.17,0.00,39.47,282.99,0.06,0.00,0.19,2.04,0.00,35.88
2025-06-25 14:45,-258.64,-655.64,0.00,981.85,3816.06,8.83,0.00,6.00,40.69,1.63,104.13,2286.73,1469.02,1892.00,16.15,0.00,42.99,286.31,0.06,0.00,0.19,2.04,0.00,29.04
2025-06-25 14:50,-85.03,-656.44,0.00,1081.32,3722.33,9.23,0.00,6.00,41.48,3.94,103.77,2223.95,1412.15,1804.29,16.13,0.00,46.72,279.25,0.06,0.00,0.19,2.08,0.00,71.45
2025-06-25 14:55,-32.06,-659.94,0.00,1042.46,3787.96,9.46,0.00,15.00,41.66,0.00,101.49,2213.61,1443.64,1716.58,16.12,0.00,44.33,284.13,0.06,0.00,0.46,2.09,0.00,76.58
2025-06-25 15:00,-26.10,-654.63,0.00,1042.76,3982.34,9.18,0.00,16.00,41.91,7.15,104.86,2204.83,1249.71,1628.88,16.10,0.00,44.83,298.75,0.06,0.00,0.50,2.10,0.00,81.28
2025-06-25 15:05,-76.45,-654.34,0.00,1059.91,4120.38,9.87,0.00,16.00,41.11,3.86,103.26,2232.13,1244.59,1549.17,16.03,0.00,44.63,309.38,0.07,0.00,0.50,2.06,0.00,118.19
2025-06-25 15:10,-96.28,-656.04,0.00,954.13,4341.55,10.10,0.00,16.00,41.11,0.26,133.91,2289.55,1240.66,1469.47,15.97,0.00,40.56,326.23,0.07,0.00,0.50,2.06,0.00,97.27
2025-06-25 15:15,-36.42,-656.54,0.00,901.87,4562.90,9.31,0.00,16.00,41.82,0.00,130.21,2290.26,1115.79,1389.77,15.90,0.00,37.58,342.99,0.06,0.00,0.50,2.10,0.00,50.34
2025-06-25 15:20,-161.67,-658.05,0.00,960.77,4666.14,9.81,0.00,17.00,41.99,0.00,100.83,2300.39,1166.59,1310.07,15.83,0.00,39.03,350.22,0.07,0.00,0.53,2.11,0.00,36.50
2025-06-25 15:25,-302.24,-654.44,0.00,1004.79,4903.72,7.76,0.00,17.00,41.62,2.96,103.95,2309.30,1185.10,1230.37,15.77,0.00,43.51,368.10,0.07,0.00,0.53,2.09,0.00,35.88
2025-06-25 15:30,-202.94,-654.64,0.00,1024.76,4994.76,8.13,0.00,17.00,41.83,0.02,103.63,2319.54,1042.24,1150.66,15.70,0.00,43.88,375.25,0.07,0.00,0.53,2.10,0.00,35.88
2025-06-25 15:35,-75.26,-658.24,0.00,991.45,5033.56,7.86,0.00,17.00,41.58,0.01,102.68,2334.26,920.71,1071.28,15.62,0.00,41.97,378.05,0.07,0.00,0.53,2.09,0.00,-16.41
2025-06-25 15:40,-151.22,-384.20,0.00,951.22,5116.40,9.29,0.00,18.00,41.86,1.22,104.82,2349.59,854.13,991.89,15.53,0.00,40.93,384.68,0.06,0.00,0.56,2.10,0.00,45.00
2025-06-25 15:45,-191.00,-385.50,0.00,1046.81,5198.94,8.94,0.00,17.00,42.54,0.00,64.09,2350.72,781.98,912.50,15.45,0.00,42.64,391.23,0.06,0.00,0.53,2.13,0.00,44.77
2025-06-25 15:50,-185.79,-380.90,0.00,996.89,5370.48,8.74,0.00,18.00,42.74,1.63,67.98,2313.59,836.02,833.11,15.37,0.00,41.31,404.45,0.06,0.00,0.56,2.14,0.00,36.50
2025-06-25 15:55,-123.98,-384.10,0.00,1052.94,5509.74,9.31,0.00,18.00,42.49,1.74,71.92,2332.50,725.96,753.72,15.28,0.00,45.78,415.06,0.06,0.00,0.56,2.13,0.00,76.37
2025-06-25 16:00,-175.43,-384.70,0.00,1139.97,5672.15,7.64,0.00,18.00,42.26,3.50,107.50,2304.50,599.71,674.34,15.20,0.00,50.40,426.99,0.06,0.00,0.56,2.12,0.00,116.89
2025-06-25 16:05,-171.97,-386.00,-14.65,941.30,5824.25,8.18,0.00,18.00,41.95,0.00,248.13,2351.29,769.57,604.72,15.13,0.67,42.72,438.65,0.06,0.00,0.56,2.11,0.00,38.16
2025-06-25 16:10,-97.48,-188.10,-3.13,765.40,6028.94,8.53,0.00,25.00,42.44,1.80,156.61,2398.12,733.15,535.11,15.07,0.15,35.65,454.17,0.06,0.00,0.77,2.13,0.00,36.71
2025-06-25 16:15,-80.23,-189.30,0.00,776.64,6142.86,6.63,0.00,50.00,42.39,19.42,160.41,2408.23,579.22,465.50,15.00,0.00,36.81,462.50,0.06,0.00,1.55,2.13,0.00,80.13
2025-06-25 16:20,-79.18,-187.70,0.00,819.33,6216.91,6.31,0.00,34.00,42.18,21.60,311.48,2373.49,520.55,395.88,14.93,0.00,39.41,467.88,0.06,0.00,1.05,2.12,0.00,92.50
2025-06-25 16:25,-75.10,-188.60,-2.09,898.15,6285.02,4.10,0.00,51.00,42.84,20.77,302.50,2377.69,434.73,326.27,14.87,0.10,42.44,472.86,0.06,0.00,1.58,2.15,0.00,83.22
2025-06-25 16:30,-9.96,-190.80,0.00,865.11,6326.80,3.16,0.00,72.00,42.62,14.47,406.38,2369.06,354.41,256.66,14.80,0.00,42.46,475.83,0.06,0.00,2.23,2.14,0.00,106.25
2025-06-25 16:35,-1.73,-188.80,0.00,962.33,6402.11,2.86,0.00,76.00,42.59,6.13,339.36,2359.23,287.34,216.70,14.67,0.00,48.56,481.37,0.06,0.00,2.35,2.14,0.00,119.99
2025-06-25 16:40,-4.53,0.00,0.00,960.19,6475.85,1.83,0.00,77.00,38.74,0.00,347.77,2333.25,223.55,176.75,14.53,0.00,49.73,487.01,0.06,0.00,2.39,2.15,0.00,119.99
2025-06-25 16:45,-1.16,0.00,0.00,981.85,6559.96,1.22,0.00,79.00,82.23,4.20,338.22,2310.07,176.61,136.79,14.40,0.00,52.05,493.41,0.06,0.00,2.45,4.00,0.00,128.01
2025-06-25 16:50,-1.16,0.00,0.00,924.35,6612.23,-1.15,0.00,141.00,122.50,45.52,466.93,2325.68,131.28,96.83,14.27,0.00,49.97,497.47,0.05,0.00,4.37,5.89,0.00,155.99
