date,Battery (Charging) -  MW,Exports -  MW,Imports -  MW,Coal (Brown) -  MW,Gas (Steam) -  MW,Gas (OCGT) -  MW,Battery (Discharging) -  MW,Hydro -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Brown) Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2025-06-11 08:15,-3.77,-245.73,510.43,3476.34,509.25,1314.29,0.00,1146.21,317.51,46.57,0.00,6.15,15.75,15.94,340.26,23.04,73.18,0.00,305.38
2025-06-11 08:20,-3.74,-284.65,431.57,3461.59,506.25,1313.29,215.92,1141.66,327.90,63.49,0.00,6.20,17.61,11.83,338.80,22.91,73.16,0.00,310.26
2025-06-11 08:25,-0.78,-418.57,459.00,3490.34,509.63,1317.86,332.06,1161.67,339.81,79.20,0.00,6.25,25.36,13.36,341.64,23.06,73.43,0.00,272.44
2025-06-11 08:30,-0.68,-339.52,393.09,3480.84,508.88,1315.47,263.50,1092.64,339.01,97.05,195.36,6.30,20.91,10.02,340.69,23.03,73.31,0.00,270.82
2025-06-11 08:35,-1.03,-343.86,477.89,3484.84,508.88,1318.54,222.20,894.20,341.15,107.31,241.59,6.58,21.88,14.71,341.08,23.03,73.43,0.00,271.05
2025-06-11 08:40,-0.34,-163.03,770.34,3475.97,508.13,1250.89,212.79,983.81,327.88,117.40,287.82,6.87,10.28,19.92,340.23,22.99,70.27,0.00,270.82
2025-06-11 08:45,-0.87,-168.92,761.54,3483.00,509.25,1257.57,204.00,961.57,322.90,125.29,334.05,7.15,10.70,18.92,340.92,23.04,70.63,0.00,270.82
2025-06-11 08:50,-3.18,-171.56,794.38,3486.34,509.63,1255.13,200.34,855.02,311.13,141.80,380.28,7.43,11.03,19.89,341.20,23.06,70.47,0.00,166.76
2025-06-11 08:55,-0.23,-161.07,779.58,3495.97,510.00,1340.45,183.76,715.09,301.15,161.65,426.51,7.72,10.56,21.79,342.19,23.08,74.47,0.00,202.22
2025-06-11 09:00,-2.10,-234.64,926.35,3465.84,510.00,1332.83,10.63,724.00,294.14,173.87,472.74,8.00,15.72,26.53,339.23,23.08,74.02,0.00,163.62
2025-06-11 09:05,-15.86,-201.15,797.06,3495.84,510.38,1343.61,111.92,740.53,281.37,189.90,525.56,8.20,13.26,22.40,342.16,23.09,74.60,0.00,214.80
2025-06-11 09:10,-6.14,-206.32,670.78,3491.97,508.88,1338.25,32.61,1058.60,271.43,205.47,578.38,8.40,13.12,16.18,341.77,23.03,74.29,0.00,255.32
2025-06-11 09:15,-0.21,-253.67,652.27,3492.72,509.63,1339.62,60.27,1114.73,269.29,220.57,631.20,8.60,15.90,14.65,341.84,23.06,74.36,0.00,259.95
2025-06-11 09:20,-0.38,-284.87,646.15,3481.84,509.63,1334.99,54.89,1088.98,253.22,236.56,684.02,8.80,17.92,14.02,340.78,23.06,74.12,0.00,214.19
2025-06-11 09:25,-0.47,-301.14,648.17,3483.34,509.63,1279.00,72.39,1103.33,253.58,249.70,736.83,9.00,18.87,14.20,340.94,23.06,71.52,0.00,264.69
2025-06-11 09:30,-14.12,-257.06,623.81,3487.34,509.25,1218.65,5.96,1098.81,248.62,258.07,789.65,9.20,16.31,12.33,341.35,23.04,68.79,0.00,255.30
2025-06-11 09:35,-2.01,-268.73,661.87,3485.34,509.63,1156.58,0.41,1016.14,245.54,259.34,844.10,9.47,17.32,14.31,341.12,23.06,65.86,0.00,254.89
2025-06-11 09:40,-0.33,-246.64,577.76,3489.47,509.25,1044.11,85.75,1065.53,240.98,279.28,898.55,9.73,15.58,11.36,341.54,23.04,59.62,0.00,249.11
