date,Battery (Charging) -  MW,Exports -  MW,Imports -  MW,Coal (Brown) -  MW,Gas (Steam) -  MW,Gas (OCGT) -  MW,Battery (Discharging) -  MW,Hydro -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Brown) Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2025-06-04 17:50,-0.35,-120.63,367.71,4039.72,511.13,797.09,405.52,1064.88,533.05,0.00,0.48,11.47,7.50,10.19,394.68,23.13,39.43,0.00,282.17
2025-06-04 17:55,-0.77,-370.56,913.75,4035.06,510.75,798.45,446.44,1085.08,527.04,0.00,0.24,11.43,22.87,13.32,394.24,23.11,39.50,0.00,272.87
2025-06-04 18:00,-0.16,-421.83,907.29,4030.50,510.00,800.01,629.20,1069.89,525.23,0.00,0.00,11.40,25.45,13.11,393.80,23.08,39.59,0.00,256.64
2025-06-04 18:05,-0.53,-345.37,855.60,4012.94,507.75,797.91,610.87,1066.48,506.47,0.11,0.00,11.28,20.92,12.07,392.10,22.98,39.49,0.00,245.86
2025-06-04 18:10,0.00,-325.02,800.60,4024.78,508.13,799.83,639.70,1048.11,525.10,0.11,0.00,11.17,19.63,10.35,393.27,22.99,39.58,0.00,237.84
2025-06-04 18:15,0.00,-343.18,756.31,4024.22,508.13,800.40,723.19,1110.76,521.87,0.00,0.00,11.05,20.34,8.54,393.18,22.99,39.61,0.00,237.98
2025-06-04 18:20,-0.04,-377.91,769.96,4027.44,507.75,800.12,704.90,1113.32,521.90,0.01,0.00,10.93,22.46,8.70,393.54,22.98,39.61,0.00,242.40
2025-06-04 18:25,-0.01,-297.56,800.58,4024.59,510.00,800.18,521.27,1108.38,506.97,0.04,0.00,10.82,18.16,10.21,393.22,23.08,39.60,0.00,244.00
2025-06-04 18:30,-0.93,-257.70,807.91,4021.28,510.38,801.05,475.01,1100.40,498.35,0.33,0.00,10.70,15.85,10.18,392.90,23.09,39.65,0.00,243.94
2025-06-04 18:35,-0.04,-330.28,832.71,4035.22,510.38,802.86,500.73,1097.30,506.49,0.00,0.00,10.60,20.26,10.59,394.26,23.09,39.73,0.00,242.05
2025-06-04 18:40,0.00,-347.74,842.70,4040.91,513.75,806.03,417.59,1118.60,521.57,0.11,0.00,10.50,21.47,10.62,394.80,23.25,39.88,0.00,245.89
2025-06-04 18:45,-1.10,-260.14,870.93,4028.69,509.63,802.83,299.43,1035.51,535.00,0.00,0.00,10.40,16.46,11.04,393.60,23.06,39.73,0.00,246.05
2025-06-04 18:50,-0.77,-277.76,876.07,4028.59,511.88,803.09,169.62,1142.49,527.22,0.00,0.00,10.30,17.65,10.61,393.62,23.16,39.74,0.00,243.77
2025-06-04 18:55,-2.08,-262.42,880.48,4047.50,510.00,807.67,47.21,1246.09,526.67,0.23,0.00,10.20,16.75,10.11,395.44,23.08,39.98,0.00,246.18
2025-06-04 19:00,-1.32,-247.29,892.82,4039.34,512.25,808.50,6.00,1242.14,513.71,0.00,0.00,10.10,15.90,10.76,394.66,23.18,40.02,0.00,246.14
2025-06-04 19:05,-1.69,-218.58,867.54,4025.34,509.25,804.82,23.56,1234.28,499.13,0.15,0.00,9.87,14.05,9.72,393.29,23.04,39.85,0.00,250.12
2025-06-04 19:10,-2.62,-238.90,887.83,4027.06,510.38,805.17,64.30,1107.81,520.28,0.00,0.00,9.63,15.50,10.32,393.47,23.09,39.86,0.00,252.43
2025-06-04 19:15,-2.96,-222.01,929.98,4019.97,509.63,805.41,91.70,979.82,529.12,0.00,0.00,9.40,14.59,11.76,392.77,23.06,39.87,0.00,248.17
2025-06-04 19:20,-1.64,-216.75,893.28,4035.88,512.63,807.19,110.95,987.52,517.34,0.12,0.00,9.17,14.22,10.42,394.33,23.20,39.96,0.00,248.34
2025-06-04 19:25,-1.19,-208.27,897.24,4023.31,510.00,805.52,72.34,984.32,512.48,0.00,0.00,8.93,13.75,10.98,393.11,23.08,39.88,0.00,227.97
2025-06-04 19:30,-1.17,-151.05,857.83,4040.19,513.00,810.62,19.15,984.52,514.06,0.00,0.00,8.70,10.05,9.25,394.74,23.21,40.12,0.00,246.34
2025-06-04 19:35,-3.05,-178.75,891.80,4011.13,509.63,803.05,0.00,974.42,534.84,0.17,0.00,8.60,11.89,10.43,391.89,23.06,39.77,0.00,209.70
2025-06-04 19:40,-2.12,-170.29,867.29,4013.38,509.25,805.10,29.00,929.32,563.99,0.00,0.00,8.50,11.31,9.40,392.14,23.04,39.86,0.00,206.50
2025-06-04 19:45,-1.21,-255.49,901.64,4024.00,511.13,807.38,59.76,930.92,578.08,0.00,0.00,8.40,16.87,9.91,393.17,23.13,39.97,0.00,206.69
2025-06-04 19:50,-1.03,-249.48,893.21,4021.94,510.75,807.54,39.63,928.82,596.01,0.13,0.00,8.30,16.48,9.75,392.94,23.11,39.98,0.00,250.75
2025-06-04 19:55,-1.60,-313.93,913.62,4023.78,510.38,806.28,50.65,942.92,606.48,0.00,0.00,8.20,20.63,11.41,393.16,23.09,39.92,0.00,179.03
2025-06-04 20:00,-1.55,-253.43,817.07,4034.63,511.88,810.99,79.60,942.72,607.20,0.00,0.00,8.10,16.59,8.65,394.21,23.16,40.15,0.00,175.80
2025-06-04 20:05,-0.92,-193.70,760.34,4030.75,510.75,807.67,77.40,941.92,591.86,0.00,0.00,8.02,12.72,8.02,393.82,23.11,40.00,0.00,178.65
2025-06-04 20:10,-1.43,-333.10,832.25,4029.66,511.13,810.13,94.30,1026.22,582.29,0.00,0.00,7.93,21.58,8.74,393.70,23.13,40.11,0.00,179.03
2025-06-04 20:15,-1.27,-329.39,818.09,4028.63,511.13,808.91,79.18,1021.82,578.48,0.00,0.00,7.85,21.41,8.29,393.59,23.13,40.05,0.00,176.30
2025-06-04 20:20,-1.23,-298.75,768.29,4027.63,511.13,808.47,96.02,1001.82,592.63,0.00,0.00,7.77,19.38,7.97,393.49,23.13,40.03,0.00,177.26
2025-06-04 20:25,-1.05,-290.52,778.51,4033.78,511.88,811.36,34.49,1001.62,586.71,0.00,0.00,7.68,19.04,8.10,394.12,23.16,40.17,0.00,180.18
2025-06-04 20:30,-36.84,-314.02,846.22,4029.22,510.75,809.42,0.00,938.72,584.89,0.00,0.00,7.60,20.87,8.78,393.64,23.11,40.08,0.00,160.00
2025-06-04 20:35,-1.64,-270.94,744.13,4030.81,511.50,809.90,30.65,920.52,596.40,0.00,0.00,7.62,17.95,8.09,393.84,23.15,40.10,0.00,177.70
2025-06-04 20:40,-1.73,-320.00,798.66,4032.81,510.75,811.34,3.90,934.52,589.29,0.00,0.00,7.63,21.26,7.98,394.03,23.11,40.16,0.00,177.06
2025-06-04 20:45,-2.04,-305.04,757.88,4036.19,500.63,812.16,11.00,940.52,600.90,0.00,0.00,7.65,20.21,7.88,394.35,22.65,40.21,0.00,174.32
2025-06-04 20:50,-4.94,-292.29,738.78,4034.69,489.75,811.14,1.22,939.72,625.93,0.00,0.00,7.67,19.33,8.03,394.18,22.16,40.15,0.00,176.20
2025-06-04 20:55,-15.02,-313.01,763.80,4012.88,465.75,807.58,0.00,932.92,600.11,0.00,0.00,7.68,20.80,8.18,392.08,21.08,39.99,0.00,160.00
2025-06-04 21:00,-1.37,-246.68,644.16,4033.31,438.75,811.59,2.71,810.22,614.98,0.00,0.00,7.70,16.69,7.01,394.08,19.85,40.18,0.00,156.25
2025-06-04 21:05,-1.46,-252.41,640.43,4036.88,400.13,810.17,3.77,805.02,617.04,0.00,0.00,7.65,17.12,7.01,394.39,18.11,40.12,0.00,147.84
2025-06-04 21:10,-1.30,-301.91,627.92,4033.22,401.63,813.90,0.00,881.12,627.00,0.00,0.00,7.60,20.22,7.17,394.07,18.17,40.29,0.00,154.11
2025-06-04 21:15,-1.28,-307.98,609.72,4043.22,402.38,814.26,14.43,882.02,605.54,0.00,0.00,7.55,20.66,7.25,395.04,18.21,40.31,0.00,147.22
2025-06-04 21:20,-1.19,-254.25,587.31,4026.91,399.38,811.10,3.93,860.42,561.37,0.00,0.00,7.50,17.23,6.66,393.43,18.07,40.16,0.00,145.54
2025-06-04 21:25,-29.17,-222.07,559.99,4047.88,402.38,814.09,0.00,853.12,551.25,0.00,0.00,7.45,15.12,6.21,395.47,18.21,40.30,0.00,144.30
2025-06-04 21:30,-1.34,-239.75,545.52,4040.59,400.88,814.13,0.10,844.92,554.61,0.00,0.00,7.40,16.32,5.94,394.74,18.14,40.30,0.00,142.63
2025-06-04 21:35,-1.64,-210.43,529.34,4022.16,401.63,812.20,0.00,815.72,519.41,0.00,0.00,7.37,14.45,5.44,392.96,18.17,40.21,0.00,140.91
2025-06-04 21:40,-1.93,-275.71,504.96,4025.41,399.75,810.42,0.00,943.72,510.28,0.00,0.00,7.33,18.61,4.80,393.29,18.09,40.13,0.00,132.27
2025-06-04 21:45,-1.39,-301.65,489.71,4030.75,359.25,810.84,0.00,1013.32,503.29,0.00,0.00,7.30,20.22,4.47,393.79,16.26,40.14,0.00,133.29
2025-06-04 21:50,-6.36,-304.72,505.23,4010.63,307.88,810.32,0.00,1000.92,487.09,0.00,0.00,7.27,20.54,4.61,391.86,13.93,40.13,0.00,120.15
2025-06-04 21:55,-18.35,-244.51,436.90,4032.41,301.88,755.44,0.00,999.02,495.30,0.00,0.00,7.23,16.53,4.63,393.98,13.66,37.60,0.00,120.00
2025-06-04 22:00,-47.33,-217.44,428.47,4030.28,301.88,738.07,0.00,999.72,478.27,0.00,0.00,7.20,14.75,4.80,393.77,13.66,36.80,0.00,120.00
2025-06-04 22:05,-40.81,-205.76,434.00,4034.63,301.13,739.93,0.10,884.72,459.42,0.00,0.00,7.25,14.25,4.96,394.19,13.63,36.89,0.00,131.81
2025-06-04 22:10,-5.08,-316.56,462.98,4051.88,262.13,765.06,7.38,1000.62,426.79,0.00,0.00,7.30,21.64,5.01,395.87,11.86,37.58,0.00,149.28
2025-06-04 22:15,-0.72,-397.99,542.69,4044.41,284.63,754.30,6.07,981.52,395.57,0.00,0.00,7.35,27.37,5.81,395.13,12.88,36.62,0.00,156.89
2025-06-04 22:20,-1.07,-479.12,628.04,4034.75,302.25,724.34,0.00,970.42,363.49,0.00,0.00,7.40,33.16,6.58,394.20,13.68,34.79,0.00,154.74
2025-06-04 22:25,-14.82,-461.29,625.83,4019.84,298.50,723.81,0.00,954.42,336.61,0.00,0.00,7.45,32.12,6.29,392.73,13.51,34.77,0.00,145.95
2025-06-04 22:30,-1.84,-485.83,613.21,4028.94,301.13,723.27,0.00,950.22,335.08,0.00,0.00,7.50,33.88,5.90,393.63,13.63,34.75,0.00,147.04
2025-06-04 22:35,-9.23,-495.53,615.90,3999.28,300.38,720.75,0.00,931.82,335.16,0.00,0.00,7.42,34.60,5.86,390.75,13.59,34.63,0.00,122.02
2025-06-04 22:40,-4.33,-489.65,593.32,4024.31,261.00,684.31,0.00,973.72,325.94,0.00,0.00,7.33,34.20,5.59,393.18,11.81,32.96,0.00,133.47
2025-06-04 22:45,-1.04,-474.37,552.94,4042.59,213.38,725.98,2.58,987.92,307.66,0.00,0.00,7.25,33.20,5.66,394.97,9.66,34.87,0.00,122.02
2025-06-04 22:50,-9.09,-464.17,543.82,4038.03,202.13,711.25,0.42,989.62,284.36,0.00,0.00,7.17,32.64,5.62,394.50,9.15,34.20,0.00,122.02
2025-06-04 22:55,-47.03,-451.53,563.35,4029.19,202.13,665.08,0.00,978.32,274.57,0.00,0.00,7.08,31.93,5.81,393.66,9.15,32.07,0.00,120.00
2025-06-04 23:00,-59.06,-431.42,585.45,4028.44,202.13,649.85,0.00,888.42,261.15,0.00,0.00,7.00,31.06,5.95,393.60,9.15,31.37,0.00,117.29
2025-06-04 23:05,-3.95,-397.27,581.21,4052.97,204.75,653.19,1.50,729.82,247.43,0.00,0.00,6.97,29.46,6.11,395.95,9.26,31.53,0.00,141.79
2025-06-04 23:10,-0.30,-462.00,541.48,4059.31,243.00,597.79,11.96,1003.72,240.76,0.00,0.00,6.93,32.76,6.02,396.56,11.00,28.97,0.00,142.50
2025-06-04 23:15,-2.65,-427.68,533.35,4055.94,296.25,532.45,13.35,1003.02,229.46,0.00,0.00,6.90,30.39,5.91,396.23,13.41,25.97,0.00,143.23
2025-06-04 23:20,-7.84,-362.98,510.73,4035.69,300.75,477.62,10.31,991.92,220.82,0.00,0.00,6.87,25.93,5.54,394.26,13.61,23.46,0.00,136.48
2025-06-04 23:25,-16.42,-318.38,487.03,4036.09,302.25,446.92,2.39,991.22,225.88,0.00,0.00,6.83,22.80,5.46,394.35,13.68,22.04,0.00,120.00
2025-06-04 23:30,-0.31,-313.09,498.78,4056.50,305.63,447.75,0.98,948.32,202.39,0.00,0.00,6.80,22.70,5.37,396.30,13.83,22.07,0.00,120.00
2025-06-04 23:35,-1.01,-283.95,508.49,4036.25,300.75,445.88,0.00,895.92,184.41,0.00,0.00,6.85,20.82,5.40,394.33,13.61,21.99,0.00,120.00
2025-06-04 23:40,-3.56,-300.81,496.60,4048.31,263.25,447.50,0.40,931.62,191.54,0.00,0.00,6.90,21.96,5.26,395.54,11.91,22.06,0.00,120.00
2025-06-04 23:45,-1.04,-318.85,518.35,4056.50,211.13,446.29,0.03,926.42,193.47,0.00,0.00,6.95,23.38,5.41,396.30,9.55,22.00,0.00,120.00
2025-06-04 23:50,-6.52,-300.85,496.33,4048.38,203.63,445.88,0.02,892.92,183.62,0.00,0.00,7.00,22.23,5.00,395.52,9.21,21.99,0.00,120.00
2025-06-04 23:55,-57.69,-262.54,488.60,4053.47,202.88,447.87,0.08,875.92,172.60,0.00,0.00,7.05,19.50,4.59,396.03,9.18,22.08,0.00,110.28
2025-06-05 00:00,-10.70,-257.20,486.95,4052.44,202.88,448.42,0.05,753.42,182.10,0.00,0.00,7.10,19.48,4.48,395.93,9.18,22.10,0.00,105.40
2025-06-05 00:05,-56.20,-577.38,703.68,4026.56,202.13,446.35,0.12,735.42,189.31,0.00,0.00,7.12,43.77,6.24,393.38,9.15,22.01,0.00,101.82
2025-06-05 00:10,-0.27,-607.17,672.25,4060.59,163.13,384.71,7.77,886.52,174.19,0.00,0.00,7.13,45.21,5.66,396.74,7.38,18.61,0.00,107.29
2025-06-05 00:15,-14.34,-567.94,671.83,4055.16,154.50,316.61,0.99,878.92,169.15,0.00,0.00,7.15,42.58,5.91,396.16,6.99,14.88,0.00,106.56
2025-06-05 00:20,-1.37,-594.94,685.55,4056.53,156.00,280.00,4.10,881.12,178.62,0.00,0.00,7.17,44.57,6.12,396.33,7.06,12.88,0.00,107.13
2025-06-05 00:25,-43.39,-480.69,275.40,4037.34,151.88,278.00,0.03,871.22,179.61,0.00,0.00,7.18,36.07,2.49,394.45,6.87,12.78,0.00,105.82
2025-06-05 00:30,-92.37,-564.25,674.84,4045.94,151.88,279.00,0.06,875.82,170.87,0.00,0.00,7.20,42.39,5.93,395.27,6.87,12.83,0.00,105.54
2025-06-05 00:35,-78.75,-592.01,670.24,4057.78,152.63,279.00,0.72,876.82,180.40,0.00,0.00,7.20,44.41,5.95,396.44,6.91,12.83,0.00,105.23
2025-06-05 00:40,-113.88,-583.36,658.48,4050.88,106.50,280.00,0.84,934.32,196.53,0.00,0.00,7.20,43.31,5.98,395.75,4.82,12.88,0.00,104.77
2025-06-05 00:45,-114.98,-608.03,666.83,4049.22,103.88,281.00,2.37,930.42,220.05,0.00,0.00,7.20,44.97,6.05,395.59,4.70,12.92,0.00,100.34
2025-06-05 00:50,-14.98,-669.90,660.61,4049.56,103.13,281.00,2.86,927.62,242.98,0.00,0.00,7.20,49.37,5.83,395.63,4.67,12.92,0.00,100.01
2025-06-05 00:55,-41.75,-653.85,653.12,4036.72,101.63,265.00,0.08,928.22,240.30,0.00,0.00,7.20,48.25,5.74,394.39,4.60,12.19,0.00,98.66
2025-06-05 01:00,-125.01,-618.45,662.92,4040.41,101.25,211.00,0.00,924.92,257.73,0.00,0.00,7.20,45.70,5.82,394.75,4.58,9.70,0.00,92.71
2025-06-05 01:05,-156.50,-562.89,656.67,4025.97,101.63,145.00,0.00,921.92,264.16,0.00,0.00,7.25,41.72,5.78,393.35,4.60,6.67,0.00,98.66
2025-06-05 01:10,-115.26,-582.78,612.73,4041.72,102.38,201.00,0.00,885.52,260.09,0.00,0.00,7.30,43.38,4.36,394.87,4.63,9.24,0.00,100.01
2025-06-05 01:15,-100.43,-558.02,584.46,4038.13,101.25,215.00,1.89,870.52,242.22,0.00,0.00,7.35,41.73,3.59,394.53,4.58,9.89,0.00,100.01
2025-06-05 01:20,-118.96,-581.68,577.33,4053.16,103.13,248.00,5.57,881.92,237.08,0.00,0.00,7.40,43.35,3.63,395.99,4.67,11.40,0.00,107.52
2025-06-05 01:25,-209.68,-543.28,589.20,4024.13,101.25,278.00,0.00,860.62,229.42,0.00,0.00,7.45,40.60,3.61,393.14,4.58,12.78,0.00,99.85
2025-06-05 01:30,-135.68,-555.33,568.62,4037.34,103.13,224.00,0.00,869.12,230.77,0.00,0.00,7.50,41.61,3.36,394.46,4.67,10.30,0.00,100.01
2025-06-05 01:35,-141.27,-572.55,564.05,4047.69,103.13,213.00,0.47,878.22,232.01,0.00,0.00,7.43,42.87,3.41,395.45,4.67,9.79,0.00,98.66
2025-06-05 01:40,-107.85,-571.70,535.28,4049.44,107.25,206.00,2.28,849.32,233.97,0.00,0.00,7.37,43.02,2.85,395.62,4.85,9.47,0.00,98.66
2025-06-05 01:45,-139.64,-529.58,529.95,4018.19,100.50,204.00,0.00,823.92,240.76,0.00,0.00,7.30,39.96,2.79,392.59,4.55,9.38,0.00,90.00
2025-06-05 01:50,-208.99,-591.78,573.35,4055.56,106.13,207.00,7.03,849.72,236.97,0.00,0.00,7.23,44.48,3.07,396.22,4.80,9.52,0.00,98.66
2025-06-05 01:55,-201.28,-596.94,572.85,4058.31,106.50,206.00,0.10,843.02,222.74,0.00,0.00,7.17,45.10,3.02,396.47,4.82,9.47,0.00,98.66
2025-06-05 02:00,-186.87,-567.39,556.25,4033.78,101.63,205.00,0.66,828.02,224.78,0.00,0.00,7.10,42.93,2.95,394.09,4.60,9.43,0.00,99.86
2025-06-05 02:05,-225.22,-566.19,561.19,4039.19,102.00,204.00,0.00,824.32,218.53,0.00,0.00,7.07,42.94,2.97,394.64,4.62,9.38,0.00,100.01
2025-06-05 02:10,-299.93,-543.71,587.73,4053.50,102.75,219.00,1.08,783.12,214.19,0.00,0.00,7.03,41.56,3.38,396.00,4.65,10.07,0.00,100.38
2025-06-05 02:15,-355.63,-533.64,585.96,4046.53,103.13,274.00,0.00,774.32,200.62,0.00,0.00,7.00,40.79,3.20,395.35,4.67,12.60,0.00,100.01
2025-06-05 02:20,-267.96,-547.29,582.23,4042.03,102.75,225.00,0.12,771.52,185.56,0.00,0.00,6.97,42.11,3.00,394.91,4.65,10.35,0.00,92.15
2025-06-05 02:25,-255.02,-570.68,592.11,4032.41,101.63,204.00,0.16,769.12,194.25,0.00,0.00,6.93,43.91,3.05,393.94,4.60,9.38,0.00,95.10
2025-06-05 02:30,-290.79,-562.13,591.13,4035.28,103.13,204.00,0.26,771.02,191.46,0.00,0.00,6.90,43.26,3.03,394.26,4.67,9.38,0.00,89.22
2025-06-05 02:35,-311.72,-571.20,603.41,4024.97,100.88,203.00,0.00,770.32,183.53,0.00,0.00,6.87,44.02,3.09,393.26,4.56,9.33,0.00,89.88
2025-06-05 02:40,-310.74,-555.91,591.99,4032.22,102.00,204.00,0.00,723.92,194.63,0.00,0.00,6.83,43.14,3.04,393.97,4.62,9.38,0.00,88.86
2025-06-05 02:45,-324.80,-589.01,603.64,4051.25,103.13,206.00,0.09,732.62,193.20,0.00,0.00,6.80,45.67,3.10,395.78,4.67,9.47,0.00,90.00
2025-06-05 02:50,-345.00,-568.14,606.67,4032.91,100.88,204.00,0.00,732.02,193.07,0.00,0.00,6.77,44.04,3.11,394.03,4.56,9.38,0.00,89.79
2025-06-05 02:55,-391.08,-554.46,610.54,4026.25,101.63,203.00,0.00,732.82,196.50,0.00,0.00,6.73,42.93,3.11,393.37,4.60,9.33,0.00,88.85
2025-06-05 03:00,-421.20,-537.61,607.69,4033.66,102.38,203.00,0.00,742.22,179.33,0.00,0.00,6.70,41.70,3.11,394.08,4.63,9.33,0.00,88.85
2025-06-05 03:05,-393.56,-551.64,593.43,4053.69,102.00,205.00,0.00,752.22,172.84,0.00,0.00,6.73,42.80,3.09,396.04,4.62,9.43,0.00,88.01
2025-06-05 03:10,-458.48,-538.49,639.78,4051.66,102.75,206.00,0.07,708.22,173.59,0.00,0.00,6.77,42.11,3.36,395.81,4.65,9.47,0.00,89.00
2025-06-05 03:15,-336.23,-572.44,604.44,4054.69,103.13,204.00,0.00,716.92,178.73,0.00,0.00,6.80,44.66,3.14,396.14,4.67,9.38,0.00,90.00
2025-06-05 03:20,-352.37,-569.85,617.72,4043.97,103.50,204.00,0.00,714.92,171.87,0.00,0.00,6.83,44.51,3.31,395.10,4.68,9.38,0.00,89.55
2025-06-05 03:25,-387.15,-541.91,601.19,4041.53,102.00,204.00,0.00,714.32,169.21,0.00,0.00,6.87,42.35,3.14,394.84,4.62,9.38,0.00,83.18
2025-06-05 03:30,-260.66,-566.63,565.22,4020.22,99.75,203.00,0.00,711.02,182.48,0.00,0.00,6.90,43.44,3.66,392.82,4.51,9.33,0.00,86.79
2025-06-05 03:35,-311.30,-570.14,477.02,4029.41,102.00,203.00,0.00,716.22,201.30,0.00,0.00,6.83,44.25,2.46,393.71,4.62,9.33,0.00,81.07
2025-06-05 03:40,-220.15,-619.09,456.40,4060.59,103.13,207.00,0.00,713.42,223.77,0.00,0.00,6.77,47.93,2.27,396.73,4.67,9.52,0.00,86.89
2025-06-05 03:45,-257.71,-590.07,464.86,4019.44,100.50,202.00,0.00,697.72,235.81,0.00,0.00,6.70,45.65,2.38,392.72,4.55,9.29,0.00,85.87
2025-06-05 03:50,-268.97,-587.58,454.30,4031.34,101.25,204.00,0.00,705.52,244.64,0.00,0.00,6.63,45.32,2.29,393.84,4.58,9.38,0.00,85.45
2025-06-05 03:55,-299.94,-562.05,434.89,4030.31,101.25,204.00,0.00,707.62,259.26,0.00,0.00,6.57,43.22,2.10,393.78,4.58,9.38,0.00,78.13
2025-06-05 04:00,-219.48,-586.22,437.39,4038.97,102.75,149.00,0.00,714.62,271.17,0.00,0.00,6.50,45.12,2.06,394.60,4.65,6.85,0.00,78.12
2025-06-05 04:05,-162.18,-641.33,460.36,4038.41,102.38,125.00,0.00,720.32,286.41,0.00,0.00,6.48,49.63,2.21,394.57,4.63,5.75,0.00,84.00
2025-06-05 04:10,-133.26,-534.75,495.86,4062.56,103.88,124.00,0.09,419.32,286.53,0.00,0.00,6.47,42.63,2.38,396.95,4.70,5.70,0.00,90.00
2025-06-05 04:15,-108.19,-598.32,526.47,4034.66,102.38,125.00,0.00,495.52,293.31,0.00,0.00,6.45,47.28,2.60,394.16,4.63,5.75,0.00,87.85
2025-06-05 04:20,-101.19,-614.80,522.45,4044.66,103.50,125.00,1.32,499.62,300.71,0.00,0.00,6.43,48.55,2.50,395.17,4.68,5.75,0.00,91.72
2025-06-05 04:25,-129.34,-574.22,514.84,4016.03,99.38,124.00,0.00,492.82,311.95,0.00,0.00,6.42,45.30,2.52,392.36,4.50,5.70,0.00,88.85
2025-06-05 04:30,-179.95,-584.04,543.79,4024.28,102.00,125.00,0.00,497.52,323.96,0.00,0.00,6.40,46.01,2.73,393.17,4.62,5.75,0.00,86.33
2025-06-05 04:35,-89.80,-606.01,533.46,4020.59,100.13,124.00,0.00,491.02,326.88,0.00,0.00,6.43,47.76,2.62,392.85,4.53,5.70,0.00,84.00
2025-06-05 04:40,-76.56,-580.84,535.42,4039.22,103.13,125.00,4.56,421.82,322.00,0.00,0.00,6.47,46.12,2.55,394.63,4.67,5.75,0.00,85.48
2025-06-05 04:45,-79.75,-579.70,508.94,4025.31,101.25,125.00,2.81,505.72,305.54,0.00,0.00,6.50,45.70,2.42,393.28,4.58,5.75,0.00,85.66
2025-06-05 04:50,-57.00,-594.26,536.57,4048.53,103.50,124.00,1.74,523.82,286.36,0.00,0.00,6.53,46.89,2.53,395.56,4.68,5.70,0.00,92.08
2025-06-05 04:55,-62.71,-581.07,533.69,4039.19,102.00,123.00,0.00,517.82,267.24,0.00,0.00,6.57,45.96,2.67,394.63,4.62,5.66,0.00,92.06
2025-06-05 05:00,-62.81,-567.68,533.92,4044.19,103.88,125.00,0.00,516.32,264.11,0.00,0.00,6.60,44.91,2.75,395.13,4.70,5.75,0.00,91.24
2025-06-05 05:05,-41.61,-567.26,536.83,4025.47,100.50,124.00,3.19,519.62,285.69,0.00,0.00,6.50,44.75,2.77,393.28,4.55,5.70,0.00,84.00
2025-06-05 05:10,-38.32,-583.97,571.21,4064.75,108.00,125.00,22.19,452.52,319.41,0.00,0.00,6.40,46.16,2.92,397.14,4.89,5.75,0.00,96.00
