date,Battery (Charging) -  MW,Pumps -  MW,Exports -  MW,Imports -  MW,Coal (Black) -  MW,Bioenergy (Biomass) -  MW,Distillate -  MW,Gas (CCGT) -  MW,Gas (OCGT) -  MW,Gas (Waste Coal Mine) -  MW,Battery (Discharging) -  MW,Hydro -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2025-06-25 10:10,-288.88,-488.43,-944.90,0.00,4064.19,18.80,0.00,0.22,0.23,40.77,0.03,5.09,736.26,1787.62,2834.60,20.50,39.88,0.00,299.51,0.04,0.00,0.01,0.01,2.08,0.00,-20.54
2025-06-25 10:15,-298.95,-490.20,-923.50,0.00,4025.69,20.00,0.00,0.22,0.23,40.19,0.03,4.98,770.54,1748.14,2889.25,20.45,38.84,0.00,296.67,0.04,0.00,0.01,0.01,2.05,0.00,-22.01
2025-06-25 10:20,-249.65,-489.25,-883.50,0.00,4043.18,21.30,0.00,0.22,0.23,40.72,0.03,4.92,767.23,1577.00,2943.89,20.40,38.16,0.00,297.97,0.04,0.00,0.01,0.01,2.07,0.00,-18.20
2025-06-25 10:25,-232.79,-488.19,-907.50,0.00,4045.82,23.00,0.00,0.22,0.23,40.72,0.03,54.55,408.58,1876.18,2998.54,20.35,39.26,0.00,298.18,0.04,0.00,0.01,0.01,2.07,0.00,-18.51
2025-06-25 10:30,-256.00,-487.96,-886.25,0.00,4013.04,22.60,0.00,0.22,0.23,41.24,0.03,53.52,418.92,1835.81,3053.18,20.30,38.39,0.00,295.78,0.04,0.00,0.01,0.01,2.10,0.00,-20.27
2025-06-25 10:35,-266.33,-487.41,-874.10,0.00,4003.17,23.80,0.00,0.22,0.23,41.39,0.03,14.20,426.04,1763.21,3102.99,20.28,38.41,0.00,295.08,0.04,0.00,0.01,0.01,2.10,0.00,-21.50
2025-06-25 10:40,-247.29,-489.15,-832.30,0.00,4057.60,24.90,0.00,0.22,0.23,41.39,0.03,4.96,421.94,1694.04,3152.79,20.27,37.21,0.00,299.11,0.05,0.00,0.01,0.01,2.10,0.00,-19.34
2025-06-25 10:45,-258.45,-489.34,-953.15,0.00,4020.29,24.30,0.00,0.22,0.23,41.39,0.03,32.02,412.62,1870.76,3202.59,20.25,41.26,0.00,296.35,0.05,0.00,0.01,0.01,2.10,0.00,-20.54
2025-06-25 10:50,-268.76,-488.93,-917.90,0.00,4021.26,24.80,0.00,0.22,0.23,40.80,0.03,9.80,410.41,1792.11,3252.40,20.23,40.35,0.00,296.44,0.05,0.00,0.01,0.01,2.08,0.00,-21.50
2025-06-25 10:55,-304.99,-488.05,-840.45,0.00,4025.48,25.90,0.00,0.22,0.23,40.91,0.03,4.97,408.57,1699.04,3302.20,20.22,37.51,0.00,296.76,0.05,0.00,0.01,0.01,2.08,0.00,-20.54
2025-06-25 11:00,-286.35,-486.53,-915.60,0.00,4082.65,29.40,0.00,0.22,0.23,40.98,0.03,5.06,394.63,1758.50,3352.01,20.20,40.80,0.00,300.90,0.05,0.00,0.01,0.01,2.08,0.00,-21.50
2025-06-25 11:05,-288.08,-488.16,-893.15,0.00,4055.45,28.70,0.00,0.22,0.23,25.40,0.03,4.99,420.42,1674.73,3374.17,20.28,40.04,0.00,298.92,0.05,0.00,0.01,0.01,1.35,0.00,-21.50
2025-06-25 11:10,-247.46,-486.21,-865.60,0.00,3958.83,28.50,0.00,0.22,0.23,25.40,0.03,5.17,433.89,1676.57,3396.34,20.37,38.36,0.00,291.80,0.05,0.00,0.01,0.01,1.35,0.00,-20.54
2025-06-25 11:15,-296.37,-488.25,-870.75,0.00,3877.69,28.80,0.00,0.22,0.23,40.98,0.03,4.76,430.50,1774.93,3418.50,20.45,37.73,0.00,285.87,0.05,0.00,0.01,0.01,2.08,0.00,-21.79
2025-06-25 11:20,-306.37,-490.00,-841.25,0.00,3864.58,28.50,0.00,0.22,0.23,40.42,0.03,4.54,471.20,1650.99,3440.66,20.53,36.85,0.00,284.92,0.05,0.00,0.01,0.01,2.06,0.00,-21.79
2025-06-25 11:25,-295.66,-490.09,-870.65,0.00,3858.81,29.00,0.00,0.22,0.23,40.52,0.00,4.66,476.50,1666.45,3462.83,20.62,38.00,0.00,284.50,0.05,0.00,0.01,0.01,2.06,0.00,-22.73
2025-06-25 11:30,-295.53,-488.14,-850.20,0.00,3869.17,30.30,0.00,0.22,0.23,40.42,0.00,4.85,460.55,1645.72,3484.99,20.70,37.36,0.00,285.27,0.05,0.00,0.01,0.01,2.06,0.00,-22.01
2025-06-25 11:35,-167.83,-485.63,-924.65,0.00,3911.78,34.70,0.00,0.22,0.23,40.80,0.00,5.10,446.12,1646.51,3497.61,20.77,40.87,0.00,288.35,0.06,0.00,0.01,0.01,2.08,0.00,-21.50
2025-06-25 11:40,-282.35,-487.26,-854.80,0.00,3829.22,30.90,0.00,0.22,0.23,23.40,0.00,4.62,423.14,1680.89,3510.22,20.83,37.41,0.00,282.37,0.06,0.00,0.01,0.01,1.24,0.00,-21.79
2025-06-25 11:45,-213.39,-487.23,-897.90,0.00,3858.81,33.20,0.00,0.22,0.23,23.40,0.00,4.92,435.18,1718.93,3522.84,20.90,39.11,0.00,284.53,0.07,0.00,0.01,0.01,1.24,0.00,-22.73
2025-06-25 11:50,-282.37,-487.65,-777.60,0.00,3852.01,33.80,0.00,0.22,0.23,23.30,0.00,5.02,425.65,1549.02,3535.46,20.97,34.79,0.00,284.03,0.07,0.00,0.01,0.01,1.24,0.00,-21.50
2025-06-25 11:55,-271.20,-487.82,-774.95,0.00,3823.75,32.80,0.00,0.22,0.23,23.30,0.25,4.77,411.00,1605.62,3548.07,21.03,34.35,0.00,282.00,0.06,0.00,0.01,0.01,1.24,0.00,-22.01
2025-06-25 12:00,-166.82,-488.48,-845.95,0.00,3804.61,31.30,0.00,0.22,0.23,23.30,0.25,4.78,407.69,1574.96,3560.69,21.10,37.64,0.00,280.63,0.06,0.00,0.01,0.01,1.24,0.00,-22.73
2025-06-25 12:05,-211.66,-485.94,-800.85,0.00,3819.53,32.00,0.00,0.22,0.23,34.00,5.14,4.97,407.34,1541.50,3555.85,21.10,35.86,0.00,281.75,0.06,0.00,0.01,0.01,1.73,0.00,-22.73
2025-06-25 12:10,-185.35,-487.88,-842.15,0.00,3782.33,32.50,0.00,0.22,0.23,33.94,66.91,4.97,397.86,1548.98,3551.01,21.10,37.21,0.00,279.07,0.06,0.00,0.01,0.01,1.73,0.00,-22.73
2025-06-25 12:15,-207.15,-488.12,-802.60,0.00,3760.59,31.90,0.00,0.22,0.23,21.90,27.85,4.86,390.41,1559.80,3546.18,21.10,35.58,0.00,277.50,0.07,0.00,0.01,0.01,1.16,0.00,-22.73
2025-06-25 12:20,-174.11,-488.03,-782.35,0.00,3741.93,30.10,0.00,0.22,0.23,21.90,0.25,4.90,384.40,1537.60,3541.34,21.10,34.94,0.00,276.17,0.06,0.00,0.01,0.01,1.16,0.00,-22.73
2025-06-25 12:25,-161.69,-486.48,-790.20,0.00,3742.44,36.30,0.00,0.22,0.23,32.79,0.25,4.90,366.60,1548.02,3536.50,21.10,35.31,0.00,276.20,0.07,0.00,0.01,0.01,1.68,0.00,-22.73
2025-06-25 12:30,-228.13,-485.89,-827.60,0.00,3751.49,37.60,0.00,0.22,0.23,33.40,2.65,54.45,349.84,1555.44,3531.66,21.10,36.77,0.00,276.88,0.08,0.00,0.01,0.01,1.71,0.00,-24.23
2025-06-25 12:35,-244.74,-487.70,-842.25,0.00,3734.56,33.50,0.00,0.22,0.23,33.26,59.88,53.79,359.08,1513.81,3514.52,21.13,37.22,0.00,275.64,0.07,0.00,0.01,0.01,1.70,0.00,-24.23
2025-06-25 12:40,-217.42,-486.33,-832.65,0.00,3746.55,33.20,0.00,0.22,0.23,21.90,3.90,54.08,350.05,1511.05,3497.37,21.17,37.25,0.00,276.54,0.07,0.00,0.01,0.01,1.16,0.00,-24.23
2025-06-25 12:45,-227.58,-487.20,-834.35,0.00,3748.16,37.00,0.00,0.22,0.23,34.36,0.00,53.66,340.31,1549.26,3480.23,21.20,37.17,0.00,276.68,0.08,0.00,0.01,0.01,1.75,0.00,-24.23
2025-06-25 12:50,-231.68,-486.26,-810.95,0.00,3762.80,38.30,0.00,0.22,0.23,22.00,0.00,53.88,336.82,1517.29,3463.08,21.23,36.39,0.00,277.78,0.08,0.00,0.01,0.01,1.17,0.00,-24.23
2025-06-25 12:55,-223.92,-487.03,-796.55,0.00,3757.19,45.10,0.00,0.22,0.23,21.90,0.00,53.37,341.16,1513.34,3445.94,21.27,35.68,0.00,277.38,0.10,0.00,0.01,0.01,1.16,0.00,-24.23
2025-06-25 13:00,-213.62,-487.91,-839.85,0.00,3775.36,41.60,0.00,0.22,0.23,21.90,0.00,53.19,348.99,1550.28,3428.79,21.30,37.44,0.00,278.74,0.09,0.00,0.01,0.01,1.16,0.00,-29.52
2025-06-25 13:05,-224.82,-485.54,-763.95,0.00,3796.54,40.60,0.00,0.22,0.23,35.74,0.00,53.29,362.56,1405.63,3390.59,21.25,34.88,0.00,280.28,0.09,0.00,0.01,0.01,1.82,0.00,-29.52
2025-06-25 13:10,-201.98,-486.01,-728.80,0.00,3811.50,36.20,0.00,0.22,0.23,21.90,0.00,53.27,358.57,1378.60,3352.39,21.20,33.51,0.00,281.42,0.09,0.00,0.01,0.01,1.16,0.00,-24.23
2025-06-25 13:15,-213.25,-486.86,-767.95,0.00,3805.12,35.00,0.00,0.22,0.23,35.88,0.00,52.83,377.83,1456.27,3314.18,21.15,34.75,0.00,280.95,0.08,0.00,0.01,0.01,1.82,0.00,-22.99
2025-06-25 13:20,-206.44,-487.72,-793.50,0.00,3824.20,34.10,0.00,0.22,0.23,21.90,0.00,52.82,367.40,1511.45,3275.98,21.10,35.72,0.00,282.36,0.08,0.00,0.01,0.01,1.16,0.00,-33.10
2025-06-25 13:25,-31.80,-486.50,-773.20,0.00,3840.37,35.00,0.00,0.22,0.23,35.85,0.00,52.91,382.90,1309.94,3237.78,21.05,35.92,0.00,283.56,0.08,0.00,0.01,0.01,1.82,0.00,-33.10
2025-06-25 13:30,-14.18,-484.97,-749.60,0.00,3896.06,34.00,0.00,0.22,0.23,36.25,3.87,53.81,375.68,1293.62,3199.57,21.00,35.12,0.00,287.64,0.08,0.00,0.01,0.01,1.84,0.00,-25.92
2025-06-25 13:35,-19.72,-484.42,-820.25,0.00,3924.86,32.30,0.00,0.22,0.23,21.90,64.16,54.03,364.91,1382.78,3158.16,21.02,37.70,0.00,289.74,0.08,0.00,0.01,0.01,1.16,0.00,-24.23
2025-06-25 13:40,-2.53,-484.37,-862.00,0.00,3952.66,33.90,0.00,0.22,0.23,35.98,74.10,54.07,360.01,1427.09,3116.74,21.03,39.41,0.00,291.79,0.08,0.00,0.01,0.01,1.83,0.00,-24.23
2025-06-25 13:45,-91.56,-483.43,-774.10,0.00,3963.27,34.90,0.00,0.22,0.23,21.90,3.31,54.34,339.62,1461.58,3075.32,21.05,35.74,0.00,292.57,0.08,0.00,0.01,0.01,1.16,0.00,-21.50
2025-06-25 13:50,-136.96,-485.91,-801.60,0.00,3935.27,40.20,0.00,0.22,0.23,36.73,0.00,53.50,335.90,1635.16,3033.90,21.07,35.94,0.00,290.54,0.09,0.00,0.01,0.01,1.86,0.00,-24.23
2025-06-25 13:55,-3.40,-483.51,-823.60,0.00,3958.25,41.60,0.00,0.22,0.23,36.97,23.34,53.70,345.12,1493.06,2992.48,21.08,37.64,0.00,292.22,0.09,0.00,0.01,0.01,1.87,0.00,-24.23
2025-06-25 14:00,-18.40,-486.04,-745.60,0.00,3937.94,46.30,0.00,0.22,0.23,38.43,0.00,53.23,343.39,1458.75,2951.07,21.10,34.29,0.00,290.75,0.10,0.00,0.01,0.01,1.94,0.00,-24.23
2025-06-25 14:05,-6.45,-485.30,-796.80,0.00,3939.76,44.20,0.00,0.22,0.23,38.20,0.00,53.12,389.03,1510.76,2889.35,21.12,36.12,0.00,290.89,0.09,0.00,0.01,0.01,1.93,0.00,-24.23
2025-06-25 14:10,-1.03,-482.17,-774.50,0.00,4019.53,42.80,0.00,19.73,0.23,37.62,29.31,15.14,374.67,1456.08,2827.64,21.13,35.80,0.00,296.71,0.09,0.00,0.71,0.01,1.91,0.00,-22.99
2025-06-25 14:15,-4.97,-486.09,-792.90,0.00,3975.52,43.60,0.00,19.92,0.23,38.98,8.08,4.83,391.86,1636.16,2765.93,21.15,35.56,0.00,293.46,0.09,0.00,0.72,0.01,1.98,0.00,-23.00
2025-06-25 14:20,-4.15,-483.04,-767.05,0.00,4002.19,41.10,0.00,20.90,0.23,39.17,27.67,4.80,394.05,1610.06,2704.22,21.17,34.53,0.00,295.37,0.09,0.00,0.76,0.01,1.99,0.00,-21.50
2025-06-25 14:25,-1.83,-483.90,-850.95,0.00,4027.70,45.60,0.00,41.31,0.23,39.39,14.22,4.89,381.73,1742.62,2642.50,21.18,37.74,0.00,297.19,0.09,0.00,1.50,0.01,2.00,0.00,-21.50
2025-06-25 14:30,-19.40,-484.59,-782.30,0.00,4043.85,41.90,0.00,37.19,0.23,39.38,0.00,4.78,375.41,1767.30,2580.79,21.20,34.74,0.00,298.36,0.09,0.00,1.44,0.01,2.00,0.00,-20.54
2025-06-25 14:35,-74.74,-484.80,-781.45,0.00,4039.21,49.20,0.00,24.47,0.23,41.29,0.00,4.64,393.98,1816.49,2508.67,21.20,34.31,0.00,298.00,0.10,0.00,1.41,0.01,2.10,0.00,-21.50
2025-06-25 14:40,-20.66,-481.27,-794.00,0.00,4071.87,46.90,0.00,89.14,0.23,41.39,6.41,10.19,422.68,1754.22,2436.56,21.20,35.06,0.00,300.37,0.10,0.00,3.21,0.01,2.10,0.00,-21.50
2025-06-25 14:45,-1.43,-482.36,-830.00,0.00,4066.51,47.00,0.00,140.61,0.23,24.80,6.58,12.24,443.46,1791.54,2364.44,21.20,36.25,0.00,299.99,0.10,0.00,5.02,0.01,1.32,0.00,-20.54
2025-06-25 14:50,-1.03,-479.48,-873.75,0.00,4082.61,37.70,0.00,181.55,0.23,39.91,93.66,10.52,441.18,1817.19,2292.33,21.20,37.67,0.00,301.18,0.08,0.00,6.47,0.01,2.02,0.00,-19.36
2025-06-25 14:55,-5.17,-483.87,-878.75,0.00,4033.97,38.90,0.00,177.65,0.23,39.51,2.53,35.05,455.68,1941.87,2220.21,21.20,37.30,0.00,297.62,0.09,0.00,6.33,0.01,2.00,0.00,-20.27
2025-06-25 15:00,-78.06,-480.51,-830.40,0.00,4091.49,38.30,0.00,227.13,0.23,22.70,9.82,26.25,456.33,1921.02,2148.10,21.20,35.51,0.00,301.82,0.09,0.00,8.00,0.01,1.21,0.00,-18.51
2025-06-25 15:05,-0.79,-482.41,-919.25,0.00,4078.66,37.40,0.00,229.03,0.23,24.10,23.17,90.80,446.41,1996.86,2060.56,21.15,38.49,0.00,300.89,0.08,0.00,8.06,0.01,1.28,0.00,-20.01
2025-06-25 15:10,-1.84,-483.71,-809.00,0.00,4041.87,19.90,0.00,228.66,0.23,24.10,35.54,68.41,466.18,1929.79,1973.03,21.10,34.09,0.00,298.22,0.05,0.00,8.04,0.01,1.28,0.00,-18.00
2025-06-25 15:15,-24.91,-482.85,-810.75,0.00,4018.01,23.30,0.00,233.48,0.23,26.20,0.00,110.42,493.12,2013.65,1885.49,21.05,33.53,0.00,296.50,0.06,0.00,8.20,0.01,1.39,0.00,0.00
2025-06-25 15:20,-16.86,-483.09,-869.65,0.00,3997.84,26.50,0.00,257.67,0.23,26.10,0.00,110.08,490.70,2190.36,1797.96,21.00,35.03,0.00,295.06,0.06,0.00,9.00,0.01,1.39,0.00,-19.36
2025-06-25 15:25,0.00,-241.54,-899.40,0.00,4044.65,27.80,0.00,381.30,0.23,26.10,39.42,94.77,510.90,1896.15,1710.42,20.95,38.78,0.00,298.49,0.07,0.00,13.29,0.01,1.39,0.00,-18.00
2025-06-25 15:30,-74.18,-241.88,-867.65,0.00,4012.20,27.40,0.00,443.42,0.23,41.05,13.36,110.84,527.04,1963.26,1622.89,20.90,36.88,0.00,296.13,0.07,0.00,15.45,0.01,2.09,0.00,0.00
2025-06-25 15:35,-107.65,-242.20,-803.80,0.00,3999.89,28.00,0.00,440.96,0.23,42.09,0.00,110.31,525.68,2034.25,1524.73,20.83,33.86,0.00,295.21,0.07,0.00,15.36,0.01,2.14,0.00,-14.73
2025-06-25 15:40,-122.11,-239.97,-791.90,0.00,4094.60,26.50,0.00,448.96,0.23,43.01,3.08,112.49,568.11,1945.18,1426.58,20.77,33.87,0.00,302.12,0.06,0.00,15.65,0.01,2.19,0.00,41.17
2025-06-25 15:45,-54.12,-242.27,-961.75,0.00,4037.18,29.20,0.00,439.80,0.23,44.45,96.87,111.52,865.83,1953.77,1328.42,20.70,38.80,0.00,297.95,0.07,0.00,15.32,0.01,2.26,0.00,39.78
2025-06-25 15:50,-47.74,-240.27,-923.45,0.00,4114.53,29.10,0.00,446.28,0.23,42.45,53.92,111.72,906.97,1879.13,1230.27,20.63,37.93,0.00,303.63,0.07,0.00,15.55,0.01,2.15,0.00,31.90
2025-06-25 15:55,-47.71,0.00,-925.50,0.00,4100.63,30.00,0.00,444.71,0.23,42.45,13.54,112.16,895.53,1799.63,1132.12,20.57,39.85,0.00,302.66,0.07,0.00,15.49,0.01,2.15,0.00,65.43
2025-06-25 16:00,0.00,0.00,-961.55,0.00,4260.08,29.20,0.00,456.33,0.23,41.99,75.75,112.53,919.22,1696.35,1033.96,20.50,42.09,0.00,314.25,0.07,0.00,15.89,0.01,2.13,0.00,101.83
2025-06-25 16:05,-3.81,0.00,-941.30,0.00,4405.38,30.60,0.00,422.32,0.23,42.42,20.41,114.38,916.73,1582.89,950.36,20.38,42.72,0.00,325.10,0.07,0.00,14.74,0.01,2.15,0.00,34.75
