date,Battery (Charging) -  MW,Pumps -  MW,Exports -  MW,Imports -  MW,Coal (Black) -  MW,Bioenergy (Biomass) -  MW,Gas (CCGT) -  MW,Gas (OCGT) -  MW,Battery (Discharging) -  MW,Hydro -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2025-06-18 14:40,-206.13,-466.25,-266.33,162.70,5657.07,-2.43,190.00,41.48,332.05,4.15,112.44,2353.03,2087.19,17.27,12.64,9.03,427.04,0.04,5.89,2.08,0.00,51.94
2025-06-18 14:45,-193.51,-463.84,-215.83,234.65,5784.52,-1.42,190.00,40.88,0.23,4.06,110.84,2320.14,2015.51,17.25,10.74,13.05,436.37,0.04,5.89,2.05,0.00,57.01
2025-06-18 14:50,-196.18,-465.65,-205.41,12.40,5836.49,-0.65,191.00,41.09,2.50,4.15,91.76,2480.20,1943.83,17.23,10.09,0.68,440.20,0.05,5.92,2.06,0.00,57.01
2025-06-18 14:55,-233.64,-465.65,-243.34,85.70,5870.89,-0.27,190.00,40.69,0.00,4.15,82.97,2432.98,1872.14,17.22,12.05,4.68,442.61,0.05,5.89,2.04,0.00,36.50
2025-06-18 15:00,-192.36,-463.64,-181.44,50.85,5826.63,0.55,190.00,41.03,0.00,4.15,84.83,2419.65,1800.46,17.20,8.97,2.77,439.33,0.05,5.89,2.06,0.00,88.58
2025-06-18 15:05,-320.33,-464.94,-110.76,88.65,5902.85,1.80,188.00,41.18,0.22,4.15,76.61,2363.18,1711.80,17.17,5.54,4.88,445.00,0.05,5.82,2.07,0.00,54.84
2025-06-18 15:10,-290.49,-271.14,-163.49,85.80,5968.62,1.64,189.00,40.98,0.00,4.15,68.25,2288.74,1623.13,17.13,8.46,4.77,449.89,0.05,5.86,2.06,0.00,57.01
2025-06-18 15:15,-264.42,-271.84,-162.52,133.60,6045.70,2.23,190.00,40.64,0.00,4.09,56.14,2218.30,1534.47,17.10,8.52,7.50,455.55,0.05,5.89,2.04,0.00,90.00
2025-06-18 15:20,-112.53,-272.24,-194.71,91.10,6145.85,2.02,190.00,40.34,0.00,4.12,49.71,2155.50,1445.80,17.07,10.33,5.21,462.94,0.05,5.89,2.02,0.00,108.25
2025-06-18 15:25,-114.07,-271.94,-231.43,180.65,6265.43,2.05,190.00,40.91,0.00,4.03,49.31,2079.56,1357.14,17.03,12.45,10.31,471.77,0.05,5.89,2.05,0.00,98.79
2025-06-18 15:30,-34.84,-271.55,-217.80,117.30,6323.22,1.13,190.00,40.83,0.00,3.97,51.70,2125.35,1268.47,17.00,11.68,6.68,476.08,0.06,5.89,2.05,0.00,89.10
2025-06-18 15:35,-2.07,-271.94,-160.21,147.70,6371.22,1.61,190.00,40.50,1.72,4.00,51.97,2004.59,1180.75,16.70,8.72,8.29,479.60,0.05,5.89,2.03,0.00,83.43
2025-06-18 15:40,-60.14,0.00,-203.01,89.60,6475.44,2.16,190.00,39.92,0.00,49.01,44.54,1938.88,1093.03,16.40,11.48,5.09,487.25,0.06,5.89,2.00,0.00,103.81
2025-06-18 15:45,-74.36,0.00,-165.32,105.00,6562.63,1.58,191.00,40.31,1.70,50.52,40.37,1792.88,1005.31,16.10,9.54,6.07,493.66,0.05,5.92,2.02,0.00,152.20
2025-06-18 15:50,-58.07,0.00,-107.59,181.45,6637.16,0.34,191.00,39.73,2.97,51.25,34.72,1695.42,917.59,15.80,6.29,10.43,499.06,0.05,5.92,1.99,0.00,177.04
2025-06-18 15:55,-71.72,0.00,-174.73,345.85,6691.71,0.03,190.00,40.01,0.46,96.21,33.84,1574.00,829.88,15.50,10.33,20.41,503.05,0.05,5.89,2.01,0.00,180.11
2025-06-18 16:00,-4.80,0.00,-185.21,348.30,6729.96,-0.41,190.00,39.83,15.15,239.84,31.15,1513.30,742.16,15.20,10.84,20.69,505.80,0.05,5.89,2.00,0.00,200.52
2025-06-18 16:05,-36.56,0.00,-161.61,351.15,6781.19,-0.39,190.00,97.69,0.22,340.70,32.95,1356.66,666.94,15.05,9.53,20.82,509.47,0.05,5.89,4.72,0.00,274.45
2025-06-18 16:10,-2.72,0.00,-123.79,335.70,6806.92,0.82,191.00,141.06,3.63,556.87,32.98,1159.89,591.71,14.90,7.28,19.98,511.32,0.06,5.92,6.92,0.00,201.74
2025-06-18 16:15,-4.16,0.00,-100.53,359.05,6856.87,-0.05,190.00,231.88,7.90,647.94,25.55,988.70,516.49,14.75,5.96,21.75,514.93,0.05,5.89,11.21,0.00,299.98
2025-06-18 16:20,-0.77,0.00,-83.68,390.15,6844.86,0.65,190.00,386.06,8.99,645.62,24.05,841.78,441.27,14.60,5.03,23.60,514.02,0.06,5.89,18.53,0.00,299.99
2025-06-18 16:25,-2.99,0.00,-202.46,455.75,6829.06,0.87,272.13,539.34,9.90,834.72,24.24,705.70,366.05,14.45,12.05,27.54,512.85,0.06,10.78,25.99,0.00,299.99
2025-06-18 16:30,-1.74,0.00,-277.61,481.55,6826.91,0.20,271.46,749.01,3.79,990.04,21.16,569.94,290.83,14.30,16.44,29.17,512.66,0.06,10.74,36.37,0.00,299.99
2025-06-18 16:35,-0.29,0.00,-461.67,1129.25,6819.69,-2.17,310.68,896.85,1.65,874.95,21.05,483.35,248.91,14.15,27.87,66.85,512.14,0.05,13.08,43.82,0.00,299.99
2025-06-18 16:40,-10.15,0.00,-253.53,596.50,6743.76,-0.89,310.33,1022.26,1.09,1062.74,22.93,350.78,206.99,14.00,15.15,35.13,506.52,0.06,13.06,50.35,0.00,350.20
2025-06-18 16:45,-7.41,0.00,-258.39,635.35,6687.29,-0.81,310.57,1078.92,2.60,1219.83,27.93,224.17,165.07,13.85,15.35,37.68,502.29,0.06,13.08,53.42,0.00,499.96
2025-06-18 16:50,-1.26,0.00,-84.93,599.45,6658.50,-0.26,311.43,1196.09,72.40,962.51,37.98,137.51,123.15,13.70,5.18,35.72,500.18,0.06,13.10,59.20,0.00,385.13
2025-06-18 16:55,-1.18,0.00,-213.92,634.35,6652.79,-1.86,310.43,1426.22,141.68,1104.98,46.24,87.06,81.23,13.55,12.80,37.75,499.73,0.06,13.07,72.74,0.00,450.88
2025-06-18 17:00,-1.21,0.00,-220.58,583.25,6654.33,-1.39,310.48,1491.60,361.78,1028.22,54.11,48.15,39.30,13.40,13.04,34.94,499.88,0.06,13.07,76.16,0.00,425.85
2025-06-18 17:05,-0.29,0.00,-296.99,666.70,6631.84,-2.37,310.49,1494.50,522.35,1017.95,65.80,21.11,32.76,13.22,17.31,40.09,498.17,0.06,13.07,76.25,0.00,499.96
2025-06-18 17:10,-1.38,0.00,-299.19,603.45,6639.48,-2.95,310.58,1582.06,460.83,1201.72,80.30,5.92,26.21,13.03,17.23,36.55,498.76,0.06,13.08,81.13,0.00,338.71
2025-06-18 17:15,-1.21,0.00,-249.13,603.60,6643.41,1.03,310.38,1624.02,555.99,1081.10,92.59,2.69,19.66,12.85,14.36,36.56,499.02,0.06,13.07,83.12,0.00,931.82
2025-06-18 17:20,-2.64,0.00,-253.17,675.20,6632.67,0.62,310.69,1622.42,284.54,1382.39,94.37,1.52,13.12,12.67,14.54,40.76,498.25,0.06,13.08,83.01,0.00,1517.87
2025-06-18 17:25,-1.18,0.00,-202.25,625.80,6673.01,1.39,310.45,1624.93,302.18,1446.72,102.47,0.05,6.57,12.48,11.53,37.56,501.43,0.07,13.07,83.19,0.00,3562.34
2025-06-18 17:30,-1.18,0.00,-232.92,686.10,6696.30,3.01,310.82,1622.49,299.45,1528.91,101.86,0.05,0.02,12.30,13.20,39.94,503.37,0.07,13.09,83.03,0.00,3478.38
2025-06-18 17:35,-1.18,0.00,-321.61,648.25,6749.89,4.19,311.03,1626.53,539.16,1544.17,107.88,0.05,0.02,12.25,17.81,37.83,507.45,0.07,13.10,83.24,0.00,1298.89
2025-06-18 17:40,-1.23,0.00,-309.85,628.00,6777.16,4.90,362.91,1627.04,547.73,1531.96,114.02,0.05,0.01,12.20,17.13,36.72,509.47,0.08,14.71,83.28,0.00,1142.63
2025-06-18 17:45,-1.28,0.00,-242.48,626.00,6802.28,2.35,414.90,1627.67,544.58,1555.36,114.91,0.05,0.01,12.15,13.37,36.48,511.18,0.07,16.32,83.32,0.00,1073.24
2025-06-18 17:50,-1.21,0.00,-268.90,642.65,6843.74,2.12,418.05,1629.15,521.16,1532.57,124.98,0.05,0.01,12.10,14.89,36.97,514.36,0.07,16.42,83.37,0.00,1089.50
2025-06-18 17:55,-1.18,0.00,-379.04,1320.65,6834.36,2.34,416.11,1626.98,489.96,1515.28,134.59,0.05,0.00,12.05,21.06,75.62,513.69,0.07,16.36,83.27,0.00,1086.32
2025-06-18 18:00,-1.28,0.00,-349.31,1278.40,6838.15,2.47,417.31,1629.59,503.58,1549.33,134.44,0.05,0.00,12.00,19.33,73.48,514.02,0.07,16.41,83.40,0.00,3607.40
2025-06-18 18:05,-1.28,0.00,-326.50,1333.45,6824.55,2.34,416.27,1625.17,491.67,1486.95,123.62,0.05,0.00,12.00,18.20,76.32,512.97,0.07,16.37,83.16,0.00,1098.39
2025-06-18 18:10,-1.25,0.00,-309.85,1381.55,6863.85,2.64,417.33,1595.26,358.44,1509.12,123.83,0.05,0.00,12.00,17.47,79.06,515.90,0.07,16.41,81.75,0.00,972.50
2025-06-18 18:15,-1.24,0.00,-238.22,1337.75,6874.77,2.78,421.32,1572.38,313.55,1554.42,128.33,0.05,0.00,12.00,13.43,76.45,516.71,0.07,16.53,80.76,0.00,1298.89
2025-06-18 18:20,-1.27,0.00,-209.59,1289.70,6860.12,2.67,417.39,1540.07,339.84,1578.32,128.44,0.05,0.00,12.00,11.77,74.02,515.61,0.07,16.41,79.19,0.00,994.00
2025-06-18 18:25,-1.24,0.00,-210.06,1327.65,6863.32,1.94,420.44,1510.44,302.70,1581.96,135.65,0.05,0.00,12.00,11.83,75.48,515.90,0.07,16.51,77.79,0.00,1113.67
2025-06-18 18:30,-1.29,0.00,-202.60,1272.35,6861.09,2.82,417.80,1484.11,426.72,1574.48,136.09,0.05,0.00,12.00,11.29,73.53,515.68,0.07,16.43,76.57,0.00,894.29
2025-06-18 18:35,-1.28,0.00,-190.16,1331.65,6871.91,3.04,423.61,1485.94,336.29,1554.55,131.53,0.05,0.00,11.92,10.71,75.79,516.49,0.07,16.61,76.68,0.00,482.40
2025-06-18 18:40,-1.28,0.00,0.00,1317.83,6860.44,3.48,422.80,1482.07,286.64,1268.92,121.30,0.05,0.00,11.83,0.00,75.26,515.84,0.07,16.59,76.45,0.00,499.96
2025-06-18 18:45,-3.72,0.00,0.00,1348.69,6865.44,2.51,415.91,1482.58,83.38,1437.80,120.30,0.05,0.00,11.75,0.00,76.71,516.43,0.07,16.38,76.49,0.00,941.00
2025-06-18 18:50,-1.32,0.00,-24.95,1254.25,6887.37,2.74,417.24,1483.16,178.54,1568.74,111.85,0.05,0.00,11.67,1.43,73.02,518.23,0.07,16.43,76.51,0.00,453.18
2025-06-18 18:55,-1.26,0.00,0.00,1384.26,6929.19,3.56,423.27,1483.28,144.26,1272.05,95.42,0.05,0.00,11.58,0.00,79.67,521.56,0.07,16.62,76.52,0.00,499.96
2025-06-18 19:00,-1.23,0.00,0.00,1319.87,6951.02,3.13,423.30,1535.23,90.53,1360.33,91.82,0.05,0.00,11.50,0.00,76.73,523.35,0.07,16.62,78.99,0.00,455.22
2025-06-18 19:05,-1.86,0.00,0.00,1397.79,6945.42,2.76,416.72,1531.09,67.39,1220.37,84.66,0.05,0.00,11.38,0.00,80.75,522.99,0.07,16.43,78.74,0.00,499.96
2025-06-18 19:10,-3.67,0.00,0.00,1356.41,6935.61,3.14,417.52,1506.29,87.04,1297.43,77.72,0.05,0.00,11.27,0.00,78.38,522.24,0.07,16.45,77.62,0.00,499.96
2025-06-18 19:15,-4.70,0.00,-53.06,1304.00,6921.47,3.15,418.63,1479.18,2.15,1637.15,72.90,0.05,0.00,11.15,3.09,75.54,521.21,0.07,16.48,76.32,0.00,499.96
2025-06-18 19:20,-4.31,0.00,-151.15,1337.85,6927.60,2.27,419.66,1473.60,0.21,1762.37,70.95,0.05,0.00,11.03,8.70,77.04,521.66,0.07,16.52,76.07,0.00,499.96
2025-06-18 19:25,-4.11,0.00,-103.24,1355.65,6931.07,1.04,417.47,1472.89,60.33,1611.35,64.63,0.05,0.00,10.92,5.99,77.80,521.89,0.07,16.44,76.02,0.00,499.96
2025-06-18 19:30,-38.99,0.00,-98.65,1373.15,6932.41,0.92,421.83,1475.20,49.06,1660.47,60.03,0.05,0.00,10.80,5.71,79.20,522.02,0.07,16.59,76.15,0.00,604.71
2025-06-18 19:35,-47.48,0.00,-84.89,1232.40,6919.35,2.97,469.85,1473.48,2.40,1813.64,57.32,0.05,0.00,10.77,4.85,72.40,521.03,0.07,18.08,76.06,0.00,499.96
