date,Battery (Charging) -  MW,Pumps -  MW,Coal (Brown) -  MW,Coal (Black) -  MW,Bioenergy (Biomass) -  MW,Distillate -  MW,Gas (Steam) -  MW,Gas (CCGT) -  MW,Gas (OCGT) -  MW,Gas (Reciprocating) -  MW,Gas (Waste Coal Mine) -  MW,Battery (Discharging) -  MW,Hydro -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2025-06-06 14:00,-357.71,-245.39,3112.56,9770.59,30.12,-0.10,40.00,302.02,42.78,0.00,38.59,0.31,878.30,5991.98,3875.70,5178.56,304.38,729.19,0.10,0.00,1.92,9.68,2.16,0.00,1.96,0.00,75.38
2025-06-06 14:05,-356.73,-244.83,3191.84,9926.57,29.96,-0.20,43.00,295.07,43.17,0.00,38.49,4.29,899.44,5893.34,3695.64,5152.54,311.96,740.55,0.10,0.00,2.06,9.57,2.18,0.00,1.96,0.00,75.85
2025-06-06 14:10,-381.09,-245.50,3101.59,9982.30,28.76,-0.10,39.00,336.22,42.84,0.00,40.89,5.18,908.22,5837.46,3793.85,5126.52,303.24,745.09,0.10,0.00,1.87,11.06,2.16,0.00,2.08,0.00,70.89
2025-06-06 14:15,-422.95,-245.42,3102.16,9945.83,29.36,-0.10,40.00,375.21,42.57,0.00,40.20,0.33,900.98,5833.28,3800.59,5100.50,303.42,742.65,0.10,0.00,1.92,12.47,2.15,0.00,2.05,0.00,70.89
2025-06-06 14:20,-388.42,-243.69,3177.78,10035.25,28.24,-0.10,44.00,379.74,42.94,0.00,40.06,8.02,951.64,5831.53,3654.85,5074.48,310.63,749.33,0.10,0.00,2.11,12.64,2.16,0.00,2.04,0.00,75.85
2025-06-06 14:25,-433.00,-244.66,3188.09,10166.13,28.21,-0.10,42.00,373.23,43.09,0.00,39.27,19.78,934.80,5826.54,3512.46,5048.47,311.50,759.09,0.10,0.00,2.02,12.58,2.17,0.00,2.00,0.00,75.85
2025-06-06 14:30,-402.59,-245.03,3164.84,10225.95,25.18,-0.10,40.00,366.91,42.71,0.00,37.47,0.31,895.23,5775.84,3594.33,5022.45,309.29,763.62,0.09,0.00,1.92,12.47,2.15,0.00,1.92,0.00,74.82
2025-06-06 14:35,-223.76,-244.49,3260.81,10331.68,25.97,-0.10,45.00,383.32,42.39,0.00,37.30,26.00,950.78,5804.25,3317.10,4840.54,318.68,771.30,0.09,0.00,2.16,12.77,2.14,0.00,1.91,0.00,83.57
2025-06-06 14:40,-304.13,-244.56,3234.78,10362.60,27.50,-0.10,40.00,406.99,42.82,0.00,37.99,0.45,940.82,5890.29,3370.18,4658.63,315.94,773.76,0.10,0.00,1.92,13.54,2.16,0.00,1.94,0.00,82.03
2025-06-06 14:45,-302.07,-243.35,3310.75,10618.53,28.69,-0.10,43.00,419.69,42.29,0.00,38.13,6.44,985.58,6001.43,3103.52,4476.72,323.32,792.37,0.10,0.00,2.06,13.97,2.13,0.00,1.95,0.00,81.99
2025-06-06 14:50,-300.59,-244.43,3227.69,10527.98,29.03,-0.10,40.00,414.30,42.15,0.00,37.79,0.56,932.58,5993.93,3470.82,4294.81,315.31,785.65,0.10,0.00,1.92,13.78,2.12,0.00,1.93,0.00,69.29
2025-06-06 14:55,-408.70,-244.49,3214.19,10629.44,29.96,-0.10,40.00,460.48,42.27,0.00,40.76,1.62,894.59,6027.07,3661.72,4112.91,314.28,793.00,0.10,0.00,1.92,15.46,2.13,0.00,2.09,0.00,78.29
2025-06-06 15:00,-414.50,-244.27,3258.28,10612.69,29.30,0.00,40.00,534.58,42.43,0.00,41.31,0.53,930.84,6086.61,3584.71,3931.00,318.46,791.72,0.10,0.00,1.92,18.02,2.14,0.00,2.12,0.00,76.35
2025-06-06 15:05,-339.56,-245.18,3369.00,10735.01,28.57,0.00,43.00,544.53,42.09,0.00,39.08,31.51,968.40,6190.81,3183.64,3759.46,329.00,800.65,0.10,0.00,2.06,18.37,2.12,0.00,2.01,0.00,80.15
2025-06-06 15:10,-391.90,-245.19,3348.88,10827.39,31.58,0.00,39.00,544.39,43.02,0.00,39.52,3.17,962.85,6162.86,3342.12,3587.91,327.01,807.55,0.10,0.00,1.87,18.35,2.17,0.00,2.03,0.00,77.59
2025-06-06 15:15,-284.02,-243.73,3415.25,11050.25,38.37,0.00,45.00,551.07,43.08,0.00,41.42,12.93,1045.78,6157.49,2972.38,3416.37,333.47,823.82,0.11,0.00,2.16,18.59,2.17,0.00,2.13,0.00,82.80
2025-06-06 15:20,-220.24,-245.19,3392.75,11163.45,38.80,0.00,40.00,600.03,43.61,0.00,42.82,1.39,1080.53,6076.18,2934.55,3244.83,331.17,832.29,0.11,0.00,1.92,20.21,2.20,0.00,2.20,0.00,79.86
2025-06-06 15:25,-288.44,0.00,3340.84,11203.54,35.87,0.00,40.00,669.06,43.13,0.00,42.10,0.34,985.31,6096.72,2904.47,3073.29,326.29,835.28,0.11,0.00,1.92,22.51,2.17,0.00,2.16,0.00,91.66
2025-06-06 15:30,-403.28,0.00,3387.75,11367.81,37.44,0.00,42.00,677.90,43.81,0.00,42.43,272.38,1065.16,6078.01,2673.66,2901.75,330.66,847.31,0.11,0.00,2.02,22.82,2.21,0.00,2.18,0.00,100.78
2025-06-06 15:35,-163.06,0.00,3410.41,11570.87,41.16,-0.10,40.00,681.63,43.53,0.00,42.63,69.98,1226.25,6105.91,2581.66,2730.62,332.90,862.34,0.12,0.00,1.92,22.96,2.19,0.00,2.19,0.00,96.78
2025-06-06 15:40,-245.49,0.00,3356.63,11490.28,39.18,-0.10,40.00,773.69,43.76,0.00,44.29,0.42,1384.45,6114.52,2610.31,2559.50,327.60,856.54,0.12,0.00,1.92,26.04,2.20,0.00,2.28,0.00,91.66
2025-06-06 15:45,-273.28,0.00,3399.88,11651.49,40.75,-0.10,40.00,883.80,82.99,0.00,42.29,4.60,1186.53,6149.85,2747.23,2388.37,331.91,868.99,0.12,0.00,1.92,29.72,4.10,0.00,2.17,0.00,94.19
2025-06-06 15:50,-204.89,0.00,3410.91,11824.88,38.34,-0.10,41.00,921.13,121.56,0.00,41.67,54.64,1219.73,6135.30,2565.91,2217.24,332.97,882.17,0.11,0.00,1.97,31.06,5.97,0.00,2.14,0.00,95.82
2025-06-06 15:55,-153.25,0.00,3416.78,11887.64,37.02,-0.10,43.00,939.10,122.41,0.00,42.61,84.85,1501.08,6071.65,2347.80,2046.12,333.50,886.83,0.11,0.00,2.06,31.68,6.01,0.00,2.19,0.00,118.44
2025-06-06 16:00,-49.18,0.00,3387.28,11939.94,37.17,-0.10,40.00,975.27,162.48,0.00,40.94,8.75,1594.50,6028.80,2399.58,1874.99,330.63,891.14,0.11,0.00,1.92,32.82,7.95,0.00,2.10,0.00,118.32
2025-06-06 16:05,-83.61,0.00,3396.41,12030.48,36.42,0.00,42.00,1019.57,152.50,0.00,43.39,80.32,1779.22,6120.63,2090.64,1737.84,331.46,898.30,0.11,0.00,2.02,34.43,7.85,0.00,2.23,0.00,128.16
2025-06-06 16:10,-7.26,0.00,3411.59,12177.61,34.06,0.00,59.00,1106.58,245.11,0.00,44.12,31.44,1711.84,6053.19,1930.30,1600.70,332.99,909.50,0.11,0.00,2.83,37.23,11.83,0.00,2.27,0.00,117.99
2025-06-06 16:15,-8.22,0.00,3414.84,12299.17,34.05,0.00,65.00,1097.93,413.81,0.00,42.30,12.37,1822.36,6148.62,1645.94,1463.55,333.30,918.47,0.11,0.00,3.12,37.03,20.40,0.00,2.17,0.00,123.63
2025-06-06 16:20,-19.64,0.00,3405.69,12418.89,34.51,0.00,62.00,1142.83,518.79,0.00,41.98,10.04,1801.18,6188.33,1618.16,1326.40,332.42,927.54,0.11,0.00,2.98,38.44,25.50,0.00,2.16,0.00,138.14
2025-06-06 16:25,-36.00,0.00,3395.41,12463.74,30.90,0.00,60.00,1204.20,637.31,0.00,43.42,10.62,1939.50,6285.70,1424.13,1189.26,331.36,930.82,0.11,0.00,2.88,40.38,30.94,0.00,2.23,0.00,174.94
2025-06-06 16:30,-4.96,0.00,3399.97,12591.25,30.81,0.00,62.00,1260.45,687.46,0.00,44.01,36.23,2092.19,6324.01,1210.41,1052.11,331.74,940.17,0.11,0.00,2.98,42.26,33.30,0.00,2.26,0.00,154.27
2025-06-06 16:35,-30.54,0.00,3351.56,12645.47,29.44,0.00,58.00,1239.01,778.99,0.00,43.69,40.01,2278.93,6382.84,1005.37,939.03,326.71,944.60,0.11,0.00,2.78,41.57,37.65,0.00,2.25,0.00,137.66
2025-06-06 16:40,-20.25,0.00,3359.19,12746.75,26.75,-0.10,60.00,1270.20,948.03,0.00,43.17,64.83,2340.14,6344.46,865.29,825.95,327.36,952.26,0.11,0.00,2.88,42.63,46.21,0.00,2.22,0.00,168.59
2025-06-06 16:45,-19.64,0.00,3359.53,12803.86,27.14,-0.10,62.00,1267.58,1092.01,0.00,42.80,84.81,2498.33,6446.53,589.52,712.87,327.33,956.49,0.11,0.00,2.98,42.55,54.38,0.00,2.20,0.00,165.40
2025-06-06 16:50,-12.71,0.00,3340.44,12874.59,27.58,-0.10,59.00,1262.84,1170.15,0.00,43.59,292.59,2605.51,6471.61,363.22,599.79,325.40,961.79,0.11,0.00,2.83,42.42,58.72,0.00,2.24,0.00,165.83
2025-06-06 16:55,-28.54,0.00,3331.41,12955.25,25.25,0.00,59.00,1262.92,1269.16,0.00,41.53,281.24,2797.46,6510.72,243.37,486.71,324.46,967.75,0.11,0.00,2.83,42.43,63.71,0.00,2.13,0.00,168.83
2025-06-06 17:00,-80.68,0.00,3308.44,12865.63,25.80,-0.10,55.00,1254.71,1407.57,0.00,40.84,465.45,2705.55,6608.12,168.87,373.63,322.26,960.98,0.11,0.00,2.64,42.15,70.85,0.00,2.10,0.00,163.96
2025-06-06 17:05,-25.14,0.00,3344.19,13009.53,25.68,-0.10,60.00,1269.84,1547.35,0.00,42.97,411.02,2666.37,6671.55,160.14,321.80,325.82,971.77,0.11,0.00,2.88,42.63,78.12,0.00,2.21,0.00,149.97
2025-06-06 17:10,-16.55,0.00,3303.88,12908.86,22.99,-0.10,57.00,1249.01,1735.08,0.00,42.03,523.68,2641.77,6683.26,96.26,269.98,321.71,964.06,0.10,0.00,2.73,41.95,87.78,0.00,2.16,0.00,143.96
2025-06-06 17:15,-4.29,0.00,3334.59,12984.65,20.20,0.00,59.00,1264.25,1903.21,0.00,46.13,374.90,2694.01,6730.98,73.23,218.16,324.76,969.57,0.10,0.00,2.83,42.45,96.28,0.00,2.37,0.00,143.59
2025-06-06 17:20,-7.51,0.00,3323.75,12984.75,20.62,0.00,59.00,1256.92,1963.49,0.00,46.42,539.51,2698.70,6759.43,59.76,166.33,323.62,969.64,0.10,0.00,2.83,42.21,99.28,0.00,2.37,0.00,153.02
2025-06-06 17:25,-6.62,0.00,3327.00,13030.42,19.22,0.00,60.00,1261.36,2017.64,0.00,46.15,588.10,2743.61,6738.48,36.54,114.51,323.95,973.12,0.10,0.00,2.88,42.36,101.97,0.00,2.37,0.00,145.44
2025-06-06 17:30,-2.07,0.00,3340.31,13076.58,24.77,0.00,66.00,1283.41,2055.21,0.00,45.35,771.75,2703.66,6794.20,24.23,62.69,325.28,976.48,0.11,0.00,3.17,43.09,103.81,0.00,2.32,0.00,188.23
2025-06-06 17:35,-7.35,0.00,3311.59,13097.42,26.77,0.00,59.00,1259.15,2060.35,0.00,46.58,605.74,2994.70,6814.35,13.76,52.54,322.48,978.11,0.11,0.00,2.83,42.29,104.08,0.00,2.39,0.00,20.01
2025-06-06 17:40,-3.47,0.00,3276.81,13024.45,27.47,0.00,60.00,1235.31,1918.43,0.00,45.94,486.55,3619.45,6815.29,9.09,42.40,319.32,972.22,0.11,0.00,2.88,41.49,97.13,0.00,2.35,0.00,96.00
2025-06-06 17:45,-19.31,0.00,3334.81,13048.70,22.90,0.00,59.00,1261.22,2115.67,0.00,46.03,289.60,3501.98,6840.78,5.14,32.25,324.85,974.29,0.10,0.00,2.83,42.36,108.05,0.00,2.36,0.00,75.89
2025-06-06 17:50,-41.77,0.00,3363.50,13099.13,24.30,0.00,62.00,1271.60,2206.72,0.00,44.98,272.96,3467.88,6869.71,2.66,22.10,327.77,977.97,0.10,0.00,2.98,42.70,113.79,0.00,2.30,0.00,96.00
2025-06-06 17:55,-8.31,0.00,3356.88,13064.63,22.99,0.00,59.00,1257.81,2237.12,0.37,45.68,365.51,3355.41,6934.83,1.21,11.96,327.18,975.45,0.10,0.00,2.83,42.24,115.91,0.02,2.34,0.00,78.66
2025-06-06 18:00,-6.23,0.00,3348.72,13057.73,28.37,0.00,58.00,1258.27,2248.74,34.82,42.66,356.06,3293.76,6895.46,0.95,1.81,326.48,975.02,0.11,0.00,2.78,42.26,116.66,1.71,2.18,0.00,41.25
2025-06-06 18:05,-9.39,0.00,3350.00,12952.35,31.15,-0.10,57.00,1249.99,2248.76,12.54,43.79,406.79,3179.17,6956.52,0.95,1.51,326.70,966.87,0.12,0.00,2.73,41.98,116.66,0.62,2.24,0.00,84.00
2025-06-06 18:10,-62.66,0.00,3372.34,12950.30,29.56,-0.10,59.00,1261.50,2148.78,23.91,44.45,347.13,3212.72,7035.33,0.95,1.21,328.95,966.67,0.11,0.00,2.83,42.36,110.41,1.18,2.28,0.00,99.12
2025-06-06 18:15,-6.40,0.00,3386.56,12950.24,22.85,-0.10,58.00,1259.09,2069.55,26.75,45.01,343.31,3233.63,7044.99,0.95,0.91,330.45,966.58,0.10,0.00,2.78,42.29,106.13,1.31,2.30,0.00,125.93
2025-06-06 18:20,-2.42,0.00,3385.72,12937.55,25.24,-0.10,58.00,1256.59,2104.75,15.69,44.59,811.55,2708.64,7021.19,0.95,0.60,330.44,965.61,0.11,0.00,2.78,42.20,107.86,0.77,2.28,0.00,154.65
2025-06-06 18:25,-3.37,0.00,3391.47,12999.71,28.74,-0.10,59.00,1259.43,2151.64,9.26,44.30,951.23,2415.29,7011.03,0.89,0.30,331.00,970.48,0.11,0.00,2.83,42.30,110.18,0.46,2.27,0.00,146.06
2025-06-06 18:30,-3.63,0.00,3389.59,12986.61,17.51,-0.10,58.00,1259.72,2235.27,26.98,44.52,883.09,2335.04,7046.71,0.89,0.00,330.85,969.54,0.10,0.00,2.78,42.31,115.62,1.33,2.28,0.00,140.24
2025-06-06 18:35,-4.17,0.00,3387.31,12972.16,16.50,-0.10,57.00,1260.42,2255.27,20.36,43.19,727.07,2348.73,7043.10,0.89,0.00,330.62,968.40,0.09,0.00,2.73,42.34,116.97,1.00,2.22,0.00,127.13
2025-06-06 18:40,-3.23,0.00,3392.03,12950.27,14.30,-0.10,41.00,1260.53,2264.62,8.96,43.03,799.13,2295.60,7040.10,0.89,0.00,331.09,966.49,0.09,0.00,1.97,42.36,117.47,0.44,2.21,0.00,124.79
2025-06-06 18:45,-2.26,0.00,3401.09,12881.73,19.83,-0.10,40.00,1274.45,2183.74,0.00,40.43,955.12,2255.13,7031.60,0.89,0.00,331.99,960.91,0.10,0.00,1.92,42.82,113.35,0.00,2.09,0.00,140.00
2025-06-06 18:50,-1.74,0.00,3407.00,12885.84,20.20,-0.10,40.00,1270.52,2191.32,21.76,40.50,807.49,2361.19,6979.06,0.89,0.00,332.57,960.90,0.10,0.00,1.92,42.69,113.70,1.07,2.09,0.00,140.38
2025-06-06 18:55,-2.37,0.00,3408.16,12875.62,18.97,-0.10,41.00,1271.33,2186.60,25.64,40.40,768.95,2389.36,7017.27,0.89,0.00,332.72,959.96,0.10,0.00,1.97,42.71,113.46,1.26,2.08,0.00,151.93
2025-06-06 19:00,-15.74,0.00,3380.81,12799.22,20.52,0.00,40.00,1263.21,2185.93,40.47,40.30,692.43,2442.14,7010.70,0.89,0.00,329.98,954.10,0.10,0.00,1.92,42.45,113.43,1.99,2.08,0.00,153.97
2025-06-06 19:05,-4.16,0.00,3402.91,12838.27,22.78,0.00,40.00,1272.57,2190.44,45.11,40.81,485.85,2476.54,7011.33,0.89,0.00,332.16,956.70,0.10,0.00,1.92,42.76,113.66,2.22,2.10,0.00,163.57
2025-06-06 19:10,-5.22,0.00,3388.19,12776.74,20.97,0.00,40.00,1269.30,2152.76,58.37,41.22,454.83,2452.28,7018.84,0.89,0.00,330.68,951.89,0.10,0.00,1.92,42.66,111.42,2.87,2.12,0.00,151.53
2025-06-06 19:15,-5.22,0.00,3383.47,12733.38,23.17,0.00,40.00,1266.68,2119.30,65.28,41.67,423.65,2382.32,7016.83,0.89,0.00,330.25,948.49,0.10,0.00,1.92,42.59,109.39,3.21,2.14,0.00,137.58
2025-06-06 19:20,-3.59,0.00,3405.19,12714.93,22.78,0.00,40.00,1284.34,2112.44,60.97,41.17,504.10,2269.51,7019.72,0.89,0.00,332.39,947.01,0.10,0.00,1.92,43.17,108.92,3.00,2.12,0.00,135.77
2025-06-06 19:25,-4.37,0.00,3398.97,12682.23,27.31,0.00,40.00,1272.99,2101.60,77.46,41.16,505.79,2286.39,7041.43,0.89,0.00,331.72,944.52,0.11,0.00,1.92,42.78,108.27,3.81,2.12,0.00,147.01
2025-06-06 19:30,-6.57,0.00,3396.28,12682.11,27.43,0.00,40.00,1267.37,2101.92,69.87,40.78,379.40,2275.77,7071.66,0.89,0.00,331.49,944.47,0.11,0.00,1.92,42.60,108.29,3.43,2.10,0.00,139.28
2025-06-06 19:35,-8.97,0.00,3379.88,12659.17,28.08,0.00,40.00,1268.11,2056.02,69.60,40.95,353.90,2167.79,7161.50,0.89,0.00,329.91,942.73,0.11,0.00,1.92,42.62,105.14,3.42,2.11,0.00,136.39
2025-06-06 19:40,-6.40,0.00,3392.19,12641.48,27.04,-0.10,40.00,1265.85,1857.01,7.92,41.49,513.05,2093.94,7204.92,0.89,0.00,331.12,941.19,0.11,0.00,1.92,42.55,94.27,0.39,2.14,0.00,136.26
2025-06-06 19:45,-2.36,0.00,3405.75,12664.78,27.25,-0.10,41.00,1284.41,1732.63,0.00,43.01,557.04,2138.69,7161.29,0.86,0.00,332.42,942.92,0.11,0.00,1.97,43.16,88.13,0.00,2.21,0.00,152.19
2025-06-06 19:50,-2.21,0.00,3417.00,12769.28,28.98,-0.10,42.00,1283.52,1568.10,0.00,44.49,541.98,2305.75,7040.45,0.86,0.00,333.54,950.98,0.11,0.00,2.02,43.13,79.60,0.00,2.28,0.00,152.54
2025-06-06 19:55,-2.94,0.00,3394.09,12784.49,28.67,-0.10,40.00,1275.04,1463.51,0.00,45.03,571.63,2323.04,6935.03,0.86,0.00,331.24,952.15,0.11,0.00,1.92,42.84,73.85,0.00,2.30,0.00,168.80
2025-06-06 20:00,-14.71,0.00,3383.53,12735.27,28.11,-0.10,40.00,1265.61,1414.78,0.00,45.24,465.61,2344.84,6896.97,0.89,0.00,330.24,948.50,0.11,0.00,1.92,42.54,71.09,0.00,2.31,0.00,141.04
2025-06-06 20:05,-2.03,0.00,3411.00,12734.92,30.05,-0.10,41.00,1288.66,1416.26,0.00,45.15,467.51,2245.46,6950.34,0.89,0.00,332.96,948.32,0.11,0.00,1.97,43.31,71.17,0.00,2.31,0.00,141.83
2025-06-06 20:10,-30.54,0.00,3398.31,12713.31,34.53,-0.10,41.00,1277.19,1230.76,0.00,44.72,486.14,2453.61,6960.25,0.89,0.00,331.68,946.89,0.12,0.00,1.97,42.93,61.22,0.00,2.29,0.00,155.23
2025-06-06 20:15,-21.13,0.00,3407.91,12774.62,34.17,-0.10,41.00,1288.22,1052.15,0.00,45.05,453.60,2474.76,7016.67,0.93,0.00,332.67,951.70,0.12,0.00,1.97,43.30,51.86,0.00,2.30,0.00,164.98
2025-06-06 20:20,-65.20,0.00,3395.03,12841.43,34.54,-0.10,40.00,1273.53,895.78,0.00,45.10,435.96,2454.91,7026.79,0.93,0.00,331.34,957.00,0.12,0.00,1.92,42.81,44.18,0.00,2.31,0.00,142.90
2025-06-06 20:25,-12.13,0.00,3415.38,12865.38,34.45,-0.10,43.00,1301.11,852.98,0.00,43.95,335.88,2457.77,7135.14,0.93,0.00,333.37,958.76,0.12,0.00,2.06,43.72,42.12,0.00,2.25,0.00,143.63
2025-06-06 20:30,-35.27,0.00,3393.28,12821.71,33.58,-0.10,40.00,1271.96,853.66,0.00,45.53,257.51,2477.43,7252.23,0.93,0.00,331.19,955.77,0.12,0.00,1.92,42.75,42.16,0.00,2.33,0.00,137.14
2025-06-06 20:35,-26.91,0.00,3386.09,12811.28,33.74,-0.10,40.00,1225.15,851.05,0.00,45.45,213.84,2337.43,7288.16,0.93,0.00,330.49,955.26,0.12,0.00,1.92,41.29,42.03,0.00,2.32,0.00,135.28
2025-06-06 20:40,-17.75,0.00,3402.28,12797.53,33.14,-0.10,40.00,1187.27,703.00,0.00,44.37,177.01,2316.50,7446.38,1.13,0.00,332.12,954.20,0.12,0.00,1.92,40.13,34.48,0.00,2.27,0.00,137.62
2025-06-06 20:45,-13.34,0.00,3402.38,12846.06,33.58,-0.10,40.00,1149.10,627.28,0.00,45.81,195.99,2288.07,7513.92,1.13,0.00,332.07,958.01,0.12,0.00,1.92,38.95,30.76,0.00,2.34,0.00,136.65
2025-06-06 20:50,-17.87,0.00,3401.66,12867.61,34.72,-0.10,40.00,1143.11,591.95,0.00,45.80,148.45,2267.36,7513.80,1.13,0.00,332.03,959.79,0.12,0.00,1.92,38.78,29.12,0.00,2.34,0.00,134.56
2025-06-06 20:55,-17.62,0.00,3397.38,12868.85,35.18,-0.10,41.00,1134.38,541.30,0.00,44.08,137.88,2202.96,7479.10,1.13,0.00,331.57,959.99,0.12,0.00,1.97,38.49,26.68,0.00,2.25,0.00,134.62
2025-06-06 21:00,-29.40,0.00,3395.81,12884.95,33.97,-0.10,41.00,1138.13,485.27,0.00,45.10,143.74,2113.84,7448.40,1.13,0.00,331.44,961.41,0.12,0.00,1.97,38.62,23.91,0.00,2.31,0.00,112.31
2025-06-06 21:05,-20.32,0.00,3396.63,12918.51,34.21,-0.10,41.00,1102.39,397.55,0.00,44.65,164.97,2027.20,7480.32,1.13,0.00,331.52,964.10,0.12,0.00,1.97,37.42,19.62,0.00,2.28,0.00,96.61
2025-06-06 21:10,-16.06,0.00,3401.47,12817.56,31.75,-0.10,41.00,1066.54,288.08,0.00,44.36,196.72,2156.94,7507.69,1.13,0.00,332.00,956.37,0.12,0.00,1.97,36.34,13.99,0.00,2.27,0.00,96.44
2025-06-06 21:15,-16.17,0.00,3396.94,12761.01,32.88,-0.10,40.00,1019.48,212.82,0.00,44.73,174.59,2168.80,7601.48,1.23,0.00,331.56,952.15,0.12,0.00,1.92,34.86,10.29,0.00,2.29,0.00,100.50
2025-06-06 21:20,-20.70,0.00,3388.66,12737.74,32.36,-0.10,40.00,992.25,163.60,0.00,44.70,121.92,2093.58,7665.15,1.23,0.00,330.72,950.60,0.12,0.00,1.92,34.00,7.98,0.00,2.29,0.00,92.61
2025-06-06 21:25,-15.20,0.00,3407.25,12685.78,-9.49,-0.10,41.00,969.76,147.71,0.00,14.27,107.75,1977.13,7690.49,1.13,0.00,332.58,946.38,0.05,0.00,1.97,33.34,7.24,0.00,0.67,0.00,91.38
2025-06-06 21:30,-14.69,0.00,3414.03,12587.85,33.89,-0.10,42.00,906.28,145.26,0.00,46.31,145.58,1970.62,7692.47,1.03,0.00,333.23,938.78,0.12,0.00,2.02,31.38,7.12,0.00,2.37,0.00,89.53
2025-06-06 21:35,-15.42,0.00,3411.31,12586.46,29.88,0.00,43.00,797.15,145.27,0.00,46.38,135.11,1981.83,7736.82,1.03,0.00,332.94,938.85,0.11,0.00,2.06,27.95,7.12,0.00,2.38,0.00,91.63
2025-06-06 21:40,-25.51,0.00,3396.84,12647.40,28.45,0.00,41.00,797.37,144.18,0.00,46.56,82.25,1786.93,7768.87,1.03,0.00,331.46,943.42,0.11,0.00,1.97,27.92,7.06,0.00,2.39,0.00,93.35
2025-06-06 21:45,-44.04,0.00,3408.03,12668.97,27.04,0.00,41.00,789.91,144.10,0.00,46.85,84.51,1624.28,7826.77,1.03,0.00,332.61,945.11,0.11,0.00,1.97,27.64,7.06,0.00,2.40,0.00,91.08
2025-06-06 21:50,-71.71,0.00,3395.13,12622.90,27.96,0.00,41.00,711.54,143.98,0.00,46.58,87.19,1611.54,7852.08,1.03,0.00,331.25,941.79,0.11,0.00,1.97,24.99,7.06,0.00,2.38,0.00,88.86
2025-06-06 21:55,-57.48,0.00,3383.88,12591.00,29.67,-0.10,41.00,662.73,142.70,0.00,45.11,24.17,1494.33,8001.64,1.03,0.00,330.09,939.50,0.11,0.00,1.97,23.33,6.99,0.00,2.31,0.00,88.88
2025-06-06 22:00,-114.67,0.00,3370.84,12566.90,35.12,0.00,40.00,649.86,142.94,0.00,46.23,0.45,1389.99,7982.15,1.03,0.00,328.84,937.69,0.12,0.00,1.92,22.86,7.00,0.00,2.37,0.00,77.54
2025-06-06 22:05,-72.16,0.00,3368.25,12506.90,30.34,0.00,40.00,634.16,143.71,0.00,45.63,1.03,1252.11,7933.23,1.03,0.00,328.54,933.40,0.11,0.00,1.92,22.30,7.04,0.00,2.34,0.00,20.48
2025-06-06 22:10,-44.08,0.00,3369.81,12383.50,37.19,0.00,43.00,627.87,142.62,0.00,45.01,29.71,1213.66,7985.42,1.03,0.00,328.84,924.79,0.11,0.00,2.06,22.07,6.99,0.00,2.30,0.00,20.01
2025-06-06 22:15,-44.57,0.00,3336.06,12283.46,56.54,0.00,41.00,624.42,145.84,0.00,45.40,39.76,1324.85,7965.76,1.03,0.00,325.65,917.72,0.12,0.00,1.97,21.94,7.14,0.00,2.32,0.00,24.68
2025-06-06 22:20,-55.02,0.00,3353.22,12193.05,54.54,0.00,41.00,644.24,144.64,0.00,46.46,7.82,1408.25,7908.37,1.03,0.00,327.27,911.33,0.11,0.00,1.97,22.60,7.09,0.00,2.38,0.00,30.35
2025-06-06 22:25,-57.78,0.00,3313.44,12134.77,56.60,0.00,42.00,621.10,144.59,0.00,45.71,11.91,1394.96,7907.47,1.03,0.00,323.45,907.03,0.12,0.00,2.02,21.82,7.09,0.00,2.34,0.00,20.01
2025-06-06 22:30,-43.60,0.00,3283.56,12096.03,57.84,0.00,41.00,543.79,144.74,0.00,45.66,22.88,1377.83,7961.91,1.03,0.00,320.74,904.12,0.12,0.00,1.97,19.21,7.09,0.00,2.33,0.00,29.84
2025-06-06 22:35,-32.71,0.00,3276.81,12109.06,56.45,0.00,42.00,449.17,147.53,0.00,45.74,24.60,1303.96,8024.26,1.03,0.00,320.08,905.04,0.11,0.00,2.02,16.03,7.23,0.00,2.34,0.00,25.63
2025-06-06 22:40,-61.43,0.00,3261.09,12095.63,55.36,-0.10,40.00,392.06,147.39,0.00,45.38,0.29,1212.74,8087.96,1.03,0.00,318.57,903.95,0.11,0.00,1.92,14.06,7.22,0.00,2.32,0.00,20.01
2025-06-06 22:45,-45.40,0.00,3232.97,12052.52,57.46,-0.10,40.00,387.13,147.35,0.00,45.04,7.53,1165.57,8096.91,1.03,0.00,315.99,900.47,0.12,0.00,1.92,13.90,7.22,0.00,2.30,0.00,36.86
2025-06-06 22:50,-44.59,0.00,3199.59,12020.06,55.14,-0.10,39.00,384.43,144.86,0.00,44.76,0.57,1084.71,8042.58,1.03,0.00,312.78,898.09,0.11,0.00,1.87,13.81,7.10,0.00,2.28,0.00,20.01
