date,Battery (Charging) -  MW,Pumps -  MW,Exports -  MW,Imports -  MW,Coal (Black) -  MW,Bioenergy (Biomass) -  MW,Gas (CCGT) -  MW,Gas (OCGT) -  MW,Battery (Discharging) -  MW,Hydro -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2025-07-02 09:05,-0.25,0.00,-448.43,1319.95,6291.06,6.07,0.00,40.84,2.45,0.00,1693.83,1615.99,586.19,14.67,22.03,52.24,472.96,0.08,0.00,2.05,0.00,41.86
2025-07-02 09:10,-10.39,0.00,-391.71,1364.95,6235.64,4.08,0.00,41.19,2.18,0.00,1694.87,1717.39,635.39,14.63,18.99,52.57,468.82,0.07,0.00,2.07,0.00,84.79
2025-07-02 09:15,-7.48,0.00,-452.68,1311.60,6243.80,4.62,0.00,41.14,0.02,0.00,1658.69,1850.94,684.59,14.60,21.74,50.03,469.44,0.08,0.00,2.06,0.00,57.76
2025-07-02 09:20,-15.34,-80.64,-452.03,1304.60,6218.70,3.27,0.00,41.01,0.00,0.00,1629.13,1954.64,733.79,14.57,21.35,48.71,467.62,0.07,0.00,2.06,0.00,35.88
2025-07-02 09:25,-11.03,-79.83,-421.51,1329.80,6081.56,2.82,0.00,40.95,0.33,0.00,1631.04,1911.06,782.99,14.53,19.84,48.48,457.56,0.07,0.00,2.06,0.00,57.56
2025-07-02 09:30,-13.50,-80.85,-439.54,1311.05,6071.75,2.55,0.00,40.55,0.00,0.00,1609.89,1964.28,832.19,14.50,20.61,47.46,456.92,0.07,0.00,2.03,0.00,57.01
2025-07-02 09:35,-19.33,-80.64,-413.03,1258.90,6020.60,2.67,0.00,41.13,0.00,0.00,1524.54,2101.89,888.90,14.52,19.21,46.01,453.27,0.07,0.00,2.06,0.00,64.89
2025-07-02 09:40,-9.62,-80.44,-449.54,1251.10,6002.22,2.13,0.00,41.83,0.41,0.00,1530.56,2175.24,945.62,14.53,20.72,45.73,451.88,0.07,0.00,2.10,0.00,64.89
2025-07-02 09:45,-56.16,-80.54,-446.99,1264.15,5958.69,2.37,0.00,41.13,1.64,0.00,1542.72,2159.00,1002.33,14.55,20.55,46.41,448.71,0.07,0.00,2.06,0.00,59.53
2025-07-02 09:50,-80.81,-80.64,-460.46,1247.40,5916.38,1.65,0.00,41.89,0.13,0.00,1541.61,2200.27,1059.05,14.57,21.03,45.69,445.59,0.07,0.00,2.10,0.00,21.11
2025-07-02 09:55,-64.35,-80.44,-430.64,1255.90,5827.97,0.66,0.00,40.99,0.13,7.30,1523.40,2148.70,1115.76,14.58,19.69,45.90,439.02,0.06,0.00,2.06,0.00,56.98
2025-07-02 10:00,-94.02,-80.64,-428.48,1280.55,5743.77,-0.17,0.00,40.96,0.13,6.70,1495.26,2135.46,1172.48,14.60,19.57,45.12,432.78,0.06,0.00,2.06,0.00,56.98
2025-07-02 10:05,-68.57,-80.75,-408.53,1285.10,5645.52,-0.51,0.00,41.20,0.10,7.20,1496.18,2154.36,1226.87,14.62,18.49,44.86,425.45,0.06,0.00,2.07,0.00,64.89
2025-07-02 10:10,-56.43,-80.85,-387.41,1248.60,5670.74,-1.27,0.00,41.09,0.04,6.90,1454.21,2220.14,1281.25,14.63,17.52,43.75,427.24,0.06,0.00,2.06,0.00,64.89
2025-07-02 10:15,-8.21,-80.54,-423.75,1269.35,5688.05,-1.52,0.00,40.53,0.71,7.20,1443.66,2150.10,1335.64,14.65,19.35,44.75,428.55,0.06,0.00,2.03,0.00,84.85
2025-07-02 10:20,-71.62,-80.75,-408.93,1209.05,5745.65,-2.42,0.00,41.20,0.07,6.60,1442.90,2177.67,1390.02,14.67,18.69,42.52,432.72,0.05,0.00,2.07,0.00,56.98
2025-07-02 10:25,-18.90,-80.44,-425.35,1207.15,5597.43,-2.36,0.00,41.02,0.00,7.20,1402.63,2252.50,1444.41,14.68,19.18,42.43,421.81,0.05,0.00,2.06,0.00,64.89
2025-07-02 10:30,-40.34,-80.44,-479.83,1206.20,5636.05,-2.13,0.00,41.02,0.25,6.60,1375.91,2322.23,1498.80,14.70,21.60,42.43,424.68,0.05,0.00,2.06,0.00,64.89
2025-07-02 10:35,-39.41,-80.44,-530.47,1203.55,5633.83,-2.65,0.00,40.57,0.00,6.90,1401.00,2295.62,1574.51,14.78,23.88,42.19,424.53,0.05,0.00,2.04,0.00,-13.63
2025-07-02 10:40,-11.32,-80.64,-504.94,1169.15,5473.25,-3.02,0.00,40.99,0.18,6.60,1416.29,2375.35,1650.22,14.87,22.26,41.16,412.66,0.05,0.00,2.06,0.00,-9.50
2025-07-02 10:45,-50.98,-80.44,-535.11,1265.40,5358.43,-3.09,0.00,40.85,0.90,7.20,1410.00,2331.75,1725.94,14.95,23.51,45.02,404.09,0.05,0.00,2.05,0.00,-19.44
2025-07-02 10:50,-101.68,-80.23,-426.25,1259.85,5283.21,-3.04,0.00,40.97,2.25,7.50,1336.27,2226.40,1801.65,15.03,18.99,45.53,398.53,0.05,0.00,2.06,0.00,56.98
2025-07-02 10:55,-60.16,-80.75,-497.77,1253.65,5153.38,-3.32,0.00,40.51,0.17,6.90,1389.91,2342.77,1877.37,15.12,21.55,46.88,388.87,0.05,0.00,2.03,0.00,-12.01
2025-07-02 11:00,-61.75,-80.54,-471.48,1232.00,5076.86,-3.33,0.00,40.52,0.42,7.40,1386.89,2316.56,1953.08,15.20,20.35,46.66,383.18,0.05,0.00,2.03,0.00,-18.77
2025-07-02 11:05,-89.17,-80.64,-418.96,1195.75,4986.80,-2.92,0.00,40.32,0.00,45.30,1420.20,2317.82,1957.00,15.23,17.81,46.14,376.53,0.05,0.00,2.02,0.00,45.91
2025-07-02 11:10,-127.09,-80.13,-417.08,1198.70,4907.25,-3.00,0.00,40.08,0.10,45.60,1440.97,2351.75,1960.91,15.27,17.50,46.38,370.61,0.05,0.00,2.01,0.00,36.50
2025-07-02 11:15,-137.72,-80.23,-387.47,1226.60,4830.96,-3.02,0.00,39.97,0.14,45.30,1497.22,2292.07,1964.82,15.30,16.15,47.13,364.92,0.05,0.00,2.01,0.00,57.01
2025-07-02 11:20,-166.76,-80.34,-437.60,1283.75,4903.40,-2.79,0.00,40.42,0.15,45.40,1509.26,2309.69,1968.73,15.33,18.30,49.41,370.27,0.05,0.00,2.03,0.00,65.87
2025-07-02 11:25,-169.48,-80.64,-423.05,1155.05,5034.01,-2.89,0.00,40.70,0.02,45.60,1559.54,2344.31,1972.65,15.37,17.72,45.36,379.92,0.05,0.00,2.04,0.00,57.01
2025-07-02 11:30,-157.62,-80.54,-489.05,1209.15,5045.29,-2.74,0.00,40.14,4.26,44.80,1562.99,2347.45,1976.56,15.40,20.48,46.84,380.87,0.05,0.00,2.01,0.00,57.01
2025-07-02 11:35,-205.58,-80.34,-435.95,1187.40,5123.93,-2.70,0.00,39.91,31.80,45.30,1559.56,2241.22,1942.93,15.50,18.54,46.56,386.70,0.05,0.00,2.00,0.00,139.95
2025-07-02 11:40,-263.79,-80.64,-392.07,1155.35,5217.10,-2.69,0.00,39.91,0.00,44.80,1534.78,2194.07,1909.30,15.60,16.99,45.38,393.52,0.05,0.00,2.00,0.00,73.89
2025-07-02 11:45,-208.97,-80.75,-355.21,995.75,5274.55,-2.87,0.00,40.95,4.00,44.50,1549.24,2199.71,1875.67,15.70,15.42,39.04,397.68,0.05,0.00,2.06,0.00,84.79
2025-07-02 11:50,-210.46,-80.85,-338.82,940.85,5319.56,-3.59,0.00,39.81,9.61,44.60,1571.51,2218.48,1842.04,15.80,14.68,37.18,400.91,0.05,0.00,2.00,0.00,84.79
2025-07-02 11:55,-209.48,-80.64,-384.78,1005.95,5292.05,-2.81,0.00,40.34,2.04,44.70,1603.52,2228.47,1808.41,15.90,16.58,39.13,398.94,0.05,0.00,2.02,0.00,84.79
2025-07-02 12:00,-238.89,-80.54,-355.60,985.55,5271.20,-2.87,0.00,40.30,0.27,44.80,1651.70,2193.02,1774.79,16.00,15.28,39.06,397.42,0.05,0.00,2.02,0.00,57.01
2025-07-02 12:05,-237.92,-80.54,-358.39,946.20,5217.71,-2.90,0.00,40.59,0.81,44.80,1679.58,2238.85,1786.92,16.08,15.21,38.06,393.55,0.05,0.00,2.04,0.00,64.89
2025-07-02 12:10,-239.74,-80.64,-373.44,959.60,5130.57,-2.07,0.00,40.55,0.32,46.90,1694.98,2238.93,1799.05,16.17,15.71,38.40,387.12,0.05,0.00,2.03,0.00,-15.24
2025-07-02 12:15,-237.28,-80.64,-376.25,972.75,5019.32,-2.43,0.00,40.67,0.50,44.60,1731.97,2245.30,1811.18,16.25,15.62,38.93,378.92,0.05,0.00,2.04,0.00,2.93
2025-07-02 12:20,-278.45,-80.54,-341.98,1016.50,4933.48,-2.43,0.00,40.87,0.07,44.70,1700.26,2212.82,1823.32,16.33,14.19,40.09,372.52,0.05,0.00,2.05,0.00,56.98
2025-07-02 12:25,-253.54,-80.64,-307.16,991.95,4865.80,-2.20,0.00,41.00,3.18,45.40,1681.86,2168.06,1835.45,16.42,12.75,39.23,367.51,0.05,0.00,2.06,0.00,64.89
2025-07-02 12:30,-236.58,-80.64,-338.00,991.00,4906.18,-2.39,0.00,41.11,0.38,44.90,1672.77,2115.12,1847.58,16.50,14.19,39.45,370.50,0.05,0.00,2.06,0.00,57.01
2025-07-02 12:35,-217.12,-80.54,-372.73,959.40,4907.89,-2.52,0.00,41.21,0.64,45.00,1709.95,2135.81,1896.66,16.70,15.54,38.97,370.65,0.05,0.00,2.07,0.00,57.01
2025-07-02 12:40,-292.01,-80.34,-367.74,948.55,4880.03,-2.44,0.00,40.98,0.00,44.40,1683.01,2218.97,1945.74,16.90,15.20,38.73,368.53,0.05,0.00,2.06,0.00,-0.55
2025-07-02 12:45,-333.83,-80.44,-409.56,942.55,4782.81,-2.41,0.00,41.01,0.00,44.40,1707.03,2240.00,1994.83,17.10,16.70,36.22,361.33,0.05,0.00,2.06,0.00,-17.01
2025-07-02 12:50,-376.91,-80.64,-392.96,956.00,4698.22,-2.77,0.00,41.47,0.00,44.80,1748.99,2192.86,2043.91,17.30,15.90,36.47,355.02,0.05,0.00,2.08,0.00,-23.00
2025-07-02 12:55,-334.56,-80.34,-300.69,1034.45,4617.60,-3.44,0.00,38.01,0.00,1.40,1729.39,1973.18,2092.99,17.50,12.48,39.80,349.06,0.05,0.00,1.91,0.00,-15.01
2025-07-02 13:00,-135.88,-80.75,-397.97,975.35,4487.01,-3.40,0.00,37.83,0.00,0.00,1715.57,2173.83,2142.07,17.70,15.96,37.71,339.36,0.05,0.00,1.90,0.00,24.00
2025-07-02 13:05,-122.87,-158.44,-376.51,966.95,4455.27,-3.41,0.00,37.81,0.02,0.00,1749.78,2189.30,2100.62,17.43,14.83,37.82,337.03,0.05,0.00,1.90,0.00,35.88
2025-07-02 13:10,-115.90,-255.84,-308.34,973.05,4401.41,-3.20,0.00,38.03,1.22,0.00,1780.02,2187.88,2059.16,17.17,11.88,38.38,332.65,0.05,0.00,1.91,0.00,36.50
2025-07-02 13:15,-118.75,-278.24,-305.02,987.55,4422.65,-3.08,0.00,37.85,1.40,0.00,1772.95,2204.57,2017.71,16.90,11.73,38.64,333.93,0.05,0.00,1.90,0.00,36.50
2025-07-02 13:20,-34.01,-277.94,-344.70,982.35,4460.93,-3.00,0.00,37.97,0.23,0.00,1795.63,2237.24,1976.26,16.63,13.22,38.03,336.70,0.05,0.00,1.91,0.00,35.88
2025-07-02 13:25,-31.56,-277.73,-273.26,990.95,4427.27,-3.21,0.00,37.84,1.33,0.00,1741.99,2233.34,1934.81,16.37,10.51,38.40,334.11,0.05,0.00,1.90,0.00,64.89
2025-07-02 13:30,-35.73,-278.44,-343.27,1014.85,4528.80,-3.01,0.00,37.83,0.14,0.00,1744.88,2219.09,1893.36,16.10,13.36,38.62,341.60,0.05,0.00,1.90,0.00,64.89
2025-07-02 13:35,-64.15,-278.54,-394.27,1023.70,4648.17,-3.08,0.00,38.02,0.12,0.00,1751.30,2257.51,1854.13,16.13,15.45,39.00,350.44,0.05,0.00,1.91,0.00,51.71
2025-07-02 13:40,-60.79,-278.34,-340.79,975.20,4661.64,-3.05,0.00,37.85,0.76,0.00,1694.42,2220.22,1814.91,16.17,13.52,37.19,351.56,0.05,0.00,1.90,0.00,55.45
2025-07-02 13:45,-92.63,-277.74,-350.59,990.80,4680.81,-2.92,0.00,37.79,37.27,0.00,1673.15,2226.22,1775.68,16.20,13.90,37.38,352.98,0.05,0.00,1.90,0.00,61.21
2025-07-02 13:50,-95.73,-278.54,-375.06,1000.55,4736.82,-2.49,0.00,37.76,1.27,0.00,1633.61,2279.43,1736.46,16.23,14.99,38.57,357.14,0.05,0.00,1.89,0.00,57.01
2025-07-02 13:55,-118.61,-277.33,-381.85,982.05,4831.54,-2.53,0.00,42.25,6.54,0.00,1617.60,2301.23,1697.23,16.27,15.38,38.20,364.15,0.05,0.00,2.12,0.00,56.98
2025-07-02 14:00,-120.88,-279.34,-326.51,974.55,4755.00,-2.45,0.00,42.57,0.00,1.16,1626.06,2261.62,1658.01,16.30,13.11,37.13,358.48,0.05,0.00,2.14,0.00,57.01
2025-07-02 14:05,-139.19,-278.04,-359.99,999.30,4776.93,-2.57,0.00,42.55,0.29,1.57,1638.01,2307.24,1626.15,16.28,14.39,37.66,360.10,0.05,0.00,2.14,0.00,-17.01
2025-07-02 14:10,-32.61,-278.54,-327.36,966.85,4710.01,-2.51,0.00,42.24,0.00,1.72,1648.90,2247.74,1594.30,16.27,13.08,36.57,355.43,0.05,0.00,2.12,0.00,-17.01
2025-07-02 14:15,-37.30,-277.03,-342.94,988.00,4643.41,-2.72,0.00,37.84,0.25,2.04,1675.07,2257.20,1562.44,16.25,13.58,36.87,350.80,0.05,0.00,1.90,0.00,-15.01
2025-07-02 14:20,-33.05,-276.63,-317.20,1022.90,4615.36,-2.59,0.00,37.84,0.81,2.04,1563.07,2322.68,1530.59,16.23,12.60,37.44,349.02,0.05,0.00,1.90,0.00,-16.63
2025-07-02 14:25,-170.10,-277.14,-270.63,1016.40,4595.02,-2.87,0.00,37.75,0.00,2.13,1711.43,2291.33,1498.73,16.22,10.60,36.91,347.79,0.05,0.00,1.89,0.00,35.88
2025-07-02 14:30,-128.85,-278.24,-337.14,1026.90,4556.93,-3.06,0.00,37.82,0.17,2.24,1736.85,2357.79,1466.87,16.20,13.02,36.86,345.02,0.05,0.00,1.90,0.00,0.25
2025-07-02 14:35,-34.61,-278.44,-315.94,1033.55,4473.09,-2.96,0.00,37.94,0.04,2.19,1740.70,2349.71,1402.48,16.12,12.10,36.73,338.96,0.05,0.00,1.90,0.00,35.88
2025-07-02 14:40,-50.49,-277.24,-256.80,1022.20,4515.77,-2.69,0.00,37.85,0.10,2.04,1759.68,2244.99,1338.08,16.03,9.98,36.71,342.21,0.05,0.00,1.90,0.00,35.88
2025-07-02 14:45,-40.60,-276.64,-275.59,1027.65,4670.73,-2.27,0.00,37.86,4.60,2.13,1733.99,2187.70,1273.68,15.95,10.98,37.07,353.77,0.05,0.00,1.90,0.00,35.88
2025-07-02 14:50,-66.04,-277.94,-303.75,1094.40,4752.05,-2.59,0.00,37.88,33.80,2.04,1728.82,2253.90,1209.28,15.87,12.07,39.32,359.88,0.05,0.00,1.90,0.00,36.68
2025-07-02 14:55,-67.34,-277.24,-317.10,1068.25,4846.66,-2.22,0.00,37.87,0.85,35.56,1732.77,2275.87,1144.88,15.78,12.68,38.58,366.89,0.05,0.00,1.90,0.00,36.50
2025-07-02 15:00,-77.99,-278.24,-303.01,1029.40,4860.48,-2.49,0.00,37.85,0.00,41.09,1781.71,2260.47,1080.48,15.70,12.08,36.96,367.88,0.05,0.00,1.90,0.00,35.88
2025-07-02 15:05,-66.77,-277.83,-360.92,1093.35,4843.39,-1.70,0.00,37.91,2.84,43.87,1818.04,2294.93,1027.95,15.67,14.25,38.89,366.61,0.05,0.00,1.90,0.00,-17.01
2025-07-02 15:10,-178.64,-277.03,-295.42,1155.75,4949.88,-0.04,0.00,37.89,1.88,43.29,1852.66,2194.81,975.42,15.63,11.86,41.64,374.48,0.05,0.00,1.90,0.00,64.89
2025-07-02 15:15,-172.92,-276.63,-295.69,1117.45,5069.15,0.33,0.00,37.84,0.07,43.04,1894.76,2131.77,922.88,15.60,12.03,39.84,383.33,0.05,0.00,1.90,0.00,64.89
2025-07-02 15:20,-205.30,-277.84,-317.78,1113.90,5189.51,0.08,0.00,37.80,0.03,32.08,1900.38,2178.74,870.35,15.57,13.00,39.75,392.20,0.05,0.00,1.90,0.00,0.00
2025-07-02 15:25,-202.12,-278.34,-295.47,1140.20,5221.91,0.70,0.00,37.84,0.00,2.55,1894.73,2128.99,817.81,15.53,12.23,43.58,394.56,0.05,0.00,1.90,0.00,57.01
2025-07-02 15:30,-158.53,-276.94,-305.30,1118.25,5261.31,1.31,0.00,42.69,0.00,2.01,1919.03,2114.59,765.28,15.50,12.66,42.77,397.43,0.05,0.00,2.14,0.00,-15.00
2025-07-02 15:35,-161.48,-277.54,-244.56,1134.70,5344.91,1.18,0.00,42.21,1.07,2.10,1910.27,1970.48,719.16,15.53,10.37,43.32,403.59,0.05,0.00,2.12,0.00,-9.50
2025-07-02 15:40,-201.69,-277.54,-242.28,1230.40,5446.45,3.12,0.00,42.43,2.82,2.10,1896.51,1814.49,673.04,15.57,10.54,50.17,411.12,0.06,0.00,2.13,0.00,95.34
2025-07-02 15:45,-144.56,-276.23,-193.43,1113.00,5577.16,3.42,0.00,42.13,0.00,2.10,1902.40,1761.67,626.92,15.60,8.54,45.78,420.72,0.06,0.00,2.11,0.00,57.01
2025-07-02 15:50,-130.05,-80.54,-265.85,1126.75,5603.68,3.31,0.00,42.22,0.00,2.01,1913.55,1748.40,580.80,15.63,12.00,45.09,422.72,0.06,0.00,2.12,0.00,57.01
2025-07-02 15:55,-136.27,-80.44,-241.79,1171.80,5671.43,3.89,0.00,42.01,0.11,2.01,1910.77,1618.58,534.69,15.67,11.12,47.39,427.71,0.06,0.00,2.11,0.00,112.10
2025-07-02 16:00,-171.32,-80.34,-224.55,1170.75,5814.33,5.47,0.00,42.46,0.03,2.07,1893.88,1521.63,488.57,15.70,10.55,48.20,438.24,0.07,0.00,2.13,0.00,110.17
2025-07-02 16:05,-181.09,-80.34,-94.50,1095.60,5973.65,5.91,0.00,42.06,0.76,2.10,1843.09,1339.27,451.37,15.70,4.59,46.70,449.99,0.07,0.00,2.11,0.00,82.01
2025-07-02 16:10,-92.22,0.00,-158.09,1121.95,6130.98,5.24,6.00,42.44,0.30,2.13,1867.15,1140.08,414.17,15.70,7.97,49.40,461.93,0.07,0.19,2.13,0.00,98.02
2025-07-02 16:15,-94.41,0.00,-205.94,1141.70,6322.15,6.91,18.00,41.97,0.01,2.19,1843.41,1081.20,376.96,15.70,10.57,51.99,476.37,0.07,0.56,2.11,0.00,57.01
2025-07-02 16:20,-91.92,0.00,-168.36,1159.65,6445.64,9.43,36.00,42.18,0.30,1.95,1820.11,912.20,339.76,15.70,8.87,53.94,485.83,0.08,1.12,2.12,0.00,115.15
2025-07-02 16:25,-71.32,0.00,-98.30,1137.25,6611.51,9.45,34.00,42.06,0.04,2.07,1830.22,745.65,302.56,15.70,5.31,54.53,498.34,0.08,1.05,2.11,0.00,257.33
2025-07-02 16:30,-8.24,0.00,-69.79,1141.95,6716.29,9.73,57.00,38.29,3.10,2.15,1805.14,606.89,265.36,15.70,3.85,55.82,506.21,0.08,1.77,2.12,0.00,201.57
2025-07-02 16:35,-7.51,0.00,-109.99,1137.50,6810.90,9.84,69.00,78.16,175.82,2.04,1795.91,485.25,228.51,15.72,6.05,56.06,513.30,0.08,2.14,3.98,0.00,213.67
2025-07-02 16:40,-7.68,0.00,-82.78,1136.80,6875.57,12.86,69.00,163.10,1.22,80.16,1806.37,424.53,191.66,15.73,4.63,56.22,518.32,0.08,2.14,7.80,0.00,211.78
2025-07-02 16:45,-40.70,0.00,-118.74,1189.90,6942.30,12.64,72.00,257.69,2.75,105.31,1806.16,335.58,154.81,15.75,6.69,59.58,523.36,0.08,2.23,12.41,0.00,198.94
2025-07-02 16:50,-7.41,0.00,-187.58,1157.95,6976.92,12.08,168.00,380.41,92.67,110.63,1856.46,243.48,117.96,15.77,10.46,58.88,525.97,0.08,5.21,18.02,0.00,193.82
2025-07-02 16:55,-8.20,0.00,-182.96,1137.60,7001.33,10.07,189.00,441.98,72.98,110.96,1877.77,180.96,81.11,15.78,10.25,58.68,527.71,0.08,5.86,21.10,0.00,164.77
