date,Battery (Charging) -  MW,Pumps -  MW,Exports -  MW,Imports -  MW,Coal (Black) -  MW,Bioenergy (Biomass) -  MW,Gas (CCGT) -  MW,Gas (OCGT) -  MW,Gas (Waste Coal Mine) -  MW,Battery (Discharging) -  MW,Hydro -  MW,Wind -  MW,Solar (Utility) -  MW,Solar (Rooftop) -  MW,Temperature - C,Exports Emissions Vol - tCO₂e,Imports Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh
2025-06-04 18:00,-0.25,0.00,-1319.15,0.00,6226.28,24.80,848.90,357.83,37.43,368.64,507.60,999.00,0.72,0.82,17.80,72.03,0.00,462.03,0.04,29.92,17.84,1.91,0.00,190.74
2025-06-04 18:05,-0.25,0.00,-1375.30,0.00,6218.11,21.00,854.01,400.62,35.06,313.55,504.63,1000.54,0.72,0.69,17.70,75.53,0.00,461.42,0.03,30.12,20.11,1.78,0.00,162.45
2025-06-04 18:10,-0.25,0.00,-1335.80,0.00,6192.81,23.10,863.41,400.59,35.30,250.96,484.47,920.53,0.72,0.55,17.60,74.50,0.00,459.34,0.04,30.45,19.95,1.79,0.00,132.34
2025-06-04 18:15,-0.25,0.00,-1329.25,0.00,6116.80,24.60,871.82,418.28,35.79,299.54,483.95,967.54,0.72,0.41,17.50,73.07,0.00,453.41,0.04,30.76,20.82,1.82,0.00,147.73
2025-06-04 18:20,-0.25,0.00,-1323.70,0.00,6168.23,23.80,877.20,416.32,33.73,305.73,488.86,898.81,0.72,0.27,17.40,73.40,0.00,457.56,0.04,30.95,20.72,1.71,0.00,147.73
2025-06-04 18:25,-0.25,0.00,-1350.20,0.00,6204.65,28.30,885.81,418.11,34.83,333.61,487.23,896.95,0.72,0.14,17.30,74.71,0.00,460.24,0.05,31.26,20.81,1.77,0.00,162.83
2025-06-04 18:30,-0.71,0.00,-1368.05,0.00,6227.05,25.10,888.89,416.99,34.74,292.90,481.48,898.12,0.72,0.00,17.20,76.15,0.00,461.89,0.04,31.38,20.76,1.76,0.00,143.53
2025-06-04 18:35,-0.25,0.00,-1253.05,0.00,6200.69,23.80,899.59,419.20,35.42,255.69,317.94,886.57,0.72,0.00,17.17,71.28,0.00,459.86,0.04,31.76,20.86,1.80,0.00,147.73
2025-06-04 18:40,-0.24,0.00,-1269.70,0.00,6230.00,22.60,838.12,418.03,34.08,286.83,317.15,923.03,0.72,0.00,17.13,72.00,0.00,462.09,0.04,29.72,20.81,1.73,0.00,162.73
2025-06-04 18:45,-0.25,0.00,-1354.10,0.00,6243.88,20.10,904.51,417.84,35.47,290.16,376.33,917.18,0.72,0.00,17.10,76.14,0.00,463.14,0.03,31.93,20.80,1.80,0.00,163.45
2025-06-04 18:50,-0.25,0.00,-1344.40,0.00,6276.07,18.90,912.83,418.12,33.31,226.75,429.19,855.61,0.72,0.00,17.07,76.28,0.00,465.74,0.03,32.21,20.81,1.69,0.00,163.45
2025-06-04 18:55,-0.25,0.00,-1361.75,0.00,6286.47,19.50,926.95,421.11,36.50,191.54,428.61,845.81,0.72,0.00,17.03,77.62,0.00,466.48,0.03,32.69,20.96,1.86,0.00,161.00
2025-06-04 19:00,-0.24,0.00,-1320.55,0.00,6248.89,17.00,902.56,419.15,34.67,246.16,382.15,850.32,0.72,0.00,17.00,75.15,0.00,463.48,0.03,31.86,20.86,1.76,0.00,200.00
2025-06-04 19:05,-0.39,0.00,-1343.60,0.00,6286.65,15.00,903.20,462.52,34.20,121.81,427.32,838.88,0.72,0.00,16.93,77.33,0.00,466.47,0.02,31.87,23.16,1.74,0.00,196.26
2025-06-04 19:10,-1.56,0.00,-1302.65,0.00,6289.14,15.70,904.99,416.71,34.41,23.43,426.31,844.84,0.72,0.00,16.87,75.78,0.00,466.64,0.03,31.93,20.74,1.75,0.00,163.45
2025-06-04 19:15,-1.12,0.00,-1302.70,0.00,6286.49,21.10,895.87,415.20,35.31,32.85,381.02,865.11,0.72,0.00,16.80,75.90,0.00,466.46,0.03,31.60,20.66,1.80,0.00,143.53
2025-06-04 19:20,-0.57,0.00,-1289.60,0.00,6203.30,20.80,840.80,419.20,35.00,159.41,376.63,854.17,0.72,0.00,16.73,74.17,0.00,460.06,0.03,29.77,20.86,1.77,0.00,162.83
2025-06-04 19:25,-1.40,0.00,-1282.75,0.00,6240.61,18.20,883.32,418.41,35.89,21.39,383.70,858.16,0.72,0.00,16.67,74.82,0.00,463.00,0.03,31.20,20.82,1.82,0.00,174.41
2025-06-04 19:30,-0.25,0.00,-1334.40,0.00,6287.27,16.20,906.14,419.67,33.79,31.99,419.44,853.82,0.72,0.00,16.60,77.53,0.00,466.56,0.03,31.96,20.89,1.71,0.00,161.00
2025-06-04 19:35,-7.52,0.00,-1296.05,0.00,6235.45,16.30,843.26,373.92,35.66,66.78,405.06,887.48,0.72,0.00,16.52,74.95,0.00,462.51,0.03,29.86,18.47,1.81,0.00,162.83
2025-06-04 19:40,-3.61,0.00,-1367.70,0.00,6257.39,16.50,844.09,304.34,33.69,67.84,480.08,881.67,0.72,0.00,16.43,78.63,0.00,464.34,0.03,29.89,14.96,1.72,0.00,143.53
2025-06-04 19:45,-0.63,0.00,-1321.40,0.00,6194.37,14.70,827.89,290.08,35.29,71.94,484.50,888.21,0.72,0.00,16.35,75.72,0.00,459.40,0.02,29.36,14.20,1.80,0.00,143.53
2025-06-04 19:50,-0.27,0.00,-1342.05,0.00,6193.47,10.40,825.60,290.71,34.51,66.47,480.35,889.02,0.72,0.00,16.27,77.02,0.00,459.32,0.02,29.27,14.23,1.75,0.00,132.34
2025-06-04 19:55,-3.63,0.00,-1277.45,0.00,6150.12,10.80,825.04,248.50,34.54,56.93,483.24,876.12,0.72,0.00,16.18,73.39,0.00,455.88,0.02,29.26,12.15,1.75,0.00,143.73
2025-06-04 20:00,-0.29,0.00,-1324.05,0.00,6198.01,16.30,827.55,278.03,35.68,9.15,485.31,872.74,0.72,0.00,16.10,76.56,0.00,459.68,0.03,29.34,13.61,1.81,0.00,130.17
2025-06-04 20:05,-0.25,0.00,-1356.55,0.00,6136.37,19.80,828.91,291.38,36.47,82.56,484.44,871.28,0.72,0.00,16.00,77.56,0.00,454.90,0.03,29.39,14.26,1.85,0.00,121.92
2025-06-04 20:10,-0.24,0.00,-1264.20,0.00,6126.62,22.00,767.80,291.94,32.94,61.47,490.62,864.33,0.72,0.00,15.90,72.62,0.00,454.14,0.04,27.27,14.29,1.68,0.00,143.53
2025-06-04 20:15,-4.48,0.00,-1295.50,0.00,6193.83,22.90,774.66,293.60,33.78,3.86,485.00,854.95,0.72,0.00,15.80,75.18,0.00,459.30,0.04,27.38,14.37,1.72,0.00,132.83
2025-06-04 20:20,-0.25,0.00,-1324.20,0.00,6157.13,22.40,743.69,291.58,33.10,115.86,487.34,855.35,0.72,0.00,15.70,75.85,0.00,456.58,0.04,26.23,14.28,1.68,0.00,132.34
2025-06-04 20:25,-0.26,0.00,-1315.15,0.00,6132.44,25.60,720.56,294.09,32.97,156.32,494.61,849.72,0.72,0.00,15.60,74.91,0.00,454.56,0.04,25.35,14.40,1.68,0.00,161.00
2025-06-04 20:30,-0.28,0.00,-1250.60,0.00,6198.55,25.00,688.07,292.05,33.30,10.78,481.04,842.07,0.72,0.00,15.50,72.94,0.00,459.78,0.04,24.16,14.30,1.70,0.00,129.77
2025-06-04 20:35,-0.35,0.00,-1268.35,0.00,6143.92,28.10,642.65,291.58,33.52,154.21,487.62,854.44,0.72,0.00,15.40,72.55,0.00,455.48,0.05,22.57,14.28,1.71,0.00,163.22
2025-06-04 20:40,-0.25,0.00,-1248.40,0.00,6239.16,19.20,670.90,243.73,34.05,74.98,377.08,839.90,0.72,0.00,15.30,73.44,0.00,462.91,0.03,23.47,11.96,1.73,0.00,161.00
2025-06-04 20:45,-0.59,0.00,-1261.35,0.00,6236.96,20.40,653.50,200.47,34.01,84.39,376.12,854.00,0.72,0.00,15.20,74.10,0.00,462.63,0.03,22.86,9.87,1.73,0.00,155.98
2025-06-04 20:50,-0.26,0.00,-1252.60,0.00,6237.73,18.00,630.19,174.18,33.71,138.60,377.02,861.47,0.72,0.00,15.10,73.19,0.00,462.69,0.03,22.05,8.60,1.71,0.00,162.45
2025-06-04 20:55,-1.15,0.00,-1208.25,0.00,6216.82,19.10,634.63,171.83,34.00,10.41,377.49,859.84,0.72,0.00,15.00,71.63,0.00,461.18,0.03,22.16,8.48,1.73,0.00,143.73
2025-06-04 21:00,-0.26,0.00,-1034.20,0.00,6220.11,20.20,621.39,173.03,32.54,2.90,376.89,851.92,0.72,0.00,14.90,61.46,0.00,461.31,0.03,21.73,8.54,1.66,0.00,142.22
2025-06-04 21:05,-0.24,0.00,-1072.40,0.00,6191.75,20.90,619.87,173.85,33.47,14.73,378.43,824.58,0.72,0.00,14.87,63.77,0.00,459.17,0.03,21.67,8.58,1.70,0.00,136.49
2025-06-04 21:10,-0.26,0.00,-1035.55,0.00,6159.35,24.20,621.88,173.50,33.33,28.07,378.34,802.15,0.72,0.00,14.83,61.56,0.00,456.78,0.04,21.74,8.56,1.70,0.00,143.53
2025-06-04 21:15,-0.78,0.00,-1058.75,0.00,6185.42,25.30,625.86,174.09,33.50,6.34,378.93,795.66,0.72,0.00,14.80,63.18,0.00,458.70,0.04,21.88,8.59,1.71,0.00,135.90
2025-06-04 21:20,-0.25,0.00,-1080.65,0.00,6168.34,24.80,618.76,172.61,33.59,3.36,377.41,789.59,0.72,0.00,14.77,64.57,0.00,457.45,0.04,21.64,8.52,1.71,0.00,132.82
2025-06-04 21:25,-0.26,0.00,-1084.40,0.00,6142.76,21.20,620.20,133.74,33.89,37.89,350.69,783.77,0.72,0.00,14.73,64.77,0.00,455.31,0.04,21.68,6.60,1.72,0.00,129.77
2025-06-04 21:30,-0.28,0.00,-1036.20,0.00,6135.69,23.50,601.77,110.73,33.35,28.68,353.71,767.52,0.72,0.00,14.70,62.13,0.00,454.80,0.04,21.07,5.47,1.70,0.00,129.77
2025-06-04 21:35,-0.81,0.00,-1034.60,0.00,6111.68,23.70,582.95,108.31,33.37,11.09,347.56,744.48,0.72,0.00,14.65,62.42,0.00,453.07,0.04,20.43,5.35,1.70,0.00,129.45
2025-06-04 21:40,-1.72,0.00,-1021.15,0.00,6114.48,23.10,576.50,60.49,33.22,1.27,348.53,713.64,0.72,0.00,14.60,62.02,0.00,453.27,0.04,20.22,2.99,1.69,0.00,123.05
2025-06-04 21:45,-1.60,0.00,-988.40,0.00,6120.48,20.00,579.35,10.26,33.75,0.67,346.63,698.59,0.72,0.00,14.55,60.26,0.00,453.71,0.03,20.32,0.51,1.72,0.00,124.77
2025-06-04 21:50,-4.56,0.00,-995.10,0.00,6093.28,26.60,573.43,0.27,33.48,0.13,346.16,694.26,0.72,0.00,14.50,60.66,0.00,451.73,0.04,20.11,0.01,1.70,0.00,110.73
2025-06-04 21:55,-0.25,0.00,-1012.45,0.00,6069.41,23.50,584.09,0.27,33.45,16.09,348.88,677.91,0.78,0.00,14.45,61.61,0.00,449.68,0.04,20.48,0.01,1.70,0.00,109.67
2025-06-04 22:00,-12.51,0.00,-1022.80,0.00,6075.24,25.50,578.66,0.27,33.18,1.61,347.63,681.24,0.78,0.00,14.40,62.34,0.00,450.03,0.04,20.29,0.01,1.69,0.00,108.04
2025-06-04 22:05,-2.06,0.00,-1023.20,0.00,6069.53,24.10,540.65,0.27,33.62,0.10,347.28,661.45,0.78,0.00,14.38,62.68,0.00,449.61,0.04,19.03,0.01,1.71,0.00,121.78
2025-06-04 22:10,-1.95,0.00,-1022.80,0.00,6059.98,22.20,534.10,0.27,33.21,52.07,309.93,644.35,0.78,0.00,14.37,62.74,0.00,449.34,0.04,18.67,0.01,1.69,0.00,143.53
2025-06-04 22:15,-1.95,0.00,-965.85,0.00,6059.89,21.60,526.16,0.27,34.21,20.55,309.88,624.84,0.92,0.00,14.35,59.71,0.00,449.77,0.04,18.28,0.01,1.74,0.00,162.43
2025-06-04 22:20,-2.40,0.00,-889.30,0.00,6068.57,21.20,435.03,0.27,32.77,1.45,308.95,624.78,0.92,0.00,14.33,55.46,0.00,450.58,0.03,15.15,0.01,1.67,0.00,162.45
2025-06-04 22:25,-15.27,0.00,-893.60,0.00,6056.19,18.50,389.18,0.27,32.70,0.00,309.45,599.71,0.92,0.00,14.32,56.08,0.00,449.74,0.03,13.49,0.01,1.67,0.00,151.57
2025-06-04 22:30,-2.50,0.00,-821.30,0.00,6036.65,21.70,291.09,0.27,33.24,2.66,310.71,579.89,0.92,0.00,14.30,51.93,0.00,448.35,0.04,10.13,0.01,1.69,0.00,160.26
2025-06-04 22:35,-13.32,0.00,-797.85,0.00,6009.62,21.80,160.61,0.27,34.21,0.00,307.93,563.50,0.92,0.00,14.23,51.00,0.00,446.38,0.04,5.67,0.01,1.74,0.00,132.37
2025-06-04 22:40,-1.94,0.00,-776.75,0.00,5944.12,24.90,98.89,0.27,33.55,0.85,336.81,554.21,0.92,0.00,14.17,49.57,0.00,441.19,0.04,3.52,0.01,1.71,0.00,143.53
2025-06-04 22:45,-1.97,0.00,-743.05,0.00,5948.15,22.90,30.77,0.27,32.70,0.35,370.70,523.95,1.06,0.00,14.10,47.65,0.00,441.69,0.04,1.11,0.01,1.67,0.00,133.98
2025-06-04 22:50,-1.94,0.00,-707.35,0.00,5898.95,23.90,0.22,0.27,33.68,0.61,355.43,516.73,1.06,0.00,14.03,45.55,0.00,438.13,0.04,0.01,0.01,1.71,0.00,133.54
2025-06-04 22:55,-3.02,0.00,-684.00,0.00,5894.23,23.20,0.22,0.27,34.22,0.06,338.96,519.29,1.06,0.00,13.97,44.13,0.00,437.77,0.04,0.01,0.01,1.74,0.00,131.29
2025-06-04 23:00,-6.23,0.00,-686.20,0.00,5878.14,22.20,0.22,0.27,34.31,0.00,339.50,516.36,1.06,0.00,13.90,44.25,0.00,436.26,0.04,0.01,0.01,1.74,0.00,126.21
2025-06-04 23:05,-2.10,0.00,-676.20,0.00,5866.02,22.60,0.22,0.27,34.89,3.65,340.36,500.13,1.06,0.00,13.88,43.67,0.00,435.43,0.04,0.01,0.01,1.77,0.00,156.41
2025-06-04 23:10,-1.95,0.00,-616.90,0.00,5934.95,22.70,0.22,0.27,34.73,0.58,145.13,491.97,1.06,0.00,13.87,41.17,0.00,440.84,0.04,0.01,0.01,1.76,0.00,155.03
2025-06-04 23:15,-1.95,0.00,-645.15,0.00,5974.33,15.50,0.22,0.27,34.04,2.71,145.08,513.50,1.06,0.00,13.85,42.98,0.00,443.79,0.03,0.01,0.01,1.73,0.00,153.91
2025-06-04 23:20,-5.09,0.00,-692.10,0.00,5991.35,14.60,0.22,0.27,33.42,0.33,144.95,559.35,1.06,0.00,13.83,45.82,0.00,444.97,0.02,0.01,0.01,1.70,0.00,143.53
2025-06-04 23:25,-2.32,0.00,-708.25,0.00,5964.09,13.50,0.22,0.27,33.29,0.00,144.30,596.81,1.06,0.00,13.82,46.62,0.00,442.86,0.02,0.01,0.01,1.69,0.00,124.93
2025-06-04 23:30,-12.93,0.00,-671.70,0.00,5873.26,14.80,0.22,0.27,33.77,1.06,144.80,628.68,1.06,0.00,13.80,43.89,0.00,435.98,0.02,0.01,0.01,1.71,0.00,122.21
2025-06-04 23:35,-54.82,0.00,-698.50,0.00,5834.96,12.60,0.22,0.27,31.70,0.00,144.76,660.41,1.06,0.00,13.72,45.42,0.00,433.22,0.02,0.01,0.01,1.61,0.00,118.58
2025-06-04 23:40,-5.65,0.00,-748.00,0.00,5826.73,14.80,0.22,0.27,32.50,0.35,145.17,680.13,1.06,0.00,13.63,48.46,0.00,432.53,0.02,0.01,0.01,1.65,0.00,117.61
2025-06-04 23:45,-30.51,0.00,-724.80,0.00,5836.75,14.50,0.22,0.27,33.14,0.07,144.91,684.14,1.06,0.00,13.55,46.96,0.00,433.41,0.02,0.01,0.01,1.68,0.00,119.30
2025-06-04 23:50,-48.46,0.00,-718.80,0.00,5832.24,16.20,0.22,0.27,32.78,0.29,145.22,683.22,1.06,0.00,13.47,46.54,0.00,432.93,0.03,0.01,0.01,1.66,0.00,118.89
2025-06-04 23:55,-54.96,0.00,-711.60,0.00,5821.88,14.10,0.22,0.27,32.80,0.28,144.90,686.96,1.06,0.00,13.38,46.04,0.00,432.06,0.02,0.01,0.01,1.66,0.00,110.73
2025-06-05 00:00,-58.95,0.00,-723.30,0.00,5736.79,18.80,0.22,0.27,32.88,0.15,144.75,708.54,1.06,0.00,13.30,46.47,0.00,425.22,0.03,0.01,0.01,1.67,0.00,105.13
2025-06-05 00:05,-110.05,0.00,-377.45,0.00,5703.89,18.40,0.22,0.27,33.06,0.00,144.87,723.56,1.06,0.00,13.28,24.18,0.00,422.71,0.03,0.01,0.01,1.68,0.00,100.83
2025-06-05 00:10,-49.74,0.00,-426.75,0.00,5723.26,16.90,0.22,0.27,33.35,3.16,145.46,742.47,1.06,0.00,13.27,27.25,0.00,424.00,0.03,0.01,0.01,1.69,0.00,102.99
2025-06-05 00:15,-79.26,0.00,-455.65,0.00,5771.10,15.70,0.22,0.27,30.77,0.09,145.40,765.34,1.06,0.00,13.25,29.08,0.00,428.01,0.03,0.01,0.01,1.57,0.00,100.95
2025-06-05 00:20,-78.16,0.00,-509.55,0.00,5791.58,18.20,0.22,0.27,31.11,0.93,144.91,797.20,1.06,0.00,13.23,32.38,0.00,429.65,0.03,0.01,0.01,1.58,0.00,100.83
2025-06-05 00:25,-109.82,0.00,-457.35,0.00,5756.10,17.10,0.22,0.27,31.22,0.09,144.68,793.80,1.06,0.00,13.22,29.05,0.00,426.86,0.03,0.01,0.01,1.59,0.00,100.83
2025-06-05 00:30,-96.49,0.00,-608.00,0.00,5704.50,14.90,0.22,0.27,30.82,0.00,144.63,790.72,1.06,0.00,13.20,38.56,0.00,422.61,0.02,0.01,0.01,1.57,0.00,100.75
2025-06-05 00:35,-83.22,0.00,-548.65,0.00,5609.96,14.90,0.22,0.27,31.27,0.78,145.06,790.19,1.06,0.00,13.15,34.68,0.00,415.19,0.02,0.01,0.01,1.59,0.00,100.83
2025-06-05 00:40,-106.72,0.00,-584.30,0.00,5633.82,16.00,0.22,0.27,31.54,0.58,144.71,799.33,1.06,0.00,13.10,36.91,0.00,417.04,0.03,0.01,0.01,1.60,0.00,100.63
2025-06-05 00:45,-95.16,0.00,-583.70,0.00,5561.88,13.70,0.22,0.27,31.14,1.62,145.09,810.25,1.06,0.00,13.05,36.71,0.00,411.35,0.02,0.01,0.01,1.59,0.00,98.45
2025-06-05 00:50,-156.25,0.00,-552.90,0.00,5560.02,15.10,0.22,0.27,31.62,0.33,144.92,809.27,1.06,0.00,13.00,34.78,0.00,411.24,0.02,0.01,0.01,1.61,0.00,98.45
2025-06-05 00:55,-163.22,0.00,-573.40,0.00,5539.78,15.70,0.22,0.27,31.38,0.00,144.87,825.53,1.06,0.00,12.95,35.96,0.00,409.75,0.03,0.01,0.01,1.60,0.00,94.05
2025-06-05 01:00,-136.53,0.00,-562.95,0.00,5529.45,12.10,0.22,0.27,31.00,0.00,144.69,814.63,1.06,0.00,12.90,35.38,0.00,409.03,0.02,0.01,0.01,1.58,0.00,88.99
2025-06-05 01:05,-157.58,0.00,-559.05,0.00,5520.19,12.80,0.22,0.27,31.05,0.00,136.18,802.82,1.06,0.00,12.88,35.23,0.00,408.37,0.02,0.01,0.01,1.58,0.00,87.73
2025-06-05 01:10,-182.77,0.00,-541.30,0.00,5527.12,16.60,0.22,0.27,31.41,0.00,136.54,790.04,1.06,0.00,12.87,34.16,0.00,408.85,0.03,0.01,0.01,1.60,0.00,96.13
2025-06-05 01:15,-198.35,0.00,-559.35,0.00,5521.48,16.10,0.22,0.27,30.31,0.23,144.69,789.53,1.06,0.00,12.85,35.26,0.00,408.45,0.03,0.01,0.01,1.55,0.00,87.73
2025-06-05 01:20,-180.47,0.00,-562.70,0.00,5534.52,15.40,0.22,0.27,29.64,0.00,137.27,779.53,1.06,0.00,12.83,35.58,0.00,409.39,0.03,0.01,0.01,1.51,0.00,98.45
2025-06-05 01:25,-231.09,0.00,-557.20,0.00,5548.31,15.80,0.22,0.27,29.88,0.00,144.22,797.43,1.06,0.00,12.82,35.11,0.00,410.37,0.03,0.01,0.01,1.53,0.00,87.73
2025-06-05 01:30,-320.80,0.00,-524.50,0.00,5525.45,11.80,0.22,0.27,30.39,0.00,136.59,799.53,1.06,0.00,12.80,33.08,0.00,408.74,0.02,0.01,0.01,1.55,0.00,83.45
2025-06-05 01:35,-371.56,0.00,-489.65,0.00,5542.59,18.90,0.22,0.27,31.66,0.00,136.70,785.90,1.06,0.00,12.73,30.92,0.00,409.97,0.03,0.01,0.01,1.61,0.00,87.73
2025-06-05 01:40,-273.26,0.00,-517.60,0.00,5518.10,17.00,0.22,0.27,31.55,0.00,136.66,806.25,1.06,0.00,12.67,32.55,0.00,407.93,0.03,0.01,0.01,1.60,0.00,95.34
2025-06-05 01:45,-174.42,0.00,-580.15,0.00,5427.64,17.40,0.22,0.27,31.80,0.00,144.50,799.41,1.06,0.00,12.60,36.35,0.00,400.82,0.03,0.01,0.01,1.62,0.00,84.99
2025-06-05 01:50,-191.33,0.00,-554.50,0.00,5434.27,17.90,0.22,0.27,31.64,0.15,137.55,809.97,1.06,0.00,12.53,34.70,0.00,401.03,0.03,0.01,0.01,1.61,0.00,94.11
2025-06-05 01:55,-94.38,0.00,-609.85,0.00,5437.72,18.40,0.22,0.27,31.50,0.51,144.82,817.33,1.06,0.00,12.47,38.08,0.00,401.26,0.03,0.01,0.01,1.60,0.00,93.58
2025-06-05 02:00,-89.10,0.00,-603.55,0.00,5412.24,20.10,0.22,0.27,31.33,0.15,144.63,826.30,1.06,0.00,12.40,37.60,0.00,399.44,0.03,0.01,0.01,1.59,0.00,95.22
2025-06-05 02:05,-139.60,0.00,-617.35,0.00,5413.46,20.40,0.22,0.27,31.78,0.00,144.06,841.85,1.06,0.00,12.40,38.38,0.00,399.55,0.03,0.01,0.01,1.62,0.00,87.73
2025-06-05 02:10,-137.43,0.00,-603.50,0.00,5479.64,21.50,0.22,0.27,32.64,0.00,136.68,833.71,1.06,0.00,12.40,37.71,0.00,404.86,0.03,0.01,0.01,1.66,0.00,87.73
2025-06-05 02:15,-83.77,0.00,-673.75,0.00,5468.81,25.10,0.22,0.27,32.29,0.00,136.44,838.63,1.06,0.00,12.40,42.03,0.00,404.08,0.04,0.01,0.01,1.64,0.00,87.73
2025-06-05 02:20,-107.85,0.00,-649.45,0.00,5478.58,27.60,0.22,0.27,31.34,0.00,136.23,822.70,1.06,0.00,12.40,40.62,0.00,404.79,0.04,0.01,0.01,1.59,0.00,84.99
2025-06-05 02:25,-115.20,0.00,-644.25,0.00,5473.58,23.30,0.22,0.27,32.60,0.43,136.62,834.45,1.06,0.00,12.40,40.23,0.00,404.44,0.04,0.01,0.01,1.65,0.00,87.73
2025-06-05 02:30,-100.41,0.00,-651.20,0.00,5474.30,23.30,0.22,0.27,31.84,0.36,136.62,837.08,1.06,0.00,12.40,40.65,0.00,404.50,0.04,0.01,0.01,1.62,0.00,83.45
2025-06-05 02:35,-144.24,0.00,-639.60,0.00,5460.39,23.10,0.22,0.27,32.02,0.00,136.28,837.64,1.06,0.00,12.38,39.92,0.00,403.47,0.04,0.01,0.01,1.63,0.00,83.45
2025-06-05 02:40,-113.68,0.00,-638.70,0.00,5410.19,28.20,0.22,0.27,32.77,0.44,136.45,851.26,1.06,0.00,12.37,39.70,0.00,399.92,0.05,0.01,0.01,1.66,0.00,82.94
