DateTime,Temp (°C),Pressure (hPa),Cloud Cover (%),Wind Speed 10m (km/h),Wind Speed 100m (km/h),Solar GHI (W/m²),Solar DNI (W/m²)
2024-01-01 00:00:00,19.9,1014.6,100.0,11.8,20.5,0.0,0.0
2024-01-01 01:00:00,19.4,1014.2,100.0,10.3,18.4,0.0,0.0
2024-01-01 02:00:00,19.5,1013.9,100.0,9.2,17.9,0.0,0.0
2024-01-01 03:00:00,19.1,1013.8,100.0,10.6,19.3,0.0,0.0
2024-01-01 04:00:00,19.1,1013.6,98.0,12.2,20.9,0.0,0.0
2024-01-01 05:00:00,18.9,1013.8,87.0,8.2,15.8,0.0,0.0
2024-01-01 06:00:00,19.3,1014.6,97.0,9.6,15.8,49.0,101.2
2024-01-01 07:00:00,20.4,1014.9,61.0,12.5,17.4,131.0,123.6
2024-01-01 08:00:00,21.5,1015.0,96.0,15.3,20.6,310.0,248.4
2024-01-01 09:00:00,22.4,1014.8,100.0,17.1,22.9,493.0,401.9
2024-01-01 10:00:00,22.4,1014.8,100.0,17.1,23.2,321.0,16.9
2024-01-01 11:00:00,22.0,1014.9,98.0,19.3,25.9,395.0,59.5
2024-01-01 12:00:00,21.8,1014.2,85.0,22.3,30.4,402.0,96.5
2024-01-01 13:00:00,22.5,1013.3,100.0,25.1,33.7,614.0,237.5
2024-01-01 14:00:00,22.4,1012.6,90.0,24.1,33.2,395.0,109.8
2024-01-01 15:00:00,23.3,1011.9,100.0,25.3,33.9,682.0,583.5
2024-01-01 16:00:00,23.3,1011.3,100.0,25.5,34.9,455.0,233.2
2024-01-01 17:00:00,23.0,1011.2,100.0,21.9,31.3,231.0,113.0
2024-01-01 18:00:00,22.9,1011.5,8.0,19.9,30.0,133.0,67.3
2024-01-01 19:00:00,22.4,1011.7,12.0,19.4,31.9,54.0,140.5
2024-01-01 20:00:00,22.1,1012.1,28.0,15.8,28.1,0.0,0.0
2024-01-01 21:00:00,22.3,1012.6,27.0,17.7,30.5,0.0,0.0
2024-01-01 22:00:00,22.3,1012.8,36.0,17.0,29.0,0.0,0.0
2024-01-01 23:00:00,21.4,1012.6,7.0,12.4,24.5,0.0,0.0
2024-01-02 00:00:00,21.1,1012.0,26.0,10.9,23.8,0.0,0.0
2024-01-02 01:00:00,20.9,1011.4,6.0,11.8,25.1,0.0,0.0
2024-01-02 02:00:00,20.8,1010.6,1.0,12.7,26.7,0.0,0.0
2024-01-02 03:00:00,20.6,1010.4,3.0,10.6,23.7,0.0,0.0
2024-01-02 04:00:00,19.6,1010.5,4.0,7.2,19.4,0.0,0.0
2024-01-02 05:00:00,18.7,1010.7,1.0,8.1,17.9,1.0,0.0
2024-01-02 06:00:00,21.1,1011.4,3.0,9.5,17.8,78.0,305.9
2024-01-02 07:00:00,23.1,1011.7,0.0,10.7,15.9,263.0,594.4
2024-01-02 08:00:00,24.4,1011.7,0.0,18.6,25.4,476.0,752.1
2024-01-02 09:00:00,25.2,1011.4,60.0,23.6,32.2,669.0,817.6
2024-01-02 10:00:00,25.5,1011.2,94.0,24.2,32.3,752.0,671.6
2024-01-02 11:00:00,25.5,1010.9,26.0,22.4,29.5,823.0,627.1
2024-01-02 12:00:00,25.5,1010.3,32.0,25.0,32.9,1010.0,890.3
2024-01-02 13:00:00,25.5,1009.7,55.0,26.8,35.7,992.0,872.8
2024-01-02 14:00:00,25.2,1009.6,41.0,27.6,36.7,835.0,716.1
2024-01-02 15:00:00,25.1,1009.0,28.0,29.0,39.5,724.0,696.5
2024-01-02 16:00:00,24.6,1008.8,32.0,27.7,38.1,601.0,691.4
2024-01-02 17:00:00,23.9,1009.0,69.0,24.6,34.6,402.0,536.1
2024-01-02 18:00:00,23.3,1009.4,83.0,23.5,33.9,224.0,412.2
2024-01-02 19:00:00,22.5,1010.0,100.0,20.1,32.4,61.0,154.0
2024-01-02 20:00:00,22.2,1010.4,99.0,16.8,28.6,0.0,0.0
2024-01-02 21:00:00,21.9,1010.7,97.0,14.8,27.0,0.0,0.0
2024-01-02 22:00:00,21.6,1010.8,100.0,13.2,25.0,0.0,0.0
2024-01-02 23:00:00,21.5,1010.4,75.0,9.3,20.7,0.0,0.0
2024-01-03 00:00:00,21.5,1009.7,100.0,11.6,22.9,0.0,0.0
2024-01-03 01:00:00,20.7,1009.3,100.0,7.4,19.0,0.0,0.0
2024-01-03 02:00:00,20.1,1008.8,100.0,6.5,17.7,0.0,0.0
2024-01-03 03:00:00,19.7,1008.9,100.0,6.2,18.0,0.0,0.0
2024-01-03 04:00:00,18.9,1008.6,96.0,7.6,16.7,0.0,0.0
2024-01-03 05:00:00,18.7,1008.8,2.0,6.4,16.6,0.0,0.0
2024-01-03 06:00:00,20.6,1009.3,4.0,8.4,16.7,74.0,281.0
2024-01-03 07:00:00,22.6,1009.6,2.0,8.0,12.4,262.0,608.1
2024-01-03 08:00:00,24.2,1009.3,4.0,16.0,21.7,473.0,753.2
2024-01-03 09:00:00,25.3,1009.0,60.0,16.7,22.4,674.0,832.9
2024-01-03 10:00:00,26.0,1009.0,100.0,16.8,21.7,801.0,756.6
2024-01-03 11:00:00,27.1,1008.8,61.0,18.0,23.0,940.0,857.5
2024-01-03 12:00:00,26.6,1008.2,73.0,22.4,30.2,951.0,808.6
2024-01-03 13:00:00,26.1,1007.5,97.0,23.2,31.8,899.0,675.5
2024-01-03 14:00:00,26.1,1007.0,92.0,23.3,31.6,808.0,542.1
2024-01-03 15:00:00,25.5,1006.7,100.0,22.4,30.8,607.0,338.9
2024-01-03 16:00:00,24.8,1006.5,98.0,20.7,28.6,401.0,169.3
2024-01-03 17:00:00,24.5,1006.6,100.0,20.1,28.3,363.0,339.7
2024-01-03 18:00:00,23.9,1006.8,100.0,18.6,26.6,221.0,369.7
2024-01-03 19:00:00,23.1,1006.8,99.0,17.7,29.3,57.0,118.7
2024-01-03 20:00:00,22.7,1007.2,97.0,15.5,27.6,0.0,0.0
2024-01-03 21:00:00,22.4,1007.3,99.0,14.7,27.5,0.0,0.0
2024-01-03 22:00:00,22.1,1007.2,83.0,16.1,29.0,0.0,0.0
2024-01-03 23:00:00,22.3,1007.4,97.0,3.1,6.8,0.0,0.0
2024-01-04 00:00:00,20.8,1006.5,54.0,5.2,12.3,0.0,0.0
2024-01-04 01:00:00,20.8,1005.7,98.0,6.9,16.5,0.0,0.0
2024-01-04 02:00:00,20.7,1005.5,68.0,6.1,14.8,0.0,0.0
2024-01-04 03:00:00,20.1,1005.3,77.0,4.9,12.8,0.0,0.0
2024-01-04 04:00:00,19.4,1005.1,31.0,5.8,8.1,0.0,0.0
2024-01-04 05:00:00,19.2,1005.4,73.0,5.4,9.1,0.0,0.0
2024-01-04 06:00:00,21.1,1006.2,92.0,4.8,9.4,70.0,248.8
2024-01-04 07:00:00,23.0,1006.8,100.0,0.8,3.0,231.0,467.4
2024-01-04 08:00:00,24.7,1006.9,100.0,2.3,2.3,452.0,644.4
2024-01-04 09:00:00,26.0,1007.1,100.0,5.8,6.5,628.0,661.9
2024-01-04 10:00:00,25.8,1007.2,100.0,19.7,25.4,752.0,610.7
2024-01-04 11:00:00,24.7,1008.4,100.0,21.6,28.8,657.0,251.8
2024-01-04 12:00:00,25.9,1008.3,100.0,31.7,42.9,873.0,520.2
2024-01-04 13:00:00,25.0,1008.5,100.0,30.2,40.3,807.0,459.6
2024-01-04 14:00:00,23.3,1008.7,100.0,27.8,38.6,298.0,2.2
2024-01-04 15:00:00,23.5,1008.9,100.0,25.3,34.7,472.0,151.1
2024-01-04 16:00:00,23.0,1008.6,100.0,27.1,37.6,241.0,66.2
2024-01-04 17:00:00,22.3,1009.1,100.0,23.1,32.8,108.0,3.9
2024-01-04 18:00:00,21.9,1009.5,100.0,21.3,31.0,64.0,0.0
2024-01-04 19:00:00,21.4,1010.1,100.0,18.0,28.1,23.0,7.0
2024-01-04 20:00:00,21.2,1010.5,99.0,16.3,26.3,0.0,0.0
2024-01-04 21:00:00,20.9,1011.0,94.0,15.5,25.4,0.0,0.0
2024-01-04 22:00:00,20.7,1011.3,45.0,17.0,27.5,0.0,0.0
2024-01-04 23:00:00,20.6,1011.9,99.0,17.6,28.0,0.0,0.0
2024-01-05 00:00:00,20.3,1011.6,95.0,17.7,28.2,0.0,0.0
2024-01-05 01:00:00,20.1,1011.4,57.0,15.5,25.8,0.0,0.0
2024-01-05 02:00:00,19.7,1011.2,54.0,15.7,26.0,0.0,0.0
2024-01-05 03:00:00,19.5,1011.3,31.0,15.9,27.2,0.0,0.0
2024-01-05 04:00:00,19.4,1011.3,79.0,15.9,27.6,0.0,0.0
2024-01-05 05:00:00,19.3,1011.8,63.0,16.2,27.7,0.0,0.0
2024-01-05 06:00:00,20.1,1012.7,100.0,18.9,28.3,58.0,195.2
2024-01-05 07:00:00,20.7,1013.2,97.0,21.9,29.5,171.0,175.0
2024-01-05 08:00:00,21.0,1013.6,95.0,21.9,28.7,364.0,353.2
2024-01-05 09:00:00,21.3,1013.5,88.0,25.1,33.7,545.0,497.4
2024-01-05 10:00:00,21.8,1013.5,81.0,23.3,30.4,583.0,439.9
2024-01-05 11:00:00,22.6,1013.9,74.0,18.7,23.7,728.0,456.3
2024-01-05 12:00:00,22.8,1013.7,100.0,18.7,23.8,802.0,440.2
2024-01-05 13:00:00,22.8,1013.4,100.0,20.3,25.8,858.0,601.6
2024-01-05 14:00:00,22.8,1013.5,100.0,21.4,27.9,852.0,573.3
2024-01-05 15:00:00,22.7,1013.3,99.0,21.1,27.7,598.0,282.5
2024-01-05 16:00:00,22.2,1012.8,100.0,20.9,27.6,434.0,152.8
2024-01-05 17:00:00,21.7,1012.8,85.0,19.0,25.0,402.0,433.2
2024-01-05 18:00:00,20.9,1013.1,91.0,16.4,22.1,224.0,333.1
2024-01-05 19:00:00,20.1,1013.7,100.0,12.9,20.8,57.0,97.3
2024-01-05 20:00:00,19.4,1014.2,99.0,9.4,18.5,0.0,0.0
2024-01-05 21:00:00,19.9,1014.5,88.0,12.7,21.4,0.0,0.0
2024-01-05 22:00:00,19.4,1014.6,17.0,11.8,21.0,0.0,0.0
2024-01-05 23:00:00,18.3,1014.8,59.0,6.2,15.1,0.0,0.0
2024-01-06 00:00:00,18.5,1014.3,36.0,5.7,13.8,0.0,0.0
2024-01-06 01:00:00,17.0,1013.7,7.0,6.2,13.0,0.0,0.0
2024-01-06 02:00:00,16.1,1013.0,23.0,8.1,10.9,0.0,0.0
2024-01-06 03:00:00,17.1,1012.7,71.0,6.5,9.4,0.0,0.0
2024-01-06 04:00:00,17.9,1012.8,90.0,3.4,6.6,0.0,0.0
2024-01-06 05:00:00,17.5,1013.3,72.0,2.4,4.1,0.0,0.0
2024-01-06 06:00:00,18.1,1013.7,72.0,3.6,3.3,55.0,105.5
2024-01-06 07:00:00,19.7,1014.3,68.0,2.6,3.6,186.0,282.2
2024-01-06 08:00:00,20.8,1014.4,100.0,7.2,8.8,267.0,140.7
2024-01-06 09:00:00,21.4,1014.4,67.0,10.4,12.9,476.0,357.1
2024-01-06 10:00:00,21.9,1014.3,99.0,10.1,12.3,586.0,396.7
2024-01-06 11:00:00,23.6,1014.1,100.0,14.2,17.6,893.0,742.9
2024-01-06 12:00:00,23.8,1013.2,97.0,16.6,20.9,838.0,547.5
2024-01-06 13:00:00,23.9,1012.6,40.0,16.4,21.0,705.0,353.8
2024-01-06 14:00:00,24.2,1012.2,98.0,15.3,18.9,729.0,477.7
2024-01-06 15:00:00,24.1,1012.0,50.0,14.6,17.9,693.0,581.7
2024-01-06 16:00:00,23.7,1011.5,47.0,15.6,19.8,563.0,585.9
2024-01-06 17:00:00,23.1,1011.1,18.0,17.1,22.9,376.0,470.0
2024-01-06 18:00:00,22.5,1011.2,1.0,18.0,25.4,263.0,601.7
2024-01-06 19:00:00,21.4,1011.2,8.0,15.1,25.7,76.0,312.3
2024-01-06 20:00:00,20.8,1011.7,7.0,13.3,24.8,0.0,0.0
2024-01-06 21:00:00,20.5,1012.1,44.0,13.0,25.0,0.0,0.0
2024-01-06 22:00:00,20.6,1012.1,47.0,12.0,23.7,0.0,0.0
2024-01-06 23:00:00,20.4,1011.8,35.0,11.8,22.5,0.0,0.0
2024-01-07 00:00:00,20.1,1011.5,85.0,10.2,20.6,0.0,0.0
2024-01-07 01:00:00,19.4,1010.8,70.0,9.2,20.1,0.0,0.0
2024-01-07 02:00:00,17.3,1010.1,90.0,9.2,16.3,0.0,0.0
2024-01-07 03:00:00,17.6,1010.1,100.0,6.5,14.7,0.0,0.0
2024-01-07 04:00:00,17.0,1010.0,93.0,6.2,13.3,0.0,0.0
2024-01-07 05:00:00,16.4,1010.5,65.0,6.2,14.2,0.0,0.0
2024-01-07 06:00:00,18.2,1011.3,61.0,6.4,13.7,67.0,241.3
2024-01-07 07:00:00,21.5,1011.6,88.0,7.8,16.3,245.0,526.9
2024-01-07 08:00:00,23.6,1011.5,85.0,19.1,25.7,424.0,561.2
2024-01-07 09:00:00,24.6,1011.1,60.0,21.3,28.5,612.0,649.5
2024-01-07 10:00:00,25.5,1010.6,45.0,21.8,28.2,832.0,858.5
2024-01-07 11:00:00,25.1,1010.1,100.0,25.1,33.2,678.0,443.2
2024-01-07 12:00:00,25.2,1009.1,100.0,24.0,32.1,586.0,175.1
2024-01-07 13:00:00,25.4,1008.6,100.0,26.1,34.7,788.0,453.7
2024-01-07 14:00:00,24.9,1007.8,78.0,27.7,37.6,535.0,150.9
2024-01-07 15:00:00,25.3,1006.8,58.0,28.6,38.7,773.0,687.2
2024-01-07 16:00:00,25.1,1006.1,40.0,27.8,38.2,630.0,743.9
2024-01-07 17:00:00,24.4,1005.8,39.0,28.6,39.5,457.0,689.6
2024-01-07 18:00:00,23.7,1006.4,100.0,28.8,41.3,259.0,597.6
2024-01-07 19:00:00,22.8,1006.4,100.0,28.6,44.2,68.0,207.9
2024-01-07 20:00:00,22.8,1006.4,100.0,28.7,45.7,0.0,0.0
2024-01-07 21:00:00,22.8,1006.6,100.0,27.3,43.8,0.0,0.0
2024-01-07 22:00:00,22.5,1006.4,100.0,25.9,42.2,0.0,0.0
2024-01-07 23:00:00,22.1,1005.8,100.0,19.8,34.1,0.0,0.0
2024-01-08 00:00:00,21.5,1005.3,100.0,14.8,28.9,0.0,0.0
2024-01-08 01:00:00,20.9,1004.6,95.0,12.2,25.6,0.0,0.0
2024-01-08 02:00:00,20.3,1004.0,100.0,10.7,23.8,0.0,0.0
2024-01-08 03:00:00,20.0,1003.6,100.0,10.6,22.8,0.0,0.0
2024-01-08 04:00:00,19.8,1003.5,100.0,11.1,22.4,0.0,0.0
2024-01-08 05:00:00,19.6,1003.8,98.0,9.9,21.7,0.0,0.0
2024-01-08 06:00:00,20.1,1004.2,100.0,8.0,16.2,27.0,0.0
2024-01-08 07:00:00,20.9,1004.8,100.0,5.8,13.7,84.0,0.0
2024-01-08 08:00:00,22.5,1005.1,100.0,4.7,8.9,173.0,0.0
2024-01-08 09:00:00,23.7,1004.2,100.0,8.2,11.5,228.0,13.4
2024-01-08 10:00:00,23.8,1004.1,100.0,13.8,20.4,147.0,0.0
2024-01-08 11:00:00,25.5,1003.7,100.0,12.3,16.6,391.0,56.7
2024-01-08 12:00:00,24.9,1003.0,100.0,15.5,22.4,193.0,2.1
2024-01-08 13:00:00,25.3,1002.5,89.0,16.9,24.3,279.0,14.4
2024-01-08 14:00:00,25.4,1002.1,100.0,17.3,24.4,470.0,207.3
2024-01-08 15:00:00,25.3,1001.1,100.0,14.8,21.7,206.0,23.1
2024-01-08 16:00:00,26.5,1000.2,100.0,15.7,22.2,256.0,36.7
2024-01-08 17:00:00,26.9,1000.1,100.0,18.7,27.0,251.0,166.8
2024-01-08 18:00:00,24.9,1000.6,87.0,14.4,23.7,48.0,0.0
2024-01-08 19:00:00,24.2,1001.1,13.0,10.1,19.5,39.0,124.6
2024-01-08 20:00:00,23.8,1001.3,21.0,13.7,26.8,0.0,0.0
2024-01-08 21:00:00,23.9,1001.4,9.0,16.2,30.1,0.0,0.0
2024-01-08 22:00:00,23.3,1001.2,0.0,16.7,31.2,0.0,0.0
2024-01-08 23:00:00,22.8,1001.5,100.0,15.6,29.5,0.0,0.0
2024-01-09 00:00:00,23.1,1001.1,94.0,16.3,30.0,0.0,0.0
2024-01-09 01:00:00,22.8,1000.8,12.0,15.2,29.0,0.0,0.0
2024-01-09 02:00:00,22.1,1000.5,2.0,12.5,26.0,0.0,0.0
2024-01-09 03:00:00,21.1,1001.0,0.0,8.3,20.9,0.0,0.0
2024-01-09 04:00:00,20.1,1001.6,2.0,8.0,17.8,0.0,0.0
2024-01-09 05:00:00,19.6,1002.5,13.0,10.3,19.8,0.0,0.0
2024-01-09 06:00:00,20.3,1003.5,32.0,9.5,18.1,61.0,231.4
2024-01-09 07:00:00,22.5,1004.7,38.0,14.1,23.8,219.0,417.3
2024-01-09 08:00:00,23.4,1005.0,29.0,22.0,29.9,395.0,508.1
2024-01-09 09:00:00,24.2,1005.0,43.0,22.0,29.2,629.0,724.6
2024-01-09 10:00:00,24.3,1005.0,46.0,21.7,28.5,675.0,522.9
2024-01-09 11:00:00,24.5,1004.8,42.0,21.9,27.8,927.0,848.0
2024-01-09 12:00:00,24.5,1004.6,54.0,23.1,29.8,928.0,741.5
2024-01-09 13:00:00,24.6,1004.5,60.0,22.9,29.6,858.0,572.4
2024-01-09 14:00:00,24.1,1004.4,55.0,21.3,27.4,822.0,670.8
2024-01-09 15:00:00,24.2,1004.3,49.0,20.1,25.8,740.0,700.1
2024-01-09 16:00:00,23.7,1004.2,92.0,18.7,24.1,580.0,581.8
2024-01-09 17:00:00,23.0,1004.7,81.0,16.6,21.7,291.0,247.1
2024-01-09 18:00:00,22.6,1005.1,45.0,15.8,20.9,156.0,217.7
2024-01-09 19:00:00,21.8,1005.6,27.0,11.8,17.7,57.0,172.9
2024-01-09 20:00:00,21.5,1006.2,40.0,10.1,16.6,0.0,0.0
2024-01-09 21:00:00,21.2,1006.4,16.0,8.5,15.3,0.0,0.0
2024-01-09 22:00:00,20.6,1006.2,16.0,6.7,14.5,0.0,0.0
2024-01-09 23:00:00,20.6,1006.8,23.0,4.3,7.6,0.0,0.0
2024-01-10 00:00:00,21.1,1006.4,26.0,3.0,5.0,0.0,0.0
2024-01-10 01:00:00,19.9,1005.7,10.0,4.6,5.4,0.0,0.0
2024-01-10 02:00:00,20.0,1005.2,14.0,3.3,3.7,0.0,0.0
2024-01-10 03:00:00,18.7,1005.1,24.0,4.0,3.1,0.0,0.0
2024-01-10 04:00:00,17.9,1005.3,100.0,5.0,3.1,0.0,0.0
2024-01-10 05:00:00,18.0,1005.9,100.0,3.4,2.5,0.0,0.0
2024-01-10 06:00:00,19.4,1006.6,99.0,5.0,2.9,48.0,116.8
2024-01-10 07:00:00,21.4,1007.3,100.0,3.3,3.1,144.0,89.5
2024-01-10 08:00:00,22.7,1007.4,100.0,3.6,5.2,222.0,36.3
2024-01-10 09:00:00,24.0,1007.2,100.0,8.1,10.6,373.0,105.9
2024-01-10 10:00:00,25.0,1006.7,100.0,11.3,13.8,529.0,211.5
2024-01-10 11:00:00,25.8,1006.7,100.0,14.2,17.3,628.0,186.9
2024-01-10 12:00:00,26.5,1006.4,38.0,14.9,18.3,761.0,422.1
2024-01-10 13:00:00,27.1,1005.9,48.0,18.8,23.7,935.0,771.3
2024-01-10 14:00:00,27.0,1005.4,24.0,20.4,26.1,905.0,784.8
2024-01-10 15:00:00,26.6,1004.7,28.0,21.3,27.6,801.0,816.7
2024-01-10 16:00:00,26.3,1004.3,17.0,20.8,27.8,624.0,723.6
2024-01-10 17:00:00,25.6,1004.4,24.0,20.0,27.3,429.0,642.9
2024-01-10 18:00:00,24.7,1005.5,14.0,17.8,25.2,235.0,495.0
2024-01-10 19:00:00,23.7,1006.5,17.0,14.8,24.4,68.0,255.7
2024-01-10 20:00:00,23.2,1006.9,23.0,13.1,23.7,0.0,0.0
2024-01-10 21:00:00,22.9,1006.9,10.0,13.9,25.4,0.0,0.0
2024-01-10 22:00:00,22.6,1006.9,3.0,11.8,23.2,0.0,0.0
2024-01-10 23:00:00,21.5,1007.1,1.0,6.1,10.6,0.0,0.0
2024-01-11 00:00:00,21.0,1006.9,2.0,5.4,9.1,0.0,0.0
2024-01-11 01:00:00,21.3,1006.6,0.0,2.1,5.4,0.0,0.0
2024-01-11 02:00:00,21.1,1006.4,99.0,1.9,4.0,0.0,0.0
2024-01-11 03:00:00,21.0,1006.6,97.0,3.8,5.0,0.0,0.0
2024-01-11 04:00:00,21.0,1007.2,96.0,5.0,7.6,0.0,0.0
2024-01-11 05:00:00,21.0,1007.9,100.0,4.5,7.4,0.0,0.0
2024-01-11 06:00:00,21.6,1008.9,100.0,4.4,7.9,43.0,44.2
2024-01-11 07:00:00,23.5,1009.9,92.0,7.3,8.9,167.0,153.7
2024-01-11 08:00:00,25.1,1010.5,81.0,9.2,11.2,318.0,255.3
2024-01-11 09:00:00,25.3,1010.5,72.0,12.7,15.5,441.0,257.4
2024-01-11 10:00:00,25.4,1010.6,73.0,15.9,20.0,612.0,364.7
2024-01-11 11:00:00,26.4,1011.4,24.0,12.2,14.5,772.0,585.3
2024-01-11 12:00:00,26.8,1011.2,13.0,14.6,17.4,883.0,696.1
2024-01-11 13:00:00,26.7,1011.3,39.0,17.3,21.3,911.0,720.1
2024-01-11 14:00:00,26.5,1011.1,37.0,17.9,22.4,831.0,653.5
2024-01-11 15:00:00,25.9,1011.1,39.0,16.8,21.6,763.0,698.7
2024-01-11 16:00:00,25.4,1011.0,52.0,17.7,22.9,626.0,726.3
2024-01-11 17:00:00,24.9,1011.2,36.0,16.8,22.3,429.0,601.5
2024-01-11 18:00:00,24.4,1011.9,35.0,16.3,22.0,240.0,488.5
2024-01-11 19:00:00,23.6,1012.4,16.0,13.3,20.5,66.0,228.1
2024-01-11 20:00:00,22.9,1012.8,8.0,10.9,20.4,0.0,0.0
2024-01-11 21:00:00,22.7,1013.0,8.0,9.1,18.7,0.0,0.0
2024-01-11 22:00:00,22.1,1013.3,29.0,10.2,19.5,0.0,0.0
2024-01-11 23:00:00,22.2,1013.2,22.0,6.4,15.3,0.0,0.0
2024-01-12 00:00:00,21.8,1012.8,27.0,5.2,13.9,0.0,0.0
2024-01-12 01:00:00,21.7,1012.2,33.0,6.1,15.0,0.0,0.0
2024-01-12 02:00:00,21.6,1012.1,65.0,10.0,17.8,0.0,0.0
2024-01-12 03:00:00,21.4,1011.9,90.0,7.4,14.6,0.0,0.0
2024-01-12 04:00:00,21.4,1012.1,56.0,4.7,12.0,0.0,0.0
2024-01-12 05:00:00,21.4,1012.8,77.0,7.1,14.2,0.0,0.0
2024-01-12 06:00:00,21.8,1013.3,33.0,4.0,7.9,37.0,74.4
2024-01-12 07:00:00,22.8,1013.4,17.0,3.4,4.7,212.0,441.6
2024-01-12 08:00:00,24.1,1013.3,16.0,8.0,10.1,438.0,684.0
2024-01-12 09:00:00,24.9,1013.2,20.0,12.3,15.1,614.0,735.4
2024-01-12 10:00:00,25.5,1012.8,22.0,14.8,18.7,772.0,776.4
2024-01-12 11:00:00,26.1,1012.6,31.0,15.7,19.8,698.0,480.9
2024-01-12 12:00:00,26.4,1012.2,18.0,16.0,20.2,739.0,439.3
2024-01-12 13:00:00,27.1,1011.7,4.0,16.9,21.5,961.0,782.2
2024-01-12 14:00:00,26.9,1011.1,0.0,20.2,25.6,928.0,865.4
2024-01-12 15:00:00,26.4,1010.3,0.0,21.4,27.3,834.0,874.8
2024-01-12 16:00:00,25.8,1009.8,4.0,21.8,28.7,684.0,857.9
2024-01-12 17:00:00,25.3,1009.5,14.0,23.0,30.7,473.0,750.2
2024-01-12 18:00:00,24.5,1009.8,14.0,19.7,27.6,255.0,576.8
2024-01-12 19:00:00,23.6,1010.2,1.0,13.2,21.7,72.0,276.5
2024-01-12 20:00:00,22.8,1010.6,0.0,9.2,18.7,0.0,0.0
2024-01-12 21:00:00,21.8,1010.9,3.0,6.2,16.5,0.0,0.0
2024-01-12 22:00:00,21.0,1010.5,30.0,5.9,15.9,0.0,0.0
2024-01-12 23:00:00,21.6,1010.2,5.0,7.2,17.5,0.0,0.0
2024-01-13 00:00:00,20.6,1009.8,1.0,6.8,15.6,0.0,0.0
2024-01-13 01:00:00,19.7,1009.1,3.0,7.9,13.6,0.0,0.0
2024-01-13 02:00:00,19.0,1008.4,2.0,7.8,13.0,0.0,0.0
2024-01-13 03:00:00,18.4,1008.2,7.0,7.9,12.0,0.0,0.0
2024-01-13 04:00:00,17.6,1008.2,16.0,7.4,9.7,0.0,0.0
2024-01-13 05:00:00,17.3,1008.4,100.0,6.4,9.0,0.0,0.0
2024-01-13 06:00:00,19.1,1008.8,96.0,6.6,9.2,56.0,218.1
2024-01-13 07:00:00,22.3,1008.9,0.0,3.9,7.8,240.0,581.4
2024-01-13 08:00:00,24.9,1008.7,16.0,7.7,10.6,462.0,771.1
2024-01-13 09:00:00,26.5,1008.2,24.0,11.8,14.7,668.0,853.4
2024-01-13 10:00:00,27.8,1007.6,6.0,11.7,14.3,821.0,852.0
2024-01-13 11:00:00,28.7,1006.6,50.0,8.0,8.7,896.0,787.5
2024-01-13 12:00:00,28.3,1006.0,1.0,16.6,19.8,987.0,846.1
2024-01-13 13:00:00,28.1,1005.7,0.0,18.4,23.2,1037.0,950.7
2024-01-13 14:00:00,27.8,1005.5,2.0,19.6,25.2,980.0,945.9
2024-01-13 15:00:00,27.5,1004.9,13.0,21.9,28.5,860.0,917.4
2024-01-13 16:00:00,26.7,1004.6,10.0,20.9,27.7,676.0,841.8
2024-01-13 17:00:00,25.9,1005.0,16.0,19.2,25.3,467.0,734.5
2024-01-13 18:00:00,25.0,1006.2,26.0,16.2,21.5,257.0,592.7
2024-01-13 19:00:00,24.1,1007.2,59.0,12.3,18.1,71.0,262.9
2024-01-13 20:00:00,23.5,1007.9,98.0,9.4,15.9,0.0,0.0
2024-01-13 21:00:00,22.7,1008.3,89.0,5.7,11.7,0.0,0.0
2024-01-13 22:00:00,22.0,1008.6,100.0,5.2,12.6,0.0,0.0
2024-01-13 23:00:00,21.9,1009.2,96.0,15.6,25.3,0.0,0.0
2024-01-14 00:00:00,21.7,1008.7,20.0,19.2,30.3,0.0,0.0
2024-01-14 01:00:00,21.3,1008.1,72.0,18.0,28.8,0.0,0.0
2024-01-14 02:00:00,20.8,1007.6,100.0,18.4,29.3,0.0,0.0
2024-01-14 03:00:00,20.8,1007.5,96.0,19.8,31.0,0.0,0.0
2024-01-14 04:00:00,20.7,1007.8,100.0,19.6,30.4,0.0,0.0
2024-01-14 05:00:00,20.8,1008.4,100.0,18.1,28.2,0.0,0.0
2024-01-14 06:00:00,21.0,1009.1,100.0,19.0,28.8,23.0,15.2
2024-01-14 07:00:00,21.7,1009.5,88.0,18.1,25.4,122.0,96.0
2024-01-14 08:00:00,22.7,1009.6,85.0,16.0,21.9,257.0,147.9
2024-01-14 09:00:00,24.3,1009.7,46.0,17.4,22.4,495.0,372.8
2024-01-14 10:00:00,24.9,1009.7,74.0,17.6,22.3,668.0,548.9
2024-01-14 11:00:00,25.2,1009.7,85.0,20.6,26.7,524.0,199.9
2024-01-14 12:00:00,23.9,1009.6,91.0,18.7,24.8,689.0,443.1
2024-01-14 13:00:00,24.7,1009.3,100.0,21.8,28.5,738.0,371.4
2024-01-14 14:00:00,24.6,1009.3,100.0,22.5,29.3,548.0,241.2
2024-01-14 15:00:00,23.9,1009.1,100.0,23.7,31.6,583.0,320.8
2024-01-14 16:00:00,23.7,1009.0,100.0,22.4,29.8,488.0,326.5
2024-01-14 17:00:00,22.6,1008.9,100.0,19.3,26.2,222.0,107.7
2024-01-14 18:00:00,22.2,1009.5,99.0,18.6,25.3,141.0,97.8
